koi,koi.1,rprs,secthresh,maxrad,lhood_heb,pr_heb,lhood_heb_Px2,pr_heb_Px2,lhood_eb,pr_eb,lhood_eb_Px2,pr_eb_Px2,lhood_beb,pr_beb,lhood_beb_Px2,pr_beb_Px2,lhood_boxy,pr_boxy,lhood_long,pr_long,lhood_pl,pr_pl,lhood_tot,fp,FPP,kepid,period,rp,disposition,prob_ontarget,pos_prob_score,not_transitlike,significant_secondary,centroid_offset,ephem_match,MES,exception,has_ttv,n_cands,FPP_max,FPP_std,kepnum
K00289.02,K00289.02,0.048,171.0,0.5,6.6511785e-26,2.2845589e-25,8.213816e-47,1.581658e-48,1.564397e-14,2.197946e-13,3.4590718699e-80,2.7772420519e-81,3.1535237e-45,5.2882656e-46,4.36800000036e-11,5.85000000044e-12,0.00285,0.00155,0.0,0.0,0.194,0.9984,0.1969,0.051,0.00155,10386922,296.637865,6.35430824554,CANDIDATE,1.0,1.0,False,False,False,False,141.89377,,False,2,0.00172,0.000115181016954,Kepler-511 b
K00294.01,K00294.01,0.019,46.0,0.69,0.00014088,4.739e-05,0.000306200036305,8.88900101573e-07,0.001749,0.0025686,8.616e-13,1.4428e-14,2.1914e-05,1.3144e-06,4.4267e-09,1.3378e-10,3.33e-05,4.296e-07,0.0,0.0,0.4954,0.9972,0.4939,0.201,0.0026169,11259686,34.43587975,2.68928387479,CANDIDATE,1.0,1.0,False,False,False,False,45.552513,,False,1,0.0042,0.00104800259224,Kepler-512 b
K00296.01,K00296.01,0.019,46.0,0.96,9.5829e-08,4.8526e-09,1.0204317e-05,4.0956911e-09,0.00031634,7.608e-05,4.31216e-09,1.10618e-11,0.0007257,6.94e-06,1.02635e-07,6.2245e-10,9.7e-07,1.752e-09,0.0,0.0,2.986,1.0,2.971,0.215,8.301e-05,11802615,28.86235584,2.20446690506,CANDIDATE,1.0,1.0,False,False,False,False,52.496197,,False,1,0.000178,5.72912529682e-05,Kepler-513 b
K00297.01,K00297.01,0.011,17.0,0.72,1.2396192e-08,2.2540368e-10,0.0013528,5.475e-07,2.5647e-06,2.3697e-07,0.00237403182,4.760068e-06,0.0003682,9.646e-07,1.449313115e-09,3.39877591e-12,0.0,0.0,0.0,0.0,3.588,1.0,3.584,0.172,6.5084e-06,11905011,5.65179605,1.72368462447,CANDIDATE,1.0,1.0,False,False,False,False,37.182487,,False,1,1.65e-05,5.48716302332e-06,Kepler-514 b
K00298.01,K00298.01,0.016,72.0,0.69,6.504e-05,2.367e-06,0.008985,4.407e-06,0.000363,4.526e-05,0.00020351,4.998e-07,0.015319,9.69e-05,0.00019128,7.16e-07,1.03e-06,2.202e-09,0.0,0.0,5.26,1.0,5.284,0.141,0.00014998,12785320,19.96371318,1.45510518308,CANDIDATE,1.0,1.0,False,False,False,False,29.51238,,False,2,0.000194,2.92765283309e-05,Kepler-515 b
K00302.01,K00302.01,0.026,67.0,0.5,3.655000826e-21,2.425000493e-19,5.511315e-11,1.57126315e-11,1.574108e-09,4.90587e-07,1.8742270383e-27,1.3817741439e-27,3.545864142e-126,3.436016134e-125,5.93202000373e-83,4.19386000277e-82,0.0,0.0,0.0,0.0,0.011203,1.0,0.0112,0.051,4.90587e-07,3662838,24.85462415,5.73558321491,CANDIDATE,1.0,1.0,False,False,False,False,73.8067,,False,1,2.56e-06,8.00397971374e-07,Kepler-516 b
K00303.01,K00303.01,0.025,53.0,0.5,6.8419e-07,7.4933e-07,1.980353e-08,9.482966e-11,2.789e-05,0.00012851,7.8631e-11,2.9728e-12,0.004774,0.0009263,3.68051e-08,2.86893e-09,0.0,0.0,0.0,0.0,0.1636,0.9988,0.1711,0.203,0.0010552,5966322,60.92832271,2.67434462043,CANDIDATE,1.0,1.0,False,False,False,False,84.56791,,False,1,0.00218,0.000509494259045,Kepler-517 b
K00304.01,K00304.01,0.022,25.0,0.5,0.0034225,3.8669e-05,0.0006887,6.667e-08,0.02236,0.0010405,0.1142002176,7.94001475e-05,0.0006132491,6.575374e-07,6.2697e-13,5.619e-16,0.0,0.0,0.0,0.0,11.14,0.9988,11.35,0.213,0.0011579,6029239,8.512035877,2.10872482242,CANDIDATE,1.0,1.0,False,False,False,False,118.647316,,False,2,0.00177,0.000349360511029,Kepler-518 b
K00306.01,K00306.01,0.024,70.0,0.5,0.0032791,6.542e-05,0.00020792,2.7342e-08,0.008827,0.0004729,0.04761600799,2.326257423e-05,0.005396,4.579e-05,1.203e-09,8.869e-12,0.0,0.0,0.0,0.0,9.887,0.9991,10.02,0.208,0.0006073,6071903,24.3078946,2.09891071373,CANDIDATE,1.0,1.0,False,False,False,False,76.13474,,False,1,0.000787,0.000123560196755,Kepler-519 b
K00307.01,K00307.01,0.014,31.0,0.78,0.00014129,1.184e-05,0.0006257,5.281e-07,0.000776,0.00024216,0.0002948,1.7423e-06,0.01873,0.0007136,0.00020178,4.886e-06,0.0,0.0,0.0,0.0,1.992,0.999,2.012,0.163,0.0009759,6289257,19.67416124,1.66251001358,CANDIDATE,1.0,1.0,False,False,False,False,32.864925,,False,2,0.00119,0.000180681087985,Kepler-520 b
K00307.02,K00307.02,0.009,12.0,0.66,1.4053453e-13,1.3098565e-14,0.00010227,2.58e-07,2.0758e-19,8.481e-20,1.7516e-07,2.185e-09,0.00020986,8.3e-06,8.359e-08,3.8313e-09,0.00271,1.423e-05,0.0,0.0,1.025,1.0,1.033,0.104,2.279e-05,6289257,5.21104261,1.06679361556,CANDIDATE,1.0,1.0,False,False,False,False,31.538141,,False,2,3.05e-05,4.97738217674e-06,Kepler-520 c
K00317.01,K00317.01,0.02,54.0,0.63,1.7017006987e-25,4.123001733e-24,6.21610643e-11,1.578027493e-11,8.450263e-18,8.05528e-16,2.725881e-30,2.8888e-30,1.94e-39,1.56e-38,1.44604400255e-41,1.02992600136e-40,0.00127,0.0009584,0.0,0.0,0.007648,0.999,0.00926,0.176,0.0009584,8121310,22.20813214,3.18413304451,CANDIDATE,1.0,1.0,False,False,False,False,52.78545,,False,1,0.0012,0.000126974363117,Kepler-521 b
K00318.01,K00318.01,0.032,378.0,0.5,2.8882255e-12,1.0541093e-12,6.4599029288e-14,1.24980063605e-16,8.9205e-08,1.63642e-07,7.639e-08,1.014e-09,7.92548645086e-98,1.68570392618e-99,1.78253e-53,1.99397e-55,0.0,0.0,0.0,0.0,1.715,1.0,1.71,0.052,1.64722e-07,8156120,38.58422849,6.90564306311,CANDIDATE,1.0,1.0,False,False,False,False,68.62445,,False,1,4.97e-07,2.08167278718e-07,Kepler-522 b
K00323.01,K00323.01,0.021,34.0,0.5,9.557e-10,3.7232e-12,0.001900882,2.005418e-07,4.04264478e-05,7.2155613e-07,1.47e-05,5.012e-09,0.01104967,5.92269e-06,2.58938e-10,1.098847e-13,0.0,0.0,0.0,0.0,15.18,1.0,15.11,0.198,6.8417e-06,9139084,5.835983111,1.96478456151,CANDIDATE,1.0,1.0,False,False,False,False,103.39216,,False,1,1.7e-05,4.79317941454e-06,Kepler-523 b
K00330.01,K00330.01,0.016,32.0,0.66,1.459307002e-32,1.332706115e-33,1.2133e-08,1.5564e-11,5.6097e-42,2.76377e-42,2.0552736e-13,1.4985525e-15,3.1177e-05,3.59e-07,1.06105256e-21,1.06586813e-23,1.5e-06,4.179e-09,9.4e-05,2.626e-07,1.249,1.0,1.25,0.191,6.257e-07,11361646,7.97419807,1.91396928758,CANDIDATE,1.0,1.0,False,False,False,False,44.255653,,False,2,1.34e-06,3.61135570112e-07,Kepler-524 b
K00330.02,K00330.02,0.008,14.0,1.08,2.477e-30,5.59e-30,3.8791e-10,2.4489e-11,3.571073e-28,2.7111e-27,2.647e-11,1.0743e-11,1.03480000003e-06,1.00780000003e-06,6.6947605e-09,5.7913148e-09,0.00258,0.0001394,0.00132,7.114e-05,0.06975,1.0,0.0729,0.074,0.0002116,11361646,1.88897906,0.955239913354,CANDIDATE,1.0,0.88,False,False,False,False,15.800153,,False,2,0.000238,1.84643801232e-05,Kepler-524 c
K00331.01,K00331.01,0.021,48.0,0.57,3.11810000871e-23,2.42190000667e-24,1.2115e-12,9.02e-16,1.0237867e-11,3.964724e-12,7.2201e-14,3.5534e-16,0.0019341,3.3591e-05,1.45316e-07,1.42916e-09,0.0,0.0,0.0,0.0,1.406,1.0,1.402,0.203,3.3591e-05,10285631,18.68404933,2.62887258346,CANDIDATE,1.0,1.0,False,False,False,False,41.605434,,False,1,6.03e-05,1.57984854759e-05,Kepler-525 b
K00332.01,K00332.01,0.016,17.0,0.57,2.76671e-41,7.40041e-43,3.3192e-07,1.3675e-10,9.608e-39,1.059269e-39,2.22653e-16,2.93442e-19,0.0028985,2.0341e-05,0.000319200119,2.094900749e-06,0.0,0.0,0.0,0.0,2.621,1.0,2.623,0.199,2.2408e-05,10290666,5.458498316,1.9942268876,CANDIDATE,1.0,1.0,False,False,False,False,57.42929,,False,2,3.32e-05,8.30082833885e-06,Kepler-526 b
K00333.01,K00333.01,0.018,57.0,0.57,2.539975e-22,1.954494e-22,1.5704548e-10,1.0580911e-12,2.4794e-07,9.082e-07,5.36498e-28,1.317525e-29,1.08460850021e-13,4.27603420085e-15,5.6849309164e-37,1.43953964422e-38,0.0,0.0,0.0,0.0,0.2511,1.0,0.247,0.165,9.082e-07,10337258,13.28535633,2.83627741397,CANDIDATE,1.0,1.0,False,False,False,False,45.08931,,False,1,1.81e-06,4.31509443697e-07,Kepler-527 b
K00337.01,K00337.01,0.018,54.0,0.63,2.7962538e-18,7.384149e-19,3.4542e-10,1.4846e-12,9.2675e-14,1.0505e-13,3.04855e-16,6.705179e-18,9.934e-06,4.433e-07,1.1347696e-06,3.0342545e-08,0.000487,5.943e-06,0.0,0.0,0.4333,1.0,0.4375,0.215,6.416e-06,10545066,19.78297415,2.08255386589,CANDIDATE,1.0,1.0,False,False,False,False,31.562994,,False,1,6.96e-06,3.25549108772e-07,Kepler-528 b
K00339.01,K00339.01,0.015,25.0,0.5,7.6296114e-13,2.48950379e-14,2.577e-05,1.782e-08,8.4000008756e-09,8.7700009027e-10,2.459e-05,9.204e-08,0.00332542,5.4797e-06,8.2406e-06,9.3371e-09,0.0,0.0,0.0,0.0,2.075,1.0,2.085,0.199,5.601e-06,10587105,1.980357663,1.85977359843,CANDIDATE,1.0,1.0,False,False,False,False,57.641773,,False,3,1.35e-05,4.78583604678e-06,Kepler-529 b
K00339.02,K00339.02,0.016,46.0,1.14,5.832e-05,3.102e-06,0.0008996,5.735e-07,0.0010686,0.0003123,0.053937,0.000197236,0.02027,0.0001955,0.000477,3.248e-06,0.0,0.0,0.0,0.0,2.503,0.9991,2.569,0.21,0.0007117,10587105,12.8345022,1.99946107891,CANDIDATE,1.0,1.0,False,False,False,False,27.169544,,False,3,0.000932,0.000153834723721,Kepler-529 c
K00344.01,K00344.01,0.031,67.0,0.5,1.120633e-10,3.54943e-12,1.53176e-12,5.056568e-16,2.4198e-07,2.3941e-08,5.7543e-15,9.416e-18,0.0004916,1.0297e-06,1.34230000001e-09,1.63820000001e-12,0.0,0.0,0.0,0.0,5.399,1.0,5.421,0.193,1.05372e-06,11015108,39.30941904,3.00518912924,CANDIDATE,1.0,1.0,False,False,False,False,97.52001,,False,1,3.13e-06,8.93454385828e-07,Kepler-530 b
K00345.01,K00345.01,0.034,67.0,0.54,7.676e-13,6.945e-14,1.9235e-08,1.3169e-11,9.136e-07,2.535e-07,4.41107464e-08,8.24213788e-11,0.005995,4.279e-05,1.79829e-08,6.9597e-11,0.0,0.0,0.0,0.0,2.385,1.0,2.366,0.201,4.304e-05,11074541,29.88485741,2.77695657916,CANDIDATE,1.0,1.0,False,False,False,False,108.92433,,False,1,6.64e-05,1.13618464853e-05,Kepler-531 b
K00346.01,K00346.01,0.03,66.0,0.5,0.00020937,1.6512e-05,3.6898e-05,3.9573e-08,0.001359,0.00034569,0.00052397,2.4721e-06,0.06063,0.0008102,1.8923e-06,1.7442e-08,0.0,0.0,0.0,0.0,2.192,0.9988,2.249,0.208,0.0011752,11100383,12.92491623,2.57456784866,CANDIDATE,1.0,1.0,False,False,False,False,80.35423,,False,1,0.00177,0.000315316349085,Kepler-532 b
K00348.01,K00348.01,0.043,82.0,0.5,2.7337e-09,6.9352e-09,9.516e-09,1.6781e-10,6.231e-07,4.706e-06,0.00599997,0.000515806,0.010054,0.002541,2.789627e-06,4.84622e-07,0.0,0.0,0.0,0.0,0.10441,0.997,0.1264,0.163,0.003061,11194032,28.51120525,3.3760533924,CANDIDATE,1.0,1.0,False,False,False,False,139.83766,,False,1,0.00398,0.000662662139488,Kepler-533 b
K00354.01,K00354.01,0.021,38.0,0.5,7.480000358e-15,2.563000122e-16,6.01e-10,1.7136e-13,5.4313e-09,6.0006e-10,6.419244e-13,5.633798e-16,0.001565,5.25e-06,2.86400000204e-09,7.21530000516e-12,0.0,0.0,0.0,0.0,4.693,1.0,4.712,0.217,5.2501e-06,11568987,15.95994513,2.23957960508,CANDIDATE,1.0,1.0,False,False,False,False,57.33605,,False,2,1.13e-05,3.32828986618e-06,Kepler-534 b
K00355.01,K00355.01,0.017,22.0,0.5,1.628853e-08,3.17409e-10,0.0003645,2.013e-07,2.95959e-06,3.19268e-07,1.6107e-08,7.823e-11,1.1396239e-05,3.325067e-08,7.281e-10,2.3712e-12,4.54e-07,4.509e-10,0.0,0.0,2.165,1.0,2.15,0.211,5.554e-07,11621223,4.903321551,2.35800318338,CANDIDATE,1.0,1.0,False,False,False,False,72.22377,,False,1,1.26e-06,3.58604455571e-07,Kepler-535 b
K00356.01,K00356.01,0.032,19.0,0.5,1.9383e-18,1.801e-21,1.2592e-05,4.307e-10,1.0517e-13,3.739e-16,2.3294e-05,3.9693e-09,0.0078885,1.03584e-06,1.7220012279e-16,1.90000129657e-20,0.0,0.0,0.0,0.0,56.25,1.0,56.51,0.176,1.03865e-06,11624249,1.827082299,3.10213071405,CANDIDATE,1.0,1.0,False,False,False,False,268.04587,,False,1,2.77e-06,7.96618390797e-07,Kepler-536 b
K00361.01,K00361.01,0.013,24.0,0.5,4.12507e-09,3.1028012e-11,8.554e-05,3.799e-08,2.8619e-13,1.1816e-14,2.536e-06,1.0518e-08,0.0005923,9.784e-07,2.93549e-09,4.4893e-12,0.0,0.0,0.0,0.0,4.226,1.0,4.231,0.137,1.027e-06,12404954,3.247555219,1.41050551133,CANDIDATE,1.0,1.0,False,False,False,False,42.643757,,False,1,1.56e-06,3.3987121744e-07,Kepler-537 b
K00365.01,K00365.01,0.023,52.0,0.75,2.390652e-07,2.3796234e-08,3.4464e-13,1.4954e-16,2.92852e-06,1.01723e-06,4.039037e-16,6.66998e-19,1.273142e-06,5.135688e-08,2.6626e-10,3.7309e-12,0.0,0.0,0.0,0.0,1.898,1.0,1.91,0.217,1.09403e-06,11623629,81.73780699,2.26476915074,CANDIDATE,1.0,1.0,False,False,False,False,82.74136,,False,1,3.11e-06,1.08634245475e-06,Kepler-538 b
K00372.01,K00372.01,0.082,346.0,0.5,5.9579e-11,9.6976e-12,1.74490000001e-17,3.00930000001e-20,4.712e-08,2.5022e-08,4.703000524e-08,4.544000502e-10,1.9059e-05,1.0848e-06,8.547061e-13,2.776844e-14,0.0,0.0,0.0,0.0,4.294,1.0,4.35,0.056,1.1116e-06,6471021,125.62887621,8.34264666793,CANDIDATE,1.0,1.0,False,False,False,False,323.23932,,False,1,2.63e-06,8.35472747079e-07,Kepler-539 b
K00374.01,K00374.01,0.023,49.0,0.84,1.12e-11,2.3728e-12,9.852939e-22,8.420218e-25,2.0664e-08,2.3089e-08,6.73749e-12,4.112581e-14,4.523e-06,2.384e-07,6.871005e-10,3.403551e-11,2.98e-06,7.013e-08,0.0,0.0,0.8145,1.0,0.804,0.201,3.318e-07,8686097,172.7049784,2.70869400088,CANDIDATE,1.0,1.0,False,False,False,False,79.02252,,False,1,4.81e-07,8.13084661439e-08,Kepler-540 b
K00384.01,K00384.01,0.015,19.0,0.6,4.89300038831e-09,5.02200040133e-10,2.2417e-06,5.3043e-09,2.262986e-07,1.0391303e-07,4.8438e-09,4.4741e-11,0.000353282,1.065134e-05,2.82840008e-10,9.54131715e-12,0.0,0.0,0.0,0.0,0.6664,1.0,0.6623,0.164,1.07716e-05,3353050,5.08005848,3.36133222935,CANDIDATE,1.0,1.0,False,False,False,False,42.19106,,False,1,3.11e-05,9.06802465565e-06,Kepler-541 b
K00385.01,K00385.01,0.016,43.0,0.78,5.01812e-13,4.63997e-14,0.000101257,8.6314e-08,5.9672e-12,2.14842e-12,0.000114000003003,5.16100013447e-07,0.0008853,3.756e-05,6.70782e-07,1.970393e-08,8.62e-05,2.788e-07,0.0,0.0,2.009,1.0,1.991,0.16,3.848e-05,3446746,13.14497566,1.57374685269,CANDIDATE,1.0,1.0,False,False,False,False,33.127407,,False,1,8.32e-05,2.32341128516e-05,Kepler-542 b
K00387.01,K00387.01,0.034,49.0,0.5,6.5426662e-41,2.4219328e-42,9.03812e-12,2.023366e-15,4.04576e-24,4.34583e-25,4.2034e-18,1.76141e-21,0.0007365,3.334e-06,1.811934e-13,4.55963e-16,0.0,0.0,0.0,0.0,4.87,1.0,4.851,0.21,3.334e-06,3733628,13.89961966,2.49889016603,CANDIDATE,1.0,1.0,False,False,False,False,127.20152,,False,1,4.93e-06,1.20455801023e-06,Kepler-543 b
K00393.01,K00393.01,0.016,40.0,3.3,8.7887e-14,3.034e-14,3.703e-09,1.4144e-11,7.674393e-15,1.1427788e-14,3.357564e-05,7.974461e-07,0.00013938,0.0005224,3.8807217456e-07,1.22522353249e-06,0.000881,1.235e-05,0.0,0.0,0.375,0.9995,0.3751,0.219,0.0005366,3964109,21.41616926,2.11984747895,CANDIDATE,1.0,0.64,False,False,False,False,34.22951,,False,1,0.00101,0.000242058395158,Kepler-544 b
K00398.01,K00398.01,0.098,355.0,0.5,3.609e-06,1.3036e-06,1.2309e-10,8.285e-13,0.0011692,0.0025378,0.000934,3.637e-05,0.005457,0.00019214,7.521e-09,7.994e-11,0.0,0.0,0.0,0.0,1.319,0.9972,1.327,0.059,0.002768,9946525,51.84688575,8.67741682021,CANDIDATE,1.0,1.0,False,False,False,False,199.94113,,False,3,0.00492,0.00135037278804,Kepler-148 d
K00409.01,K00409.01,0.023,41.0,0.5,3.8381e-07,1.9075e-08,0.0379340454,2.43377498e-05,8.173e-06,1.8167e-06,0.03436006647,8.790018808e-05,0.017402,7.263e-05,2.9844539e-07,9.23117e-10,0.0,0.0,0.0,0.0,2.958,1.0,3.129,0.2,0.00018672,5444548,13.24934059,2.68862960087,CANDIDATE,1.0,1.0,False,False,False,False,73.31914,,False,1,0.000441,0.000121360379769,Kepler-545 b
K00412.01,K00412.01,0.056,48.0,0.5,6.0866014e-10,9.4769155e-12,4.8277e-07,5.1948e-10,4.0501e-07,3.34043e-08,3.4111e-14,1.9472e-16,2.14874000106e-05,3.46070000164e-08,1.874e-16,2.609e-19,0.0,0.0,0.0,0.0,10.5,1.0,10.5,0.053,6.8428e-08,5683743,4.147020258,7.00422033271,CANDIDATE,1.0,1.0,False,False,False,False,415.72638,,False,1,1.82e-07,5.62937598278e-08,Kepler-546 b
K00420.01,K00420.01,0.05,45.0,0.5,2.2808e-16,2.5811e-18,9.22361e-07,3.222979e-10,8.82400008892e-10,3.91400003751e-11,5.439002991e-10,4.849003399e-13,0.00033236,3.7111e-07,7.085589e-15,6.948602e-18,0.0,0.0,0.0,0.0,10.89,1.0,10.9,0.106,3.7155e-07,8352537,6.010384289,4.00197543608,CANDIDATE,1.0,1.0,False,False,False,False,291.16498,,False,1,9.25e-07,3.3611352001e-07,Kepler-547 b
K00421.01,K00421.01,0.122,96.0,0.5,1.239634e-09,1.000531e-11,7.4822e-10,4.6772e-13,0.00032682,1.1652e-05,1.96702e-11,6.16239e-14,0.00056957,1.41755e-06,2.526016e-14,6.600052e-17,0.0,0.0,0.0,0.0,17.78,1.0,18.0,0.075,1.3061e-05,9115800,4.454194338,11.9865161822,CANDIDATE,1.0,1.0,False,False,False,False,1073.7728,,False,1,2.56e-05,7.99323248477e-06,Kepler-548 b
K00427.02,K00427.02,0.028,198.0,0.57,5.8585e-10,4.64867e-11,4.8806e-11,3.0714e-14,3.0372e-09,1.32e-09,9.837e-08,5.187e-10,0.0009436,7.04e-06,1.2237e-08,4.7494e-11,0.000273,1.275e-06,0.0,0.0,1.776,1.0,1.771,0.204,8.318e-06,10189546,42.9495649,2.56780701823,CANDIDATE,1.0,0.44,False,False,False,False,29.033783,,False,3,1.21e-05,2.36784383869e-06,Kepler-549 b
K00427.03,K00427.03,0.032,496.0,0.78,5.81e-07,1.9233e-07,3.5177e-13,1.50786e-15,9.3063e-07,1.7227e-06,4.04939e-13,1.27388e-14,0.0003079,1.2011e-05,3.871e-06,6.891e-08,0.00228,8.317e-05,0.0,0.0,0.4671,1.0,0.4687,0.194,9.706e-05,10189546,117.040498,2.92765767052,CANDIDATE,1.0,0.44,False,False,False,False,13.323428,,False,3,0.000102,2.58551520763e-06,Kepler-549 c
K00429.01,K00429.01,0.049,81.0,0.5,2.2782286e-37,1.3764024e-38,1.8469482e-26,1.2789645e-29,1.87020001202e-25,5.33070003577e-26,1.42213e-25,5.7009e-28,0.0010784509,1.0768527e-05,9.26327e-17,6.7252e-19,0.0,0.0,0.0,0.0,4.529,1.0,4.471,0.092,1.0768527e-05,10616679,8.600104109,4.42420020144,CANDIDATE,1.0,1.0,False,False,False,False,212.10732,,False,1,2.87e-05,9.00975453036e-06,Kepler-550 b
K00430.01,K00430.01,0.04,108.0,0.5,2.6242e-11,1.1994e-11,1.6031e-05,1.243e-07,1.4706e-10,2.0289e-10,2.2002e-05,4.8396e-07,0.01836,0.0004361,6.119e-05,1.0984e-06,0.0,0.0,0.0,0.0,0.4085,0.9997,0.4286,0.202,0.0004377,10717241,12.3764661,2.73050313132,CANDIDATE,1.0,1.0,False,False,False,False,74.57216,,False,2,0.000625,0.000110086884878,Kepler-551 b
K00432.01,K00432.01,0.035,39.0,0.5,0.0001292802,1.7466701e-06,0.1991688,0.0001114438,0.0079158,0.00051921,6.15e-06,1.911e-08,0.0060763,6.7332e-06,2.40343e-07,3.32357e-10,0.0,0.0,0.0,0.0,10.02,0.9995,10.22,0.098,0.0006394,10858832,5.263415765,3.95399534911,CANDIDATE,1.0,1.0,False,False,False,False,108.9808,,False,1,0.00149,0.000417363736912,Kepler-552 b
K00433.01,K00433.01,0.05,56.0,0.5,2.2182924e-16,4.494595e-19,0.0014241066,2.5731831e-07,1.752000746e-17,1.588000642e-19,9.93499e-14,8.32913e-17,0.02738,1.8394e-05,1.8104001715e-12,1.1766001074e-15,0.0,0.0,0.0,0.0,41.22,1.0,41.04,0.087,1.8654e-05,10937029,4.030468037,4.62898793629,CANDIDATE,1.0,1.0,False,False,False,False,230.62376,,False,2,2.96e-05,7.58154513715e-06,Kepler-553 b
K00433.02,K00433.02,0.121,630.0,0.5,4.137e-07,2.105e-06,1.91000103e-05,2.307001196e-06,2.313e-05,0.0003118,0.000942445,0.00049533,0.0015989,0.001885,9.931e-06,6.027e-06,0.0,0.0,0.0,0.0,0.1232,0.9973,0.1264,0.074,0.0027,10937029,328.2399546,11.2021508058,CANDIDATE,1.0,1.0,False,False,False,False,209.70619,,False,2,0.00368,0.000599258801447,Kepler-553 c
K00435.01,K00435.01,0.036,77.0,0.5,2.613894e-12,2.369134e-13,4.0112e-13,9.1665e-16,6.0931e-07,1.9637e-07,0.00092381,1.39548e-05,0.0007654,4.811e-06,1.4653103e-10,7.674767e-13,0.0,0.0,0.0,0.0,2.703,1.0,2.722,0.112,1.8966e-05,11709124,20.54981883,3.83535367951,CANDIDATE,1.0,1.0,False,False,False,False,96.15934,,False,5,4.51e-05,1.3200676077e-05,Kepler-154 d
K00435.04,K00435.04,0.014,40.0,0.69,2.031900305e-19,6.82150103e-21,1.0395e-08,3.309e-11,2.1407e-21,4.525e-22,1.8536e-07,3.776e-09,0.0032406,2.5516e-05,0.000265,2.0568e-06,0.0,0.0,0.0,0.0,1.13,1.0,1.132,0.151,2.7586e-05,11709124,3.93276465,1.49610634831,CANDIDATE,1.0,0.95,False,False,False,False,22.74535,,False,5,4.54e-05,1.46787133859e-05,Kepler-154 e
K00435.06,K00435.06,0.014,55.0,1.2,3.446e-20,1.02e-20,1.084e-07,3.5524e-10,2.342742e-14,2.833898e-14,4.6440378e-05,1.10670945e-06,0.0006021,4.689e-05,1.4177e-05,5.8676e-07,0.0013,8.588e-06,0.0,0.0,0.78,1.0,0.7808,0.145,5.717e-05,11709124,9.91935684,1.49763298744,CANDIDATE,1.0,0.67,False,False,False,False,14.320406,,False,5,8.9e-05,1.60843643884e-05,Kepler-154 f
K00439.01,K00439.01,0.043,35.0,0.5,2.321293e-17,4.326847e-19,5.3271013e-05,2.850399e-08,2.7460002998e-10,1.90800019545e-11,2.21246e-08,8.8937e-11,0.0272259,6.03998e-05,9.934509e-25,1.7186512e-27,0.0,0.0,0.0,0.0,7.0,1.0,6.952,0.094,6.04298e-05,12470954,1.902208556,4.29040118618,CANDIDATE,1.0,1.0,False,False,False,False,360.7786,,False,1,0.000122,3.53359431797e-05,Kepler-554 b
K00442.03,K00442.03,0.013,48.0,1.74,0.00051303,2.535e-05,0.006796,9.064e-06,0.0056352,0.0012971,6.5e-05,5.34e-07,0.0052,0.000741,0.00018223,2.054e-05,0.000144,2.644e-07,0.0,0.0,2.482,0.9978,2.487,0.143,0.0020947,3745690,7.02573474,1.45586850265,CANDIDATE,1.0,0.55,False,False,False,False,16.50359,,False,3,0.00328,0.000747574455601,Kepler-157 d
K00443.01,K00443.01,0.025,51.0,0.5,1.4314000397e-16,9.825000262e-18,4.9345e-11,4.089e-14,2.28964e-07,1.069386e-07,2.36659941e-20,1.56757463e-22,7.69e-06,5.6214e-08,1.809999e-07,8.654877e-10,0.000253,5.959e-07,0.0,0.0,1.96,1.0,1.96,0.19,7.599e-07,3833007,16.21775407,2.83246081614,CANDIDATE,1.0,1.0,False,False,False,False,70.96386,,False,1,9.78e-07,1.41707405907e-07,Kepler-555 b
K00444.01,K00444.01,0.021,46.0,0.5,3.81714e-11,6.97091e-12,7.022e-08,1.5207e-10,7.2615e-09,6.3449e-09,1.528532e-10,2.49913e-12,6.25e-05,1.9812e-06,2.12600000146e-07,4.17400000288e-09,1.7e-05,9.254e-08,0.0,0.0,0.7189,1.0,0.7201,0.217,2.0856e-06,3847138,11.72292176,2.24186956377,CANDIDATE,1.0,1.0,False,False,False,False,49.527466,,False,1,4.28e-06,1.19206992711e-06,Kepler-556 b
K00452.01,K00452.01,0.021,59.0,0.5,5.0734e-52,5.0359e-53,4.92163e-17,3.355873e-19,7.3648e-40,3.5441e-40,6.4869e-18,1.6988e-19,2.54004767829e-71,8.08414097392e-73,2.228e-10,5.667e-12,0.0,0.0,0.0,0.0,0.3175,1.0,0.318,0.191,5.667e-12,6291033,3.705989551,2.66551192261,CANDIDATE,1.0,1.0,False,False,False,False,48.60085,,False,1,1.2e-11,3.53151541284e-12,Kepler-557 b
K00454.01,K00454.01,0.027,115.0,0.5,1.2016e-10,1.03005e-11,4.068e-11,4.056e-14,1.14178e-07,3.3789e-08,2.4694e-11,7.299e-14,0.0014351,1.0729e-05,2.0622e-06,1.01951e-08,4.47e-05,1.754e-07,0.0,0.0,1.527,1.0,1.522,0.213,1.0945e-05,7098355,29.00790538,2.37010725077,CANDIDATE,1.0,1.0,False,False,False,False,37.909855,,False,1,1.42e-05,2.73501269548e-06,Kepler-558 b
