kepoi_name,kepid,fpp_koi_period,fpp_ror,fpp_prad,fpp_secthresh,fpp_maxrad,fpp_prob_heb,fpp_prob_ueb,fpp_prob_beb,fpp_prob_heb_dbl,fpp_prob_ueb_dbl,fpp_prob_beb_dbl,fpp_spec_occrate,fpp_prob,fpp_score,fpp_fail_reason,fpp_steff,fpp_steff_err1,fpp_steff_err2,fpp_slogg,fpp_slogg_err1,fpp_slogg_err2,fpp_smet,fpp_smet_err1,fpp_smet_err2,fpp_srad,fpp_srad_err1,fpp_srad_err2,fpp_smass,fpp_smass_err1,fpp_smass_err2,fpp_sage,fpp_sage_err1,fpp_sage_err2,fpp_dist,fpp_dist_err1,fpp_dist_err2,fpp_av,fpp_av_err1,fpp_av_err2,fpp_max_av,fpp_pr_steff_mu,fpp_pr_steff_sig,fpp_pr_slogg_mu,fpp_pr_slogg_sig,fpp_pr_smet_mu,fpp_pr_smet_sig
K01867.01,8167996,2.550,0.020,nan,50,0.50,nan,nan,nan,nan,nan,nan,nan,nan,nan,Other,3900,40.164,-41.704,4.72,0.026,-0.019,-0.07,0.09,-0.126,0.55,0.022,-0.033,0.57,0.024,-0.035,9.57,0.396,-0.348,214,11.942,-16.663,0.09,0.062,-0.055,0.37,3716,73,4.74,0.06,0.04,0.15
K01867.02,8167996,13.969,0.037,2.20,190,0.69,1.1e-07,1.7e-05,0.0002,1.5e-05,2.8e-05,2.3e-06,0.219,0.00026,1,,3900,40.164,-41.704,4.72,0.026,-0.019,-0.07,0.09,-0.126,0.55,0.022,-0.033,0.57,0.024,-0.035,9.57,0.396,-0.348,214,11.942,-16.663,0.09,0.062,-0.055,0.37,3716,73,4.74,0.06,0.04,0.15
K01867.03,8167996,5.212,0.019,1.13,83,1.68,1.1e-45,2.8e-18,2.8e-05,5.2e-12,6e-11,4.1e-07,0.104,2.8e-05,1,,3902,39.733,-40.413,4.72,0.025,-0.019,-0.06,0.083,-0.125,0.55,0.022,-0.031,0.57,0.024,-0.034,9.60,0.379,-0.353,215,11.792,-16.121,0.09,0.062,-0.055,0.37,3716,73,4.74,0.06,0.04,0.15
K01868.01,6773862,17.761,0.034,2.02,162,0.50,2e-12,1.4e-07,8e-05,4e-07,3.5e-06,2.9e-07,0.206,8.4e-05,1,,4010,45.638,-45.89,4.72,0.023,-0.02,-0.23,0.131,-0.123,0.54,0.029,-0.028,0.56,0.035,-0.033,9.49,0.392,-0.302,258,18.293,-18.735,0.09,0.064,-0.055,0.25,3826,76,4.74,0.04,-0.06,0.15
K01869.01,nan,nan,0.020,1.96,80,4.00,1.2e-110,8.3e-06,8.2e-05,6e-22,9e-10,3.6e-15,0.203,0.02,0.98,,6054,65.368,-71.162,4.51,0.045,-0.049,-0.41,0.229,-0.187,0.90,0.087,-0.069,0.94,0.081,-0.059,9.28,0.249,-0.179,504,50.673,-41.089,0.14,0.017,-0.035,0.17,nan,nan,nan,nan,nan,nan
K01870.01,10187159,7.964,0.025,2.05,91,0.50,1.8e-18,0.0032,7.7e-06,7.8e-07,7.9e-05,2.4e-08,0.202,0.0033,1,,5105,38.484,-41.033,4.59,0.032,-0.034,-0.14,0.192,-0.211,0.75,0.04,-0.052,0.80,0.047,-0.06,9.52,0.371,-0.319,466,27.202,-34.684,0.15,0.015,-0.028,0.17,nan,nan,nan,nan,nan,nan
K01871.01,9758089,92.730,0.038,2.87,219,1.08,1.3e-92,2.7e-07,0.002,6.7e-27,7.1e-06,1.8e-05,0.197,0.0021,1,,4655,33.455,-33.683,4.63,0.011,-0.007,-0.04,0.113,-0.094,0.69,0.015,-0.021,0.75,0.022,-0.029,9.33,0.241,-0.175,424,10.554,-13.051,0.11,0.023,-0.038,0.14,4580,92,4.64,0.01,0.08,0.15
K01871.02,9758089,32.376,0.031,2.34,159,1.50,9.5e-68,8.9e-10,0.00066,1.7e-21,8.3e-08,2.8e-06,0.215,0.00066,1,,4656,32.466,-34.034,4.63,0.011,-0.008,-0.04,0.117,-0.09,0.69,0.016,-0.02,0.75,0.022,-0.028,9.33,0.231,-0.178,424,10.806,-13.605,0.11,0.021,-0.039,0.14,4580,92,4.64,0.01,0.08,0.15
K01872.01,9883311,30.523,0.130,8.95,345,0.50,4.7e-21,0.92,0.017,1.3e-08,0.022,0.005,0.061,0.96,1,,5290,41.247,-43.861,4.68,0.024,-0.029,-0.85,0.198,-0.148,0.63,0.034,-0.026,0.69,0.032,-0.026,9.35,0.305,-0.227,811,46.994,-38.497,0.15,0.008,-0.018,0.16,nan,nan,nan,nan,nan,nan
K01873.01,4939346,71.312,0.042,3.78,338,0.50,0,2.6e-11,2.9e-05,5.2e-103,1.7e-05,3.2e-08,0.120,0.0043,1,,6400,77.32,-85.574,4.56,0.021,-0.021,-1.00,0.134,-0.135,0.82,0.032,-0.028,0.90,0.026,-0.025,9.12,0.153,-0.089,1234,52.547,-49.884,0.57,0.022,-0.044,0.60,nan,nan,nan,nan,nan,nan
K01873.02,4939346,34.918,0.020,1.80,170,2.16,1e-76,2.6e-14,0.0022,3.8e-79,4.3e-06,0.0011,0.185,0.0035,1,,6400,76.266,-90.132,4.56,0.02,-0.022,-1.00,0.132,-0.13,0.82,0.031,-0.03,0.90,0.026,-0.027,9.12,0.154,-0.09,1233,53.049,-50.549,0.57,0.021,-0.045,0.60,nan,nan,nan,nan,nan,nan
K01874.01,8978528,18.685,0.032,1.93,176,0.66,1.7e-61,5.9e-23,0.00062,7.3e-22,3.7e-09,2.3e-05,0.198,0.00064,1,,4262,60.741,-56.458,4.71,0.016,-0.016,-0.50,0.111,-0.082,0.55,0.021,-0.017,0.57,0.025,-0.019,9.51,0.385,-0.322,336,18.307,-15.7,0.17,0.075,-0.068,1.22,4156,83,4.71,0.03,-0.44,0.15
K01874.02,8978528,7.416,0.021,1.27,148,1.17,6.4e-38,2.2e-15,0.0014,1.5e-12,2.5e-07,5.3e-05,0.121,0.0014,1,,4264,59.982,-59.025,4.71,0.016,-0.017,-0.49,0.111,-0.079,0.56,0.02,-0.017,0.57,0.027,-0.02,9.51,0.382,-0.331,337,18.237,-15.616,0.17,0.074,-0.07,1.22,4156,83,4.71,0.03,-0.44,0.15
K01875.01,9967771,9.917,0.022,2.21,84,0.54,3.2e-165,1.1e-05,1e-05,1.9e-24,8.3e-06,2.9e-08,0.219,3e-05,1,,5747,67.529,-67.573,4.51,0.025,-0.027,-0.03,0.111,-0.113,0.92,0.04,-0.041,1.00,0.035,-0.041,9.25,0.223,-0.142,772,36.543,-36.846,0.22,0.061,-0.062,0.51,5539,83,4.24,0.17,0.14,0.15
K01875.02,9967771,0.538,0.013,1.31,17,0.50,0,3.5e-21,4e-05,7.3e-102,2.4e-10,7.1e-09,0.121,4e-05,1,,5749,68.381,-69.242,4.51,0.025,-0.026,-0.02,0.109,-0.112,0.92,0.041,-0.042,0.99,0.036,-0.039,9.25,0.207,-0.142,773,37.409,-37.675,0.23,0.064,-0.066,0.51,5539,83,4.24,0.17,0.14,0.15
K01876.01,11622600,82.534,0.039,2.60,288,0.50,2.6e-22,5.5e-06,7.3e-05,4.9e-23,2.5e-06,7.8e-07,0.207,0.00011,1,,4469,61.083,-63.894,4.67,0.015,-0.017,-0.31,0.095,-0.113,0.61,0.021,-0.022,0.64,0.028,-0.028,9.54,0.344,-0.349,371,16.195,-15.809,0.21,0.081,-0.086,0.42,4316,86,4.68,0.03,-0.44,0.15
K01877.01,10454632,20.160,0.022,1.77,52,0.50,1.1e-31,8.5e-14,3.8e-05,1.2e-10,8.1e-10,1.6e-07,0.176,3.9e-05,1,,4960,38.228,-41.681,4.61,0.009,-0.008,-0.06,0.096,-0.087,0.74,0.016,-0.019,0.80,0.024,-0.028,9.39,0.22,-0.197,267,6.962,-7.286,0.12,0.032,-0.049,0.17,4975,99,4.61,0.01,0.02,0.15
K01878.01,3098810,40.810,0.024,3.30,67,0.66,5.7e-18,0.32,0.0026,5.5e-08,0.001,1.3e-05,0.165,0.32,1,,6354,75.694,-84.449,4.33,0.033,-0.033,0.11,0.105,-0.115,1.26,0.067,-0.063,1.24,0.047,-0.042,9.18,0.124,-0.083,631,36.551,-34.657,0.25,0.047,-0.061,0.32,6183,110,4.30,0.07,0.26,0.15
K01879.01,8367644,22.086,0.054,3.31,424,0.50,3.3e-09,9.5e-06,0.00043,1.8e-08,4.2e-05,3.3e-06,0.168,0.00049,1,,3880,41.645,-39.621,4.71,0.013,-0.013,0.10,0.076,-0.079,0.56,0.015,-0.015,0.59,0.018,-0.018,9.55,0.372,-0.342,312,13.041,-12.66,0.26,0.069,-0.065,0.51,3828,76,4.71,0.02,0.30,0.15
K01880.01,10332883,1.151,0.022,1.30,34,0.50,6.4e-18,2.9e-50,2.5e-05,6.8e-08,1.4e-09,1.5e-09,0.124,2.5e-05,1,,3961,40.959,-39.546,4.72,0.019,-0.017,-0.17,0.099,-0.104,0.54,0.023,-0.023,0.56,0.027,-0.028,9.53,0.396,-0.32,171,9.515,-10.121,0.11,0.062,-0.06,0.24,3951,70,4.73,0.03,-0.16,0.15
K01881.01,4035640,28.267,0.030,2.66,169,0.50,0,1.1e-06,2.7e-06,3.8e-156,5e-07,5.1e-11,0.204,0.0036,1,,5289,45.556,-49.813,4.57,0.019,-0.031,-0.01,0.1,-0.111,0.81,0.026,-0.03,0.88,0.026,-0.034,9.44,0.338,-0.278,670,24.435,-26.478,0.27,0.038,-0.056,0.33,5132,84,4.46,0.08,0.16,0.15
K01882.01,6205228,3.771,0.016,1.64,42,0.50,3.5e-243,2.4e-05,0.00059,1.4e-32,0.00018,5.1e-06,0.163,0.0008,1,,5881,57.622,-61.496,4.50,0.026,-0.025,-0.10,0.124,-0.125,0.94,0.045,-0.05,1.01,0.041,-0.047,9.20,0.168,-0.102,883,46.121,-48.638,0.24,0.052,-0.06,0.34,5714,77,4.27,0.16,0.14,0.15
K01883.01,11758544,2.707,0.008,1.06,7,0.81,0,6.6e-29,6.3e-35,1.3e-72,9.2e-11,1.4e-17,0.097,9.2e-11,1,,6233,100.685,-89.663,4.34,0.06,-0.085,-0.01,0.102,-0.108,1.21,0.143,-0.098,1.16,0.06,-0.055,9.40,0.152,-0.205,368,44.03,-31.812,0.12,0.064,-0.063,0.28,6045,121,4.07,0.19,0.02,0.15
K01884.01,4851530,23.118,0.050,4.29,328,0.99,1.5e-64,0.0024,0.0039,4.1e-19,0.00039,1.7e-06,0.095,0.0067,1,,5530,55.227,-67.041,4.58,0.031,-0.037,-0.30,0.199,-0.208,0.79,0.057,-0.054,0.85,0.06,-0.068,9.36,0.323,-0.237,813,62.113,-59.991,0.56,0.023,-0.049,0.59,nan,nan,nan,nan,nan,nan
K01884.02,4851530,4.775,0.020,1.72,146,1.71,5.8e-48,8.3e-05,0.001,9.6e-10,4.9e-05,5.4e-05,0.169,0.0012,1,,5531,56.316,-64.779,4.58,0.032,-0.035,-0.30,0.2,-0.214,0.79,0.056,-0.055,0.85,0.06,-0.069,9.36,0.32,-0.239,814,60.916,-60.695,0.56,0.024,-0.046,0.59,nan,nan,nan,nan,nan,nan
K01885.01,11413812,5.654,0.018,1.72,55,0.50,3e-67,0.00025,2.9e-05,2.1e-13,0.00025,3.1e-07,0.171,0.00053,1,,6135,69.742,-74.927,4.52,0.033,-0.042,-0.52,0.18,-0.167,0.87,0.068,-0.048,0.93,0.059,-0.042,9.22,0.21,-0.144,730,59.378,-44.216,0.34,0.018,-0.037,0.37,nan,nan,nan,nan,nan,nan
K01886.01,9549648,5.992,0.015,2.12,22,0.57,5.9e-23,0.0066,1.8e-05,2.1e-06,3e-05,2.4e-07,0.219,0.0066,1,,6366,102.544,-105.566,4.30,0.063,-0.088,0.00,0.113,-0.109,1.30,0.165,-0.115,1.22,0.073,-0.07,9.36,0.123,-0.176,451,57.391,-42.646,0.27,0.069,-0.071,1.11,6157,124,4.05,0.19,-0.02,0.15
K01887.01,10965740,21.788,0.216,20.09,164,0.50,4e-21,0.0018,0.64,6.4e-06,0.22,0.14,0.031,0.99,1,,5442,47.274,-52.033,4.54,0.03,-0.062,-0.01,0.157,-0.19,0.85,0.053,-0.051,0.91,0.04,-0.052,9.52,0.375,-0.332,316,20.425,-19.753,0.13,0.018,-0.038,0.16,nan,nan,nan,nan,nan,nan
K01888.01,10063802,120.018,0.028,4.35,398,1.08,0,1e-05,2.8e-07,1e-92,0.00013,1.6e-23,0.093,0.00015,1,,6423,55.422,-54.734,4.27,0.02,-0.022,0.34,0.048,-0.053,1.43,0.05,-0.047,1.37,0.027,-0.029,9.04,0.053,-0.026,863,34.04,-31.382,0.14,0.016,-0.029,0.16,6469,103,4.25,0.05,0.44,0.05
K01889.01,11074178,14.305,0.033,2.43,134,0.60,7.5e-121,1e-12,0.00016,8.2e-31,6.1e-06,1.3e-06,0.211,0.00017,1,,5515,49.311,-51.253,4.65,0.029,-0.028,-0.81,0.216,-0.165,0.68,0.037,-0.034,0.74,0.037,-0.03,9.38,0.267,-0.22,762,47.079,-41.472,0.15,0.01,-0.023,0.16,nan,nan,nan,nan,nan,nan
K01889.02,11074178,9.182,0.024,1.77,98,1.32,9.8e-119,9.3e-19,0.015,1.8e-31,1.5e-06,0.02,0.172,0.036,1,,5515,48.016,-51.944,4.65,0.03,-0.027,-0.81,0.217,-0.166,0.68,0.037,-0.035,0.74,0.037,-0.031,9.39,0.245,-0.224,762,45.858,-42.893,0.15,0.01,-0.023,0.16,nan,nan,nan,nan,nan,nan
K01890.01,7449136,4.336,0.010,1.75,12,0.72,1.1e-185,1.9e-16,1.6e-11,5.4e-19,7e-10,1e-12,0.174,4.2e-09,1,,6262,64.51,-77.224,4.14,0.015,-0.014,0.08,0.104,-0.085,1.61,0.046,-0.046,1.29,0.037,-0.056,9.51,0.065,-0.046,437,13.924,-14.603,0.20,0.052,-0.055,0.31,6180,74,4.13,0.01,0.12,0.15
K01891.01,8680979,15.955,0.025,2.10,128,0.50,4.3e-121,6.8e-10,6.4e-05,2.2e-28,8.5e-06,2.1e-07,0.210,7.3e-05,1,,5064,36.81,-41.66,4.59,0.014,-0.028,-0.02,0.1,-0.115,0.77,0.02,-0.026,0.82,0.026,-0.034,9.62,0.265,-0.268,695,21.761,-25.85,0.18,0.027,-0.047,0.22,4891,78,4.52,0.07,0.16,0.15
K01891.02,8680979,8.260,0.015,1.26,96,1.35,5.3e-252,4.4e-17,0.00034,2.1e-20,2.2e-06,3.3e-05,0.122,0.00038,1,,5063,37.386,-40.389,4.59,0.016,-0.028,-0.03,0.102,-0.114,0.77,0.02,-0.027,0.82,0.028,-0.032,9.61,0.282,-0.272,694,21.36,-26.339,0.18,0.028,-0.047,0.22,4891,78,4.52,0.07,0.16,0.15
K01892.01,9030537,62.562,0.039,3.35,250,0.50,4e-120,0.002,0.00014,2.1e-34,0.00021,2.5e-07,0.168,0.0024,1,,5951,62.805,-64.517,4.58,0.023,-0.022,-0.65,0.142,-0.197,0.79,0.03,-0.037,0.86,0.033,-0.04,9.28,0.21,-0.164,972,43.849,-49.055,0.51,0.015,-0.033,0.53,nan,nan,nan,nan,nan,nan
K01893.01,8689793,3.555,0.014,1.42,26,0.63,7.6e-179,3.6e-08,5.7e-06,4.6e-25,4.3e-07,1e-10,0.140,6.2e-06,1,,6276,78.995,-90.594,4.49,0.037,-0.045,-0.51,0.179,-0.168,0.93,0.076,-0.056,0.97,0.064,-0.046,9.21,0.203,-0.138,692,58.22,-45.893,0.36,0.024,-0.05,0.40,nan,nan,nan,nan,nan,nan
K01894.01,11673802,5.288,0.017,5.91,19,0.57,3.2e-237,4.4e-09,3.3e-52,4.4e-45,4.6e-06,5.7e-59,0.051,4.6e-06,1,,4982,58.626,-34.404,3.46,0.018,-0.016,-0.03,0.11,-0.032,3.19,0.101,-0.125,1.07,0.058,-0.062,9.94,0.076,-0.06,1010,30.616,-39.069,0.52,0.013,-0.025,0.54,4994,52,3.43,0.02,0.08,0.10
K01895.01,4263293,8.457,0.033,2.50,193,0.50,2e-59,9e-10,2.4e-05,3.4e-13,2.8e-05,1.1e-08,0.210,5.2e-05,1,,4717,35.82,-40.177,4.62,0.026,-0.021,-0.10,0.184,-0.148,0.70,0.029,-0.037,0.74,0.039,-0.044,9.48,0.417,-0.292,625,28.493,-36.236,0.39,0.02,-0.041,0.42,nan,nan,nan,nan,nan,nan
K01895.02,4263293,17.281,0.036,2.73,279,0.50,1.2e-35,7.8e-05,0.00066,9.3e-13,0.00023,6.4e-05,0.203,0.001,1,,4716,37.495,-41.904,4.62,0.025,-0.022,-0.10,0.179,-0.157,0.70,0.028,-0.039,0.74,0.039,-0.046,9.47,0.433,-0.28,625,28.0,-38.14,0.39,0.021,-0.043,0.42,nan,nan,nan,nan,nan,nan
K01895.03,4263293,32.134,0.032,2.43,418,0.81,8.6e-21,0.0022,0.0025,3.9e-11,0.00057,0.00071,0.212,0.0059,1,,4717,36.105,-41.114,4.62,0.026,-0.02,-0.10,0.183,-0.153,0.69,0.029,-0.039,0.74,0.039,-0.045,9.47,0.416,-0.29,624,28.883,-37.49,0.39,0.02,-0.043,0.42,nan,nan,nan,nan,nan,nan
K01896.01,10294613,1.854,0.319,30.61,83,4.00,0,1e-131,8.2e-25,3.1e-232,2.7e-68,0.00094,0.002,1,0.001,,5843,69.714,-85.976,4.52,0.042,-0.04,-0.26,0.182,-0.215,0.88,0.066,-0.074,0.94,0.06,-0.077,9.31,0.261,-0.193,792,60.965,-69.241,0.56,0.034,-0.062,0.60,nan,nan,nan,nan,nan,nan
K01897.01,5695524,59.771,0.026,2.57,100,0.50,9.4e-52,0.015,7.4e-05,2.2e-16,0.00011,8.1e-07,0.206,0.015,1,,6194,71.1,-81.137,4.50,0.038,-0.049,-0.49,0.211,-0.174,0.91,0.082,-0.058,0.95,0.074,-0.047,9.22,0.225,-0.138,649,60.497,-44.73,0.28,0.019,-0.04,0.31,nan,nan,nan,nan,nan,nan
K01898.01,7668663,6.498,0.015,1.57,28,0.63,7.9e-62,4.7e-07,8e-06,4.1e-21,2.1e-06,4e-14,0.160,4.2e-05,1,,5823,51.594,-56.605,4.48,0.031,-0.048,-0.04,0.109,-0.111,0.96,0.057,-0.044,1.00,0.034,-0.04,9.41,0.261,-0.236,465,28.299,-23.369,0.15,0.022,-0.04,0.18,5727,104,4.33,0.14,0.00,0.15
K01899.01,7047922,19.762,0.022,1.85,64,0.57,3.7e-24,9.8e-15,0.00026,6.1e-10,8.6e-12,3.5e-06,0.190,0.00026,1,,5618,133.369,-134.536,4.58,0.041,-0.081,-0.48,0.184,-0.158,0.77,0.092,-0.053,0.81,0.069,-0.052,9.53,0.418,-0.383,524,66.066,-41.694,0.44,0.106,-0.11,0.62,nan,nan,nan,nan,nan,nan
K01899.02,7047922,10.523,0.008,0.67,39,2.55,3.5e-21,4.8e-12,0.063,1.4e-07,6.6e-05,0.11,0.037,0.17,1,,5619,130.253,-131.709,4.58,0.04,-0.08,-0.48,0.193,-0.157,0.77,0.092,-0.053,0.81,0.069,-0.05,9.53,0.409,-0.376,524,66.921,-41.632,0.44,0.1,-0.109,0.62,nan,nan,nan,nan,nan,nan
K01900.01,9353314,5.185,0.019,1.46,58,0.50,7.2e-23,1.8e-16,7.5e-05,7.3e-08,2.1e-08,1.8e-07,0.139,7.6e-05,1,,4655,46.856,-61.832,4.62,0.018,-0.029,0.02,0.139,-0.147,0.71,0.023,-0.029,0.75,0.029,-0.035,9.64,0.358,-0.374,372,14.759,-17.047,0.33,0.059,-0.085,0.42,nan,nan,nan,nan,nan,nan
K01901.01,3629967,85.654,0.020,2.26,88,0.72,3.5e-101,0.0029,2.4e-05,8.7e-31,0.00015,6.1e-09,0.217,0.0031,1,,5955,55.262,-56.159,4.44,0.024,-0.035,0.10,0.094,-0.099,1.04,0.053,-0.038,1.09,0.029,-0.032,9.25,0.205,-0.145,574,31.273,-22.681,0.09,0.052,-0.05,0.38,5818,69,4.07,0.20,0.24,0.15
K01902.01,5809954,137.865,0.324,17.17,525,0.50,0.17,0.65,0.034,0.019,0.037,0.0018,0.052,0.91,1,,3748,41.102,-40.396,4.77,0.031,-0.026,-0.13,0.095,-0.089,0.49,0.029,-0.031,0.51,0.03,-0.032,9.61,0.382,-0.389,142,11.5,-11.861,0.09,0.062,-0.055,1.07,3645,72,4.80,0.07,-0.08,0.15
K01903.01,3836453,1.540,0.012,0.99,21,1.50,9.7e-36,4.5e-61,0.36,2e-10,4.7e-14,0.64,0.086,1,1,,5020,59.231,-55.069,4.59,0.014,-0.018,-0.04,0.097,-0.101,0.76,0.018,-0.021,0.81,0.028,-0.033,9.57,0.254,-0.304,152,4.344,-4.717,0.13,0.072,-0.065,0.48,4955,99,4.59,0.02,-0.06,0.15
K01904.01,8766650,12.439,0.015,1.29,42,0.57,4.7e-35,2.4e-12,0.14,1.6e-08,0.00062,0.0021,0.127,0.14,1,,5120,68.28,-65.497,4.57,0.028,-0.048,-0.03,0.101,-0.102,0.79,0.036,-0.032,0.82,0.033,-0.034,9.75,0.29,-0.4,301,14.491,-13.273,0.21,0.077,-0.08,0.55,4987,99,4.53,0.07,-0.08,0.15
K01905.01,10328393,7.626,0.015,1.21,51,0.51,2.8e-73,4.6e-12,0.00092,4.1e-10,8.8e-06,5e-06,0.118,0.00093,1,,5041,39.446,-40.96,4.61,0.013,-0.013,-0.12,0.103,-0.106,0.74,0.021,-0.023,0.80,0.03,-0.035,9.46,0.234,-0.262,371,12.247,-12.876,0.12,0.026,-0.046,0.16,4955,100,4.61,0.02,-0.10,0.15
K01905.02,10328393,15.996,0.013,1.05,64,1.20,1.8e-65,6.6e-17,0.00043,1.5e-12,2.8e-07,2.1e-05,0.099,0.00054,1,,5042,36.056,-42.805,4.60,0.014,-0.012,-0.12,0.098,-0.105,0.74,0.02,-0.023,0.80,0.029,-0.033,9.46,0.248,-0.263,371,11.757,-12.412,0.12,0.025,-0.047,0.16,4955,100,4.61,0.02,-0.10,0.15
K01905.03,10328393,34.211,0.015,1.21,90,2.88,9.4e-74,9.1e-15,0.04,5.2e-16,2.3e-06,0.0038,0.112,0.044,1,,5042,39.383,-42.244,4.61,0.013,-0.012,-0.12,0.102,-0.106,0.74,0.022,-0.022,0.80,0.031,-0.034,9.45,0.246,-0.25,371,12.332,-12.577,0.12,0.027,-0.046,0.16,4955,100,4.61,0.02,-0.10,0.15
K01906.01,11773328,8.710,0.041,3.63,178,0.50,0.00039,0.5,0.005,0.0047,0.011,0.0011,0.138,0.52,1,,5550,47.913,-54.275,4.56,0.036,-0.031,-0.22,0.204,-0.226,0.81,0.053,-0.062,0.88,0.061,-0.075,9.34,0.287,-0.229,677,46.45,-54.804,0.35,0.015,-0.031,0.37,nan,nan,nan,nan,nan,nan
K01907.01,7094486,11.350,0.031,2.10,179,0.50,9.1e-108,4.9e-13,9.6e-06,3e-19,4.8e-08,9.9e-08,0.213,9.8e-06,1,,4058,35.362,-33.539,4.67,0.012,-0.015,0.24,0.062,-0.039,0.62,0.017,-0.014,0.66,0.019,-0.016,9.39,0.393,-0.262,316,12.869,-11.392,0.03,0.041,-0.021,0.26,3597,72,4.73,0.05,0.40,0.05
K01908.01,5706966,12.551,0.021,1.43,78,0.50,1.7e-107,3.8e-24,0.00011,1.6e-16,9.8e-09,1.8e-06,0.135,0.00011,1,,4381,53.832,-49.905,4.66,0.016,-0.016,-0.17,0.097,-0.098,0.62,0.024,-0.021,0.66,0.03,-0.027,9.50,0.346,-0.3,300,14.369,-12.665,0.12,0.076,-0.071,0.30,4213,84,4.67,0.02,-0.20,0.15
K01908.02,5706966,24.088,0.018,1.22,121,1.77,2.8e-60,3.7e-18,0.014,7.2e-14,1.7e-06,0.00075,0.114,0.014,1,,4379,53.978,-48.267,4.67,0.015,-0.016,-0.17,0.101,-0.101,0.62,0.023,-0.022,0.66,0.031,-0.028,9.50,0.36,-0.303,299,14.312,-13.125,0.12,0.074,-0.067,0.30,4213,84,4.67,0.02,-0.20,0.15
K01909.01,10130039,12.758,0.012,1.35,31,0.54,1.2e-212,1.1e-08,4.1e-05,1.7e-22,4.4e-06,2.5e-08,0.136,4.5e-05,1,,5990,59.989,-62.519,4.44,0.03,-0.044,-0.01,0.102,-0.109,1.03,0.058,-0.048,1.07,0.035,-0.042,9.32,0.223,-0.187,439,25.625,-23.031,0.10,0.037,-0.047,0.15,5782,104,4.34,0.13,-0.02,0.15
K01909.02,10130039,5.470,0.010,1.13,19,0.72,4.9e-258,7.2e-18,1.1e-05,5.6e-59,2.4e-08,2.8e-09,0.102,1.1e-05,1,,5988,58.815,-62.761,4.44,0.029,-0.046,-0.01,0.101,-0.108,1.03,0.06,-0.047,1.07,0.033,-0.042,9.33,0.221,-0.186,439,26.916,-21.649,0.10,0.035,-0.05,0.15,5782,104,4.34,0.13,-0.02,0.15
K01909.03,10130039,25.099,0.013,1.47,44,0.84,4.2e-34,0.0068,4.5e-05,2.5e-08,1.2e-05,1.6e-07,0.146,0.007,1,,5990,61.711,-65.437,4.44,0.032,-0.046,-0.01,0.106,-0.109,1.04,0.059,-0.053,1.07,0.035,-0.042,9.33,0.218,-0.189,440,26.691,-24.214,0.10,0.035,-0.05,0.15,5782,104,4.34,0.13,-0.02,0.15
K01910.01,8226050,34.269,0.026,2.31,121,0.69,1.5e-140,7.1e-07,1.2e-05,2.5e-51,1.9e-06,4.2e-10,0.216,0.0009,1,,5246,39.829,-42.291,4.57,0.018,-0.035,0.05,0.097,-0.11,0.81,0.028,-0.023,0.88,0.026,-0.029,9.48,0.347,-0.314,604,22.412,-19.98,0.20,0.024,-0.043,0.23,5083,83,4.47,0.09,0.18,0.15
K01910.02,nan,nan,0.012,1.07,88,1.95,3.1e-49,2e-09,0.0024,4.6e-15,1.5e-05,0.0035,0.100,0.006,1,,5247,39.297,-43.044,4.57,0.016,-0.036,0.05,0.098,-0.108,0.81,0.028,-0.022,0.88,0.024,-0.031,9.46,0.357,-0.292,604,22.12,-19.25,0.20,0.024,-0.041,0.23,5083,83,4.47,0.09,0.18,0.15
K01911.01,9965957,5.753,0.031,2.61,105,0.50,5.9e-39,0.0068,6.2e-05,6.8e-09,0.00031,8.3e-06,0.206,0.0072,1,,5511,50.512,-54.748,4.59,0.031,-0.033,-0.33,0.217,-0.215,0.77,0.06,-0.053,0.84,0.066,-0.066,9.34,0.291,-0.223,755,61.416,-55.183,0.36,0.014,-0.031,0.38,nan,nan,nan,nan,nan,nan
K01912.01,3952651,32.905,0.260,25.83,177,0.50,3.4e-39,0.35,0.28,9.3e-14,0.14,0.23,0.009,1,1,,6550,205.451,-148.529,4.50,0.032,-0.032,-0.85,0.148,-0.157,0.91,0.053,-0.052,0.97,0.045,-0.046,9.10,0.144,-0.075,892,61.917,-58.764,0.12,0.113,-0.08,0.32,nan,nan,nan,nan,nan,nan
K01913.01,9704384,5.509,0.015,1.49,27,0.60,2.4e-118,7.6e-19,8.1e-07,0,7.7e-10,4.6e-11,0.149,8.1e-07,1,,5628,53.172,-63.192,4.51,0.024,-0.038,0.03,0.101,-0.098,0.91,0.038,-0.034,0.97,0.029,-0.033,9.42,0.287,-0.251,420,19.123,-17.088,0.19,0.036,-0.052,0.24,5448,109,4.49,0.06,0.00,0.15
K01914.01,8426567,18.931,0.025,2.08,135,0.50,5.8e-25,3.1e-06,8.1e-06,9.7e-13,3.9e-13,5.2e-09,0.206,1.1e-05,1,,5027,40.03,-50.243,4.59,0.023,-0.04,-0.03,0.156,-0.17,0.76,0.031,-0.041,0.81,0.038,-0.044,9.62,0.351,-0.373,437,19.495,-24.7,0.27,0.027,-0.054,0.31,nan,nan,nan,nan,nan,nan
