koi rprs secthresh maxrad pr_heb pr_heb_Px2 pr_eb pr_eb_Px2 pr_beb pr_beb_Px2 L_tot fp FPP
K01450.01 0.121 630 0.50 nan nan nan nan nan nan nan nan nan 
K01451.01 0.263 3117 0.50 nan nan nan nan nan nan nan nan nan 
K01452.01 0.115 517 0.50 nan nan nan nan nan nan nan nan nan 
K01453.01 0.378 616 0.50 nan nan nan nan nan nan nan nan nan 
K01454.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K01455.01 0.168 451 0.50 nan nan nan nan nan nan nan nan nan 
K01456.01 0.074 71 0.50 nan nan nan nan nan nan nan nan nan 
K01457.01 0.092 116 0.50 nan nan nan nan nan nan nan nan nan 
K01458.01 0.068 385 0.50 nan nan nan nan nan nan nan nan nan 
K01459.01 0.342 2985 0.50 nan nan nan nan nan nan nan nan nan 
K01460.01 0.066 439 0.50 nan nan nan nan nan nan nan nan nan 
K01461.01 0.447 213 0.50 nan nan nan nan nan nan nan nan nan 
K01462.01 0.428 1447 2.85 nan nan nan nan nan nan nan nan nan 
K01464.01 0.437 75 4.00 nan nan nan nan nan nan nan nan nan 
K01465.01 0.113 168 0.50 nan nan nan nan nan nan nan nan nan 
K01466.01 0.134 585 0.50 nan nan nan nan nan nan nan nan nan 
K01467.01 0.228 191 0.78 nan nan nan nan nan nan nan nan nan 
K01468.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K01469.01 0.052 200 4.00 nan nan nan nan nan nan nan nan nan 
K01470.01 0.043 161 2.70 nan nan nan nan nan nan nan nan nan 
K01471.01 0.035 82 0.93 nan nan nan nan nan nan nan nan nan 
K01472.01 0.063 227 0.50 nan nan nan nan nan nan nan nan nan 
K01473.01 0.079 388 2.19 nan nan nan nan nan nan nan nan nan 
K01474.01 0.197 131 0.50 nan nan nan nan nan nan nan nan nan 
K01475.01 0.030 125 1.20 nan nan nan nan nan nan nan nan nan 
K01475.02 0.039 249 1.41 nan nan nan nan nan nan nan nan nan 
K01475.03 0.023 196 3.30 nan nan nan nan nan nan nan nan nan 
K01476.01 0.059 353 0.50 nan nan nan nan nan nan nan nan nan 
K01477.01 0.126 755 0.50 nan nan nan nan nan nan nan nan nan 
K01478.01 0.049 61 0.50 nan nan nan nan nan nan nan nan nan 
K01479.01 0.030 168 0.50 nan nan nan nan nan nan nan nan nan 
K01480.01 0.037 223 0.50 nan nan nan nan nan nan nan nan nan 
K01480.02 0.016 128 3.60 nan nan nan nan nan nan nan nan nan 
K01481.01 0.028 117 0.50 nan nan nan nan nan nan nan nan nan 
K01482.01 0.928 473 0.50 nan nan nan nan nan nan nan nan nan 
K01483.01 0.393 442 0.50 nan nan nan nan nan nan nan nan nan 
K01484.01 0.030 249 3.00 nan nan nan nan nan nan nan nan nan 
K01485.01 0.021 226 0.50 nan nan nan nan nan nan nan nan nan 
K01486.01 0.097 454 0.50 nan nan nan nan nan nan nan nan nan 
K01486.02 0.030 175 0.66 nan nan nan nan nan nan nan nan nan 
K01487.01 0.384 50 0.50 nan nan nan nan nan nan nan nan nan 
K01488.01 0.027 90 0.50 nan nan nan nan nan nan nan nan nan 
K01489.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K01490.01 0.017 31 1.05 nan nan nan nan nan nan nan nan nan 
K01491.01 0.024 89 0.57 nan nan nan nan nan nan nan nan nan 
K01492.01 0.210 378 4.00 nan nan nan nan nan nan nan nan nan 
K01493.01 0.026 137 1.05 nan nan nan nan nan nan nan nan nan 
K01494.01 0.027 226 0.99 nan nan nan nan nan nan nan nan nan 
K01495.01 0.028 113 0.57 nan nan nan nan nan nan nan nan nan 
K01496.01 0.069 378 0.50 nan nan nan nan nan nan nan nan nan 
K01497.01 0.018 227 1.14 nan nan nan nan nan nan nan nan nan 
K01498.01 0.022 91 0.72 nan nan nan nan nan nan nan nan nan 
K01498.02 0.013 62 1.20 nan nan nan nan nan nan nan nan nan 
K01499.01 0.025 57 0.50 nan nan nan nan nan nan nan nan nan 
K01499.02 0.007 27 2.07 nan nan nan nan nan nan nan nan nan 
K01499.03 0.009 44 3.30 nan nan nan nan nan nan nan nan nan 
K01500.01 0.020 49 0.50 nan nan nan nan nan nan nan nan nan 
K01501.01 0.021 87 0.63 nan nan nan nan nan nan nan nan nan 
K01502.01 0.020 42 0.50 nan nan nan nan nan nan nan nan nan 
K01503.01 0.047 215 0.50 nan nan nan nan nan nan nan nan nan 
K01504.01 0.563 200 1.53 nan nan nan nan nan nan nan nan nan 
K01505.01 0.021 74 0.54 nan nan nan nan nan nan nan nan nan 
K01506.01 0.035 135 0.50 nan nan nan nan nan nan nan nan nan 
K01507.01 0.025 105 0.63 nan nan nan nan nan nan nan nan nan 
K01508.01 0.030 166 0.50 nan nan nan nan nan nan nan nan nan 
K01509.01 0.251 133 0.75 nan nan nan nan nan nan nan nan nan 
K01510.01 0.021 77 2.22 nan nan nan nan nan nan nan nan nan 
K01511.01 0.017 37 0.51 nan nan nan nan nan nan nan nan nan 
K01512.01 0.033 212 0.50 nan nan nan nan nan nan nan nan nan 
K01514.01 0.013 51 0.50 nan nan nan nan nan nan nan nan nan 
K01515.01 0.017 37 0.63 nan nan nan nan nan nan nan nan nan 
K01515.02 0.021 97 0.57 nan nan nan nan nan nan nan nan nan 
K01516.01 0.027 100 0.54 nan nan nan nan nan nan nan nan nan 
K01517.01 0.032 103 0.50 nan nan nan nan nan nan nan nan nan 
K01518.01 0.024 116 0.50 nan nan nan nan nan nan nan nan nan 
K01519.01 0.017 63 0.84 nan nan nan nan nan nan nan nan nan 
K01519.02 0.019 282 2.55 nan nan nan nan nan nan nan nan nan 
K01520.01 0.024 72 1.11 nan nan nan nan nan nan nan nan nan 
K01521.01 0.023 123 0.50 nan nan nan nan nan nan nan nan nan 
K01522.01 0.023 85 0.57 nan nan nan nan nan nan nan nan nan 
K01522.02 0.009 47 2.82 nan nan nan nan nan nan nan nan nan 
K01523.01 0.017 71 2.16 nan nan nan nan nan nan nan nan nan 
K01524.01 0.010 55 0.50 nan nan nan nan nan nan nan nan nan 
K01525.01 0.014 50 0.57 nan nan nan nan nan nan nan nan nan 
K01526.01 0.015 35 0.50 nan nan nan nan nan nan nan nan nan 
K01527.01 0.030 260 0.72 nan nan nan nan nan nan nan nan nan 
K01528.01 0.013 42 0.51 nan nan nan nan nan nan nan nan nan 
K01529.01 0.015 51 2.13 nan nan nan nan nan nan nan nan nan 
K01529.02 0.009 45 1.32 nan nan nan nan nan nan nan nan nan 
K01530.01 0.015 36 1.29 nan nan nan nan nan nan nan nan nan 
K01531.01 0.012 24 0.72 nan nan nan nan nan nan nan nan nan 
K01532.01 0.017 28 0.75 nan nan nan nan nan nan nan nan nan 
K01533.01 0.012 30 0.54 nan nan nan nan nan nan nan nan nan 
K01534.01 0.013 29 0.57 nan nan nan nan nan nan nan nan nan 
K01534.02 0.008 26 1.35 nan nan nan nan nan nan nan nan nan 
K01535.01 0.018 59 0.87 nan nan nan nan nan nan nan nan nan 
K01536.01 0.008 17 0.99 nan nan nan nan nan nan nan nan nan 
K01537.01 0.008 15 0.87 nan nan nan nan nan nan nan nan nan 
K01538.01 0.316 5482 0.50 nan nan nan nan nan nan nan nan nan 
K01539.01 0.255 2514 0.50 nan nan nan nan nan nan nan nan nan 
K01540.01 0.417 260 0.50 nan nan nan nan nan nan nan nan nan 
K01541.01 0.208 1885 0.50 nan nan nan nan nan nan nan nan nan 
K01542.01 0.151 6278 0.50 nan nan nan nan nan nan nan nan nan 
K01543.01 0.151 626 0.50 nan nan nan nan nan nan nan nan nan 
K01544.01 0.438 152 0.50 nan nan nan nan nan nan nan nan nan 
K01545.01 0.125 204 0.69 nan nan nan nan nan nan nan nan nan 
K01545.02 nan nan nan nan nan nan nan nan nan nan nan nan 
K01547.01 0.130 309 0.50 nan nan nan nan nan nan nan nan nan 
K01548.01 0.103 56 0.84 nan nan nan nan nan nan nan nan nan 
K01549.01 0.176 196 0.50 nan nan nan nan nan nan nan nan nan 
K01550.01 0.077 356 0.50 nan nan nan nan nan nan nan nan nan 
K01551.01 0.115 836 0.50 nan nan nan nan nan nan nan nan nan 
K01552.01 0.122 771 2.76 nan nan nan nan nan nan nan nan nan 
K01553.01 0.072 133 0.50 nan nan nan nan nan nan nan nan nan 
K01554.01 0.282 323 0.96 nan nan nan nan nan nan nan nan nan 
K01555.01 0.041 1891 4.00 nan nan nan nan nan nan nan nan nan 
K01557.01 0.039 85 0.50 nan nan nan nan nan nan nan nan nan 
K01557.02 0.033 115 0.50 nan nan nan nan nan nan nan nan nan 
K01557.03 0.029 107 0.50 nan nan nan nan nan nan nan nan nan 
K01557.04 0.015 51 0.57 nan nan nan nan nan nan nan nan nan 
K01558.01 0.114 300 0.50 nan nan nan nan nan nan nan nan nan 
K01559.01 0.023 81 1.80 nan nan nan nan nan nan nan nan nan 
K01560.01 0.128 325 0.50 nan nan nan nan nan nan nan nan nan 
K01561.01 0.055 577 0.50 nan nan nan nan nan nan nan nan nan 
K01562.01 0.429 81 4.00 nan nan nan nan nan nan nan nan nan 
K01562.02 0.021 268 5.40 nan nan nan nan nan nan nan nan nan 
K01563.01 0.040 142 0.50 nan nan nan nan nan nan nan nan nan 
K01563.02 0.038 178 0.60 nan nan nan nan nan nan nan nan nan 
K01563.03 0.021 164 1.23 nan nan nan nan nan nan nan nan nan 
K01563.04 0.031 372 2.61 nan nan nan nan nan nan nan nan nan 
K01564.01 0.055 182 0.50 nan nan nan nan nan nan nan nan nan 
K01565.01 0.581 871 0.50 nan nan nan nan nan nan nan nan nan 
K01566.01 0.018 91 4.00 nan nan nan nan nan nan nan nan nan 
K01567.01 0.028 114 0.50 nan nan nan nan nan nan nan nan nan 
K01567.02 0.020 75 1.71 nan nan nan nan nan nan nan nan nan 
K01567.03 0.028 150 1.02 nan nan nan nan nan nan nan nan nan 
K01567.04 0.029 213 0.54 nan nan nan nan nan nan nan nan nan 
K01568.01 0.416 60 0.50 nan nan nan nan nan nan nan nan nan 
K01569.01 0.036 189 0.50 nan nan nan nan nan nan nan nan nan 
K01570.01 0.028 73 0.50 nan nan nan nan nan nan nan nan nan 
K01571.01 0.232 61 0.50 nan nan nan nan nan nan nan nan nan 
K01572.01 0.030 74 0.50 nan nan nan nan nan nan nan nan nan 
K01573.01 0.044 121 0.50 nan nan nan nan nan nan nan nan nan 
K01573.02 0.013 62 1.53 nan nan nan nan nan nan nan nan nan 
K01574.01 0.067 205 0.50 nan nan nan nan nan nan nan nan nan 
K01574.02 0.035 206 2.85 nan nan nan nan nan nan nan nan nan 
K01574.03 0.009 38 3.90 nan nan nan nan nan nan nan nan nan 
K01574.04 0.008 52 5.40 nan nan nan nan nan nan nan nan nan 
K01575.01 nan nan nan nan nan nan nan nan nan nan nan nan 
K01576.01 0.029 66 0.50 nan nan nan nan nan nan nan nan nan 
K01576.02 0.027 67 2.31 nan nan nan nan nan nan nan nan nan 
K01577.01 0.023 135 1.62 nan nan nan nan nan nan nan nan nan 
K01578.01 0.131 30 0.50 nan nan nan nan nan nan nan nan nan 
K01579.01 0.069 79 0.50 nan nan nan nan nan nan nan nan nan 
K01581.01 0.037 142 0.81 nan nan nan nan nan nan nan nan nan 
K01581.02 0.029 311 1.32 nan nan nan nan nan nan nan nan nan 
K01582.01 0.079 387 0.50 nan nan nan nan nan nan nan nan nan 
K01583.01 0.021 65 0.50 nan nan nan nan nan nan nan nan nan 
K01584.01 0.022 110 0.66 nan nan nan nan nan nan nan nan nan 
K01585.01 0.027 117 0.51 nan nan nan nan nan nan nan nan nan 
K01586.01 0.026 88 0.66 nan nan nan nan nan nan nan nan nan 
K01587.01 0.271 431 0.54 nan nan nan nan nan nan nan nan nan 
K01588.01 0.022 51 0.50 nan nan nan nan nan nan nan nan nan 
K01589.01 0.025 64 0.87 nan nan nan nan nan nan nan nan nan 
K01589.02 0.026 95 0.93 nan nan nan nan nan nan nan nan nan 
K01589.03 0.021 102 0.93 nan nan nan nan nan nan nan nan nan 
K01589.04 0.012 52 2.19 nan nan nan nan nan nan nan nan nan 
K01589.05 0.019 137 0.93 nan nan nan nan nan nan nan nan nan 
K01590.01 0.023 181 2.31 nan nan nan nan nan nan nan nan nan 
K01590.02 0.016 90 3.30 nan nan nan nan nan nan nan nan nan 
K01590.03 0.021 148 3.90 nan nan nan nan nan nan nan nan nan 
K01591.01 0.032 162 0.75 nan nan nan nan nan nan nan nan nan 
K01592.01 0.066 111 1.26 nan nan nan nan nan nan nan nan nan 
K01593.01 0.022 166 0.87 nan nan nan nan nan nan nan nan nan 
K01593.02 0.022 181 1.53 nan nan nan nan nan nan nan nan nan 
K01594.01 0.018 51 0.50 nan nan nan nan nan nan nan nan nan 
K01595.01 0.025 107 0.57 nan nan nan nan nan nan nan nan nan 
K01596.01 0.019 82 0.66 nan nan nan nan nan nan nan nan nan 
K01596.02 0.039 392 0.75 nan nan nan nan nan nan nan nan nan 
K01597.01 0.018 52 5.40 nan nan nan nan nan nan nan nan nan 
K01598.01 0.036 99 0.50 nan nan nan nan nan nan nan nan nan 
K01598.02 0.026 122 1.35 nan nan nan nan nan nan nan nan nan 
K01598.03 0.013 69 1.38 nan nan nan nan nan nan nan nan nan 
K01599.01 0.017 90 1.26 nan nan nan nan nan nan nan nan nan 
K01599.02 0.603 99 0.84 nan nan nan nan nan nan nan nan nan 
K01600.01 0.552 501 0.50 nan nan nan nan nan nan nan nan nan 
K01601.01 0.019 35 0.69 nan nan nan nan nan nan nan nan nan 
K01601.02 0.024 90 0.75 nan nan nan nan nan nan nan nan nan 
K01602.01 0.015 57 1.59 nan nan nan nan nan nan nan nan nan 
K01602.02 0.009 34 2.85 nan nan nan nan nan nan nan nan nan 
K01603.01 0.013 29 0.51 nan nan nan nan nan nan nan nan nan 
K01604.01 0.045 155 0.81 nan nan nan nan nan nan nan nan nan 
K01605.01 0.394 269 0.81 nan nan nan nan nan nan nan nan nan 
K01606.01 0.015 35 0.51 nan nan nan nan nan nan nan nan nan 
K01607.01 0.014 56 0.50 nan nan nan nan nan nan nan nan nan 
K01608.01 0.013 35 0.72 nan nan nan nan nan nan nan nan nan 
K01608.02 0.012 48 2.28 nan nan nan nan nan nan nan nan nan 
K01608.03 0.017 142 1.41 nan nan nan nan nan nan nan nan nan 
K01609.01 0.019 70 0.72 nan nan nan nan nan nan nan nan nan 
K01610.01 0.011 21 0.50 nan nan nan nan nan nan nan nan nan 
K01611.01 0.345 15077 0.50 nan nan nan nan nan nan nan nan nan 
K01612.01 0.005 5 7.20 nan nan nan nan nan nan nan nan nan 
K01613.01 0.008 17 1.23 nan nan nan nan nan nan nan nan nan 
K01613.02 0.007 32 3.60 nan nan nan nan nan nan nan nan nan 
K01614.01 0.016 113 2.04 nan nan nan nan nan nan nan nan nan 
K01615.01 0.010 8 3.90 nan nan nan nan nan nan nan nan nan 
K01616.01 0.011 33 0.75 nan nan nan nan nan nan nan nan nan 
K01618.01 0.005 7 1.11 nan nan nan nan nan nan nan nan nan 
K01619.01 0.009 29 1.32 nan nan nan nan nan nan nan nan nan 
K01620.01 0.008 11 0.50 nan nan nan nan nan nan nan nan nan 
K01621.01 0.012 23 0.84 nan nan nan nan nan nan nan nan nan 
K01622.01 0.016 63 0.99 nan nan nan nan nan nan nan nan nan 
K01623.01 0.023 80 0.87 nan nan nan nan nan nan nan nan nan 
K01624.01 0.374 22 0.50 nan nan nan nan nan nan nan nan nan 
K01625.01 0.010 19 0.50 nan nan nan nan nan nan nan nan nan 
K01626.01 0.023 50 0.50 nan nan nan nan nan nan nan nan nan 
K01627.01 0.031 202 0.54 nan nan nan nan nan nan nan nan nan 
K01627.02 0.020 150 2.04 nan nan nan nan nan nan nan nan nan 
K01627.03 0.016 109 1.71 nan nan nan nan nan nan nan nan nan 
K01628.01 0.020 63 0.54 nan nan nan nan nan nan nan nan nan 
K01628.02 0.008 11 0.63 nan nan nan nan nan nan nan nan nan 
K01628.03 0.014 448 2.67 nan nan nan nan nan nan nan nan nan 
K01629.01 0.011 23 1.02 nan nan nan nan nan nan nan nan nan 
K01630.01 0.015 86 0.84 nan nan nan nan nan nan nan nan nan 
K01631.01 0.089 78 4.00 nan nan nan nan nan nan nan nan nan 
K01632.01 0.010 22 0.51 nan nan nan nan nan nan nan nan nan 
K01633.01 0.020 166 0.87 nan nan nan nan nan nan nan nan nan 
K01635.01 0.294 385 0.50 nan nan nan nan nan nan nan nan nan 
K01636.01 0.013 62 2.43 nan nan nan nan nan nan nan nan nan 
K01636.02 0.013 219 0.60 nan nan nan nan nan nan nan nan nan 
K01637.01 0.023 107 0.75 nan nan nan nan nan nan nan nan nan 
K01638.01 0.052 66 0.50 nan nan nan nan nan nan nan nan nan 
K01640.01 0.021 136 4.00 nan nan nan nan nan nan nan nan nan 
K01641.01 0.014 71 1.08 nan nan nan nan nan nan nan nan nan 
K01642.01 0.010 139 0.50 nan nan nan nan nan nan nan nan nan 
K01643.01 0.017 78 0.75 nan nan nan nan nan nan nan nan nan 
K01644.01 0.709 2534 0.50 nan nan nan nan nan nan nan nan nan 
K01645.01 0.117 203 0.50 nan nan nan nan nan nan nan nan nan 
K01646.01 0.012 50 1.59 nan nan nan nan nan nan nan nan nan 
K01647.01 0.016 54 1.95 nan nan nan nan nan nan nan nan nan 
K01647.02 0.015 94 1.35 nan nan nan nan nan nan nan nan nan 
K01647.03 0.009 52 4.20 nan nan nan nan nan nan nan nan nan 
K01648.01 0.020 158 1.05 nan nan nan nan nan nan nan nan nan 
K01649.01 0.018 87 0.75 nan nan nan nan nan nan nan nan nan 
K01650.01 0.026 121 0.50 nan nan nan nan nan nan nan nan nan 
K01650.02 0.041 321 0.50 nan nan nan nan nan nan nan nan nan 
K01651.01 0.029 161 1.26 nan nan nan nan nan nan nan nan nan 
K01652.01 0.391 200 0.50 nan nan nan nan nan nan nan nan nan 
K01653.01 0.908 88 0.50 nan nan nan nan nan nan nan nan nan 
K01654.01 0.256 386 0.50 nan nan nan nan nan nan nan nan nan 
K01655.01 0.014 20 0.63 nan nan nan nan nan nan nan nan nan 
K01656.01 0.024 190 1.32 nan nan nan nan nan nan nan nan nan 
K01657.01 0.033 184 0.50 nan nan nan nan nan nan nan nan nan 
K01658.01 0.087 196 0.75 nan nan nan nan nan nan nan nan nan 
K01659.01 0.019 114 2.07 nan nan nan nan nan nan nan nan nan 
K01660.01 0.021 161 2.28 nan nan nan nan nan nan nan nan nan 
K01661.01 0.381 403 0.50 nan nan nan nan nan nan nan nan nan 
K01662.01 0.018 275 0.50 nan nan nan nan nan nan nan nan nan 
K01663.01 0.028 229 0.50 nan nan nan nan nan nan nan nan nan 
K01664.01 0.441 570 0.50 nan nan nan nan nan nan nan nan nan 
K01665.01 0.010 38 1.26 nan nan nan nan nan nan nan nan nan 
K01666.01 0.014 35 0.51 nan nan nan nan nan nan nan nan nan 
K01667.01 0.221 49 0.50 nan nan nan nan nan nan nan nan nan 
K01668.01 0.080 488 0.78 nan nan nan nan nan nan nan nan nan 
K01669.01 0.023 69 0.63 nan nan nan nan nan nan nan nan nan 
K01670.01 0.027 73 4.00 nan nan nan nan nan nan nan nan nan 
K01671.01 0.007 12 0.69 nan nan nan nan nan nan nan nan nan 
K01672.01 0.030 226 0.78 nan nan nan nan nan nan nan nan nan 
K01673.01 0.015 99 1.53 nan nan nan nan nan nan nan nan nan 
K01674.01 0.861 317 4.50 nan nan nan nan nan nan nan nan nan 
K01675.01 0.174 276 1.23 nan nan nan nan nan nan nan nan nan 
K01676.01 0.015 22 1.11 nan nan nan nan nan nan nan nan nan 
K01677.01 0.021 125 1.17 nan nan nan nan nan nan nan nan nan 
K01678.01 0.194 1544 0.50 nan nan nan nan nan nan nan nan nan 
K01679.01 0.133 25 1.92 nan nan nan nan nan nan nan nan nan 
K01680.01 0.009 43 1.74 nan nan nan nan nan nan nan nan nan 
K01681.01 0.023 140 0.69 nan nan nan nan nan nan nan nan nan 
K01681.02 0.016 95 1.35 nan nan nan nan nan nan nan nan nan 
K01681.03 0.016 164 3.90 nan nan nan nan nan nan nan nan nan 
K01681.04 0.020 299 3.60 nan nan nan nan nan nan nan nan nan 
K01683.01 0.016 68 0.66 nan nan nan nan nan nan nan nan nan 
K01684.01 0.399 110 0.50 nan nan nan nan nan nan nan nan nan 
K01685.01 0.029 123 0.51 nan nan nan nan nan nan nan nan nan 
K01687.01 0.021 110 0.50 nan nan nan nan nan nan nan nan nan 
K01688.01 0.010 17 0.63 nan nan nan nan nan nan nan nan nan 
K01689.01 0.428 251 0.50 nan nan nan nan nan nan nan nan nan 
K01690.01 0.012 37 0.50 nan nan nan nan nan nan nan nan nan 
K01691.01 0.498 488 0.50 nan nan nan nan nan nan nan nan nan 
K01692.01 0.029 30 0.50 nan nan nan nan nan nan nan nan nan 
K01692.02 0.008 18 1.05 nan nan nan nan nan nan nan nan nan 
K01693.01 0.759 81 0.50 nan nan nan nan nan nan nan nan nan 
K01694.01 0.084 52 0.50 nan nan nan nan nan nan nan nan nan 
K01695.01 0.014 77 0.84 nan nan nan nan nan nan nan nan nan 
K01696.01 0.011 17 2.49 nan nan nan nan nan nan nan nan nan 
K01697.01 0.123 89 1.14 nan nan nan nan nan nan nan nan nan 
K01698.01 0.013 36 0.50 nan nan nan nan nan nan nan nan nan 
K01699.01 0.011 55 0.51 nan nan nan nan nan nan nan nan nan 
K01700.01 0.015 48 0.51 nan nan nan nan nan nan nan nan nan 
K01701.01 0.009 7 2.37 nan nan nan nan nan nan nan nan nan 
K01702.01 0.027 91 0.50 nan nan nan nan nan nan nan nan nan 
K01703.01 0.036 54 4.00 nan nan nan nan nan nan nan nan nan 
K01704.01 0.024 80 0.50 nan nan nan nan nan nan nan nan nan 
K01705.01 0.021 136 1.86 nan nan nan nan nan nan nan nan nan 
K01706.01 0.015 22 0.50 nan nan nan nan nan nan nan nan nan 
K01707.01 0.041 209 0.75 nan nan nan nan nan nan nan nan nan 
K01707.02 0.039 402 1.05 nan nan nan nan nan nan nan nan nan 
K01708.01 0.256 151 0.66 nan nan nan nan nan nan nan nan nan 
K01709.01 0.013 191 0.50 nan nan nan nan nan nan nan nan nan 
K01710.01 0.027 175 0.63 nan nan nan nan nan nan nan nan nan 
K01711.01 0.025 257 0.51 nan nan nan nan nan nan nan nan nan 
K01712.01 0.029 141 1.23 nan nan nan nan nan nan nan nan nan 
K01713.01 0.022 116 0.57 nan nan nan nan nan nan nan nan nan 
K01713.02 0.020 73 0.51 nan nan nan nan nan nan nan nan nan 
K01714.01 0.458 1231 0.50 nan nan nan nan nan nan nan nan nan 
K01715.01 0.016 54 0.90 nan nan nan nan nan nan nan nan nan 
K01716.01 0.017 49 0.50 nan nan nan nan nan nan nan nan nan 
K01717.01 0.015 65 0.75 nan nan nan nan nan nan nan nan nan 
K01718.01 0.028 167 0.50 nan nan nan nan nan nan nan nan nan 
K01718.02 0.020 211 0.87 nan nan nan nan nan nan nan nan nan 
K01719.01 0.217 57 1.62 nan nan nan nan nan nan nan nan nan 
K01720.01 0.038 289 0.69 nan nan nan nan nan nan nan nan nan 
K01721.01 0.023 141 1.11 nan nan nan nan nan nan nan nan nan 
K01722.01 0.019 80 0.78 nan nan nan nan nan nan nan nan nan 
K01723.01 0.032 189 0.69 nan nan nan nan nan nan nan nan nan 
K01724.01 0.033 125 0.51 nan nan nan nan nan nan nan nan nan 
K01725.01 0.051 129 0.50 nan nan nan nan nan nan nan nan nan 
K01726.01 0.026 69 0.50 nan nan nan nan nan nan nan nan nan 
K01727.01 0.060 196 0.50 nan nan nan nan nan nan nan nan nan 
K01728.01 0.482 415 0.50 nan nan nan nan nan nan nan nan nan 
K01729.01 0.178 1466 0.50 nan nan nan nan nan nan nan nan nan 
K01730.01 0.253 2942 1.35 nan nan nan nan nan nan nan nan nan 
K01731.01 0.026 234 1.83 nan nan nan nan nan nan nan nan nan 
K01731.02 0.022 220 0.96 nan nan nan nan nan nan nan nan nan 
K01732.01 0.029 245 0.72 nan nan nan nan nan nan nan nan nan 
K01733.01 0.029 297 1.44 nan nan nan nan nan nan nan nan nan 
K01734.01 0.033 231 0.50 nan nan nan nan nan nan nan nan nan 
K01735.01 0.400 228 0.50 nan nan nan nan nan nan nan nan nan 
K01736.01 0.025 219 1.14 nan nan nan nan nan nan nan nan nan 
K01738.01 0.012 26 0.69 nan nan nan nan nan nan nan nan nan 
K01740.01 0.155 862 0.50 nan nan nan nan nan nan nan nan nan 
K01741.01 0.231 1616 0.50 nan nan nan nan nan nan nan nan nan 
K01742.01 0.171 843 0.50 nan nan nan nan nan nan nan nan nan 
K01744.01 0.286 29 1.11 nan nan nan nan nan nan nan nan nan 
K01745.01 0.627 162 0.50 nan nan nan nan nan nan nan nan nan 
K01746.01 0.019 115 0.63 nan nan nan nan nan nan nan nan nan 
