,pp_host_prob_prov,pp_1hi_starid,pp_1hi_rel_prob,pp_2rel_prob,pp_unk_rel_prob,pp_1hi_ra,pp_1hi_mod_depth,pp_2hi_starid,pp_dv_run_id,pp_host_prob_score,pp_host_prior_prob,pp_2mod_depth,pp_koi_time0bk,pp_2hi_dec,pp_koi_period,pp_1hi_prob_prov,pp_host_rel_prob,pp_bkgd_density,pp_2prob_prov,pp_1hi_dec,pp_koi_depth,pp_2hi_ra,pp_1hi_kepmag,pp_2hi_kepmag,pp_2hi_rel_prob,pp_2hi_prob_prov,pp_2hi_mod_depth,pp_1prob_prov,pp_1rel_prob,pp_1mod_depth
K00627.02,PROB,KIC 4563268,1.0,,0.0003379,292.1505,923.0,,q1_q17_dr24_tce,0.56,0.79,,132.0402,,4.17,KIC,1.0,1.009e-05,,39.6376,119.0,,13.31,,,,,,,
K00628.01,PROB,KIC 4644604,1.0,,6.847e-06,288.6986,3839.0,UKIRT 44117918546960,q1_q17_dr24_tce,1.0,0.85,,131.5493,39.7079,14.49,KIC,1.0,8.184e-06,,39.7083,476.0,288.6978,13.95,17.64,3.5e-17,UKIRT,152971.0,,,
K00629.01,PROB,KIC 4656049,1.0,,0.0001549,292.1043,2879.0,KIC 4656051,q1_q17_dr24_tce,0.98,0.8,,131.8695,39.7693,40.7,KIC,1.0,1.132e-05,,39.7679,452.0,292.1045,13.95,16.33,0.00012,KIC,83318.0,,,
K00630.01,MATCH,,,,1.0,,,,q1_q17_dr24_tce,1.0,0.78,,135.6618,,4.53,,0.0,1.245e-05,,,294.0,,,,,,,,,
K00631.01,PROB,KIC 4742414,1.0,,1.052e-06,290.4493,33390.0,,q1_q17_dr24_tce,1.0,0.83,,142.8663,,15.46,KIC,1.0,8.488e-06,,39.8548,4269.0,,13.4,,,,,,,
K00632.01,PROB,KIC 4827723,1.0,,7.414e-06,289.4178,1584.0,,q1_q17_dr24_tce,1.0,0.84,,135.0237,,7.24,KIC,1.0,7.581e-06,,39.945,269.0,,13.36,,,,,,,
K00633.01,PROB,KIC 4841374,1.0,,1.542e-05,293.427,1840.0,,q1_q17_dr24_tce,1.0,0.77,,170.6048,,161.47,KIC,1.0,1.26e-05,,39.9424,801.0,,13.87,,,,,,,
K00634.01,FPWG,,,,,,,,q1_q17_dr24_tce,1.0,0.66,,,,,,0.0,,,,,,,,,,,,,
K00635.01,PROB,KIC 5020319,1.0,,5.666e-06,294.3735,2942.0,,q1_q17_dr24_tce,1.0,0.76,,137.9615,,16.72,KIC,1.0,1.186e-05,,40.1946,540.0,,13.03,,,,,,,
K00636.01,PROB,KIC 5090690,1.0,,4.078e-07,289.1914,105218.0,,q1_q17_dr24_tce,1.0,0.85,,140.6008,,12.01,KIC,1.0,7.138e-06,,40.2632,14322.0,,13.25,,,,,,,
K00637.01,PROB,KIC 5098444,1.0,,2.246e-06,291.5633,107698.0,,q1_q17_dr24_tce,1.0,0.81,,151.0199,,26.95,KIC,1.0,9.962e-06,,40.2678,19687.0,,13.77,,,,,,,
K00638.01,PROB,KIC 5113822,1.0,,0.002986,295.5594,6816.0,KIC 5113832,q1_q17_dr24_tce,0.52,0.73,,148.9609,40.2375,23.64,KIC,1.0,1.468e-05,,40.2363,1160.0,295.562,13.6,14.51,0.0,KIC,297124.0,,,
K00638.02,PROB,KIC 5113822,1.0,,0.001173,295.5594,8009.0,KIC 5113832,q1_q17_dr24_tce,0.54,0.73,,146.5682,40.2375,67.09,KIC,1.0,1.468e-05,,40.2363,1333.0,295.562,13.6,14.51,0.0,KIC,326186.0,,,
K00639.01,PROB,KIC 5120087,1.0,,1.935e-05,296.8858,2789.0,UKIRT 44117916811819,q1_q17_dr24_tce,1.0,0.7,,146.2851,40.2272,17.98,KIC,1.0,1.678e-05,,40.2282,474.0,296.8858,13.5,19.24,4.1e-21,UKIRT,733382.0,,,
K00640.01,PROB,KIC 5121511,1.0,,4.243e-05,297.2526,5018.0,,q1_q17_dr24_tce,1.0,0.69,,160.789,,31.0,KIC,1.0,1.7e-05,,40.2886,663.0,,13.33,,,,,,,
K00641.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.63,,,,,,,,,,,,,,,,,,,
K00642.01,MATCH,,,,,,,,q1_q17_dr24_tce,1.0,0.83,,,,,,0.0,,,,,,,,,,,,,
K00643.01,PROB,KIC 5309353,0.0077,,0.9923,299.6813,5061.0,UKIRT 44117916198864,q1_q17_dr24_tce,0.57,0.63,,132.571,40.4285,1.38,KIC,0.0077,2.48e-05,,40.4284,425.0,299.6807,13.99,15.01,1.1e-16,UKIRT,13484.0,,,
K00644.01,PROB,KIC 5356593,1.0,,1.316e-06,289.9668,257964.0,,q1_q17_dr24_tce,1.0,0.84,,148.6417,,45.98,KIC,1.0,8.327e-06,,40.5327,29479.0,,13.72,,,,,,,
K00645.01,PROB,KIC 5374854,1.0,,7.888e-05,295.2174,2156.0,UKIRT 44117916865567,q1_q17_dr24_tce,0.89,0.75,,136.8548,40.5927,8.5,KIC,1.0,1.407e-05,,40.5922,225.0,295.2181,13.72,15.39,0.0018,UKIRT,10875.0,,,
K00645.02,PROB,KIC 5374854,0.9,,0.0001511,295.2174,2069.0,UKIRT 44117916865567,q1_q17_dr24_tce,0.73,0.75,,132.1849,40.5927,23.78,KIC,0.9,1.407e-05,,40.5922,308.0,295.2181,13.72,15.39,0.1,UKIRT,10636.0,,,
K00646.01,PROB,KIC 5384802,1.0,,1.051e-06,297.449,166595.0,,q1_q17_dr24_tce,1.0,0.69,,133.9872,,3.04,KIC,1.0,1.807e-05,,40.5109,20696.0,,13.71,,,,,,,
K00647.01,PROB,KIC 5531694,1.0,,6.002e-06,291.1951,1420.0,KIC 5531684,q1_q17_dr24_tce,1.0,0.82,,134.1262,40.7024,5.17,KIC,1.0,8.923e-06,,40.7027,191.0,291.1931,13.55,18.52,0.0,KIC,386456.0,,,
K00647.02,PROB,KIC 5531694,0.96,,0.0001815,291.1951,268.0,KIC 5531684,q1_q17_dr24_tce,0.22,0.82,,132.8024,40.7024,8.11,KIC,0.96,8.923e-06,,40.7027,44.0,291.1931,13.55,18.52,0.039,KIC,74797.0,,,
K00648.01,PROB,KIC 5596440,1.0,,5.615e-07,282.7207,19847.0,,q1_q17_dr24_tce,1.0,0.92,,140.6961,,10.47,KIC,1.0,4.172e-06,,40.8992,2002.0,,13.22,,,,,,,
K00649.01,PROB,KIC 5613330,1.0,,2.504e-05,289.7732,1832.0,,q1_q17_dr24_tce,1.0,0.84,,136.0256,,23.45,KIC,1.0,7.389e-06,,40.8007,317.0,,13.31,,,,,,,
K00650.01,PROB,KIC 5786676,1.0,,5.89e-06,290.3962,9642.0,UKIRT 44117915880556,q1_q17_dr24_tce,1.0,0.84,,142.8568,41.04,11.95,KIC,1.0,8.176e-06,,41.0401,967.0,290.3953,13.59,15.91,8.6e-15,UKIRT,98222.0,,,
K00651.01,MATCH,,,,1.0,,,,q1_q17_dr24_tce,1.0,0.79,,161.57,,42.56,,0.0,1.179e-05,,,3730.0,,,,,,,,,
K00652.01,PROB,KIC 5796675,1.0,,8.545e-05,293.5919,22667.0,,q1_q17_dr24_tce,1.0,0.79,,134.518,,16.08,KIC,1.0,1.128e-05,,41.0952,3180.0,,13.65,,,,,,,
K00653.01,PROB,KIC 5893123,0.0,,2.336e-06,296.4357,913.0,,q1_q17_dr24_tce,1.0,0.73,,132.482,,1.13,KIC,0.0,1.583e-05,,41.1346,105.0,,13.86,,,,,,,
K00654.01,PROB,KIC 5941160,1.0,,6.771e-06,284.4099,2323.0,KIC 5941155,q1_q17_dr24_tce,1.0,0.9,,137.2507,41.2376,8.59,KIC,1.0,5.566e-06,,41.2375,340.0,284.4083,13.98,17.34,0.0,KIC,90269.0,,,
K00654.02,PROB,KIC 5941160,1.0,,2.071e-05,284.4099,1817.0,KIC 5941155,q1_q17_dr24_tce,1.0,0.9,,135.8916,41.2376,10.22,KIC,1.0,5.566e-06,,41.2375,237.0,284.4083,13.98,17.34,1.7e-08,KIC,67887.0,,,
K00655.01,PROB,KIC 5966154,1.0,,2.053e-05,293.626,2770.0,KIC 5966166,q1_q17_dr24_tce,1.0,0.79,,140.7534,41.2741,25.67,KIC,1.0,1.002e-05,,41.2728,384.0,293.6281,13.0,17.53,0.0,KIC,442271.0,,,
K00655.02,PROB,KIC 5966154,1.0,,7.359e-05,293.626,915.0,KIC 5966166,q1_q17_dr24_tce,0.98,0.79,,176.4123,41.2741,151.89,KIC,1.0,1.002e-05,,41.2728,352.0,293.6281,13.0,17.53,5.2e-22,KIC,171074.0,,,
K00656.01,PROB,KIC 5966660,0.0,,1.0,293.7756,2248.0,,q1_q17_dr24_tce,0.05,0.78,,131.9369,,1.91,KIC,0.0,1.092e-05,,41.2285,153.0,,13.43,,,,,,,
K00657.01,PROB,KIC 6020753,1.0,,3.225e-06,282.9734,4003.0,,q1_q17_dr24_tce,1.0,0.92,,134.3953,,4.07,KIC,1.0,4.945e-06,,41.322,545.0,,13.87,,,,,,,
K00657.02,PROB,KIC 6020753,1.0,,3.206e-06,282.9734,6146.0,,q1_q17_dr24_tce,1.0,0.92,,131.9516,,16.28,KIC,1.0,4.945e-06,,41.322,809.0,,13.87,,,,,,,
K00658.01,PROB,KIC 6062088,1.0,,5.108e-06,297.09,3778.0,,q1_q17_dr24_tce,1.0,0.72,,131.6903,,3.16,KIC,1.0,1.713e-05,,41.388,504.0,,13.99,,,,,,,
K00658.02,PROB,KIC 6062088,1.0,,1.387e-05,297.09,3866.0,,q1_q17_dr24_tce,1.0,0.72,,134.6434,,5.37,KIC,1.0,1.713e-05,,41.388,493.0,,13.99,,,,,,,
K00658.03,PROB,KIC 6062088,1.0,,0.0005626,297.09,925.0,,q1_q17_dr24_tce,0.44,0.72,,133.9632,,11.33,KIC,1.0,1.713e-05,,41.388,157.0,,13.99,,,,,,,
K00659.01,PROB,KIC 6125481,1.0,,1.93e-05,292.4172,2576.0,KIC 6125470,q1_q17_dr24_tce,1.0,0.81,,134.3497,41.4158,23.21,KIC,1.0,9.36e-06,,41.4169,343.0,292.4146,13.41,17.02,0.0,KIC,631522.0,,,
K00660.01,PROB,KIC 6267535,1.0,,4.286e-06,284.9194,1741.0,,q1_q17_dr24_tce,1.0,0.9,,134.1033,,6.08,KIC,1.0,5.054e-06,,41.6172,272.0,,13.53,,,,,,,
K00661.01,PROB,KIC 6347299,1.0,,5.148e-06,285.3472,2653.0,,q1_q17_dr24_tce,1.0,0.9,,131.7857,,14.4,KIC,1.0,5.691e-06,,41.7619,387.0,,13.91,,,,,,,
K00661.02,PROB,KIC 6347299,1.0,,6.756e-05,285.3472,1214.0,,q1_q17_dr24_tce,0.73,0.9,,155.1359,,25.66,KIC,1.0,5.691e-06,,41.7619,160.0,,13.91,,,,,,,
K00662.01,PROB,KIC 6365156,1.0,,1.05e-05,292.1869,2172.0,,q1_q17_dr24_tce,1.0,0.82,,140.0614,,10.21,KIC,1.0,8.839e-06,,41.727,293.0,,13.34,,,,,,,
K00663.01,PROB,KIC 6425957,1.0,,1.044e-06,285.2871,4153.0,UKIRT 44117914396153,q1_q17_dr24_tce,1.0,0.9,,132.2684,41.8624,2.76,KIC,1.0,5.102e-06,,41.8612,510.0,285.2866,13.51,19.29,0.0,UKIRT,932643.0,,,
K00663.02,PROB,KIC 6425957,1.0,,3.115e-06,285.2871,5190.0,,q1_q17_dr24_tce,1.0,0.9,,132.045,,20.31,KIC,1.0,5.102e-06,,41.8612,702.0,,13.51,,,,,,,
K00664.01,PROB,KIC 6442340,1.0,,2.093e-05,291.6347,1489.0,,q1_q17_dr24_tce,1.0,0.83,,143.9521,,13.14,KIC,1.0,8.559e-06,,41.8339,219.0,,13.48,,,,,,,
K00664.02,PROB,KIC 6442340,1.0,,7.226e-05,291.6347,736.0,,q1_q17_dr24_tce,1.0,0.83,,133.5866,,7.78,KIC,1.0,8.559e-06,,41.8339,104.0,,13.48,,,,,,,
K00664.03,PROB,KIC 6442340,1.0,,0.0001072,291.6347,537.0,,q1_q17_dr24_tce,0.62,0.83,,152.006,,23.44,KIC,1.0,8.559e-06,,41.8339,87.0,,13.48,,,,,,,
K00665.01,PROB,KIC 6685609,1.0,,6.668e-06,290.0305,3089.0,KIC 6685615,q1_q17_dr24_tce,1.0,0.85,,135.1164,42.1664,5.87,KIC,1.0,6.828e-06,,42.166,436.0,290.0327,13.18,18.32,0.0,KIC,769275.0,,,
K00665.02,PROB,KIC 6685609,1.0,,9.813e-06,290.0305,708.0,KIC 6685615,q1_q17_dr24_tce,1.0,0.85,,131.9587,42.1664,1.61,KIC,1.0,6.828e-06,,42.166,97.0,290.0327,13.18,18.32,0.0,KIC,172421.0,,,
K00665.03,PROB,KIC 6685609,1.0,,4.141e-05,290.0305,665.0,KIC 6685615,q1_q17_dr24_tce,1.0,0.85,,133.2964,42.1664,3.07,KIC,1.0,6.828e-06,,42.166,88.0,290.0327,13.18,18.32,9.3e-11,KIC,167752.0,,,
K00666.01,PROB,KIC 6707835,1.0,,6.694e-06,296.0322,4560.0,KIC 6707839,q1_q17_dr24_tce,1.0,0.75,,151.8879,42.1335,22.25,KIC,1.0,1.364e-05,,42.1317,634.0,296.0329,13.72,16.82,0.0,KIC,765607.0,,,
K00667.01,PROB,KIC 6752502,0.0047,,6.987e-06,282.1549,102339.0,,q1_q17_dr24_tce,1.0,0.93,,131.7067,,4.31,KIC,0.0047,4.565e-06,,42.2345,11104.0,,13.83,,,,,,,
K00668.01,PROB,KIC 6805146,1.0,,9.799e-07,298.5916,207129.0,,q1_q17_dr24_tce,1.0,0.7,,137.3489,,13.78,KIC,1.0,1.649e-05,,42.2064,25736.0,,13.21,,,,,,,
K00669.01,PROB,KIC 6960446,1.0,,5.649e-06,295.1958,636422.0,KIC 6960445,q1_q17_dr24_tce,1.0,0.77,,136.0299,42.4171,5.07,KIC,0.0,1.256e-05,,42.4189,580.0,295.1956,16.8,13.84,0.0,KIC,9894.0,,,
K00670.01,PROB,KIC 7033671,1.0,,1.25e-05,291.8235,1683.0,,q1_q17_dr24_tce,1.0,0.83,,133.9664,,9.49,KIC,1.0,8.882e-06,,42.5162,262.0,,13.77,,,,,,,
K00671.01,PROB,KIC 7040629,1.0,,1.59e-05,293.8902,1037.0,,q1_q17_dr24_tce,1.0,0.8,,132.6838,,4.23,KIC,1.0,1.073e-05,,42.528,154.0,,13.75,,,,,,,
K00671.02,PROB,KIC 7040629,1.0,,8.569e-05,293.8902,837.0,UKIRT 44117913331646,q1_q17_dr24_tce,0.95,0.8,,132.7716,42.5285,7.47,KIC,1.0,1.073e-05,,42.528,115.0,293.8916,13.75,21.16,1.3e-06,UKIRT,914312.0,,,
K00671.03,PROB,KIC 7040629,0.81,,0.0001888,293.8902,952.0,,q1_q17_dr24_tce,0.67,0.8,,144.533,,16.26,KIC,0.81,1.073e-05,,42.528,136.0,,13.75,,,,,,,
K00671.04,PROB,KIC 7040629,1.0,,0.0002206,293.8902,658.0,UKIRT 44117913331646,q1_q17_dr24_tce,0.78,0.8,,134.4201,42.5285,11.13,KIC,1.0,1.073e-05,,42.528,94.0,293.8916,13.75,21.16,0.00018,UKIRT,800017.0,,,
K00672.01,PROB,KIC 7115785,1.0,,5.939e-06,291.1695,5088.0,,q1_q17_dr24_tce,1.0,0.84,,140.6381,,16.09,KIC,1.0,8.773e-06,,42.6408,596.0,,14.0,,,,,,,
K00672.02,PROB,KIC 7115785,1.0,,5.945e-06,291.1695,7287.0,,q1_q17_dr24_tce,1.0,0.84,,153.8453,,41.75,KIC,1.0,8.773e-06,,42.6408,1059.0,,14.0,,,,,,,
K00672.03,MATCH,,,,0.0006504,,,,q1_q17_dr24_tce,1.0,0.84,,131.7878,,0.57,,0.0,8.773e-06,,,39.0,,,,,,,,,
K00673.01,PROB,KIC 7124613,1.0,,4.512e-06,293.8346,1792.0,UKIRT 44117913784909,q1_q17_dr24_tce,1.0,0.8,,135.4515,42.6237,4.42,KIC,1.0,9.804e-06,,42.625,292.0,293.8345,13.34,18.53,0.0,UKIRT,348045.0,,,
K00674.01,PROB,KIC 7277317,1.0,,8.819e-07,290.3273,13310.0,,q1_q17_dr24_tce,1.0,0.85,,145.2397,,16.34,KIC,1.0,7.633e-06,,42.8983,1718.0,,13.78,,,,,,,
K00675.01,MATCH,,,,0.2302,,,,q1_q17_dr24_tce,1.0,0.73,,133.1244,,1.66,,0.0,1.561e-05,,,961.0,,,,,,,,,
K00676.01,PROB,KIC 7447200,1.0,,9.475e-07,292.5034,25298.0,,q1_q17_dr24_tce,1.0,0.83,,131.7215,,7.97,KIC,1.0,9.228e-06,,43.0832,3267.0,,13.82,,,,,,,
K00676.02,PROB,KIC 7447200,1.0,,1.053e-06,292.5034,13361.0,,q1_q17_dr24_tce,1.0,0.83,,131.6404,,2.45,KIC,1.0,9.228e-06,,43.0832,1744.0,,13.82,,,,,,,
K00677.01,PROB,UKIRT 44117912097106,1.0,,3.705e-06,297.4017,80070.0,KIC 7466863,q1_q17_dr24_tce,1.0,0.74,,135.1694,43.0428,11.97,UKIRT,0.0,1.478e-05,,43.0437,390.0,297.401,17.09,13.77,0.0,KIC,2775.0,,,
K00678.01,PROB,KIC 7509886,1.0,,7.714e-06,285.4392,1037.0,,q1_q17_dr24_tce,1.0,0.91,,136.3498,,6.04,KIC,1.0,4.658e-06,,43.1685,254.0,,13.28,,,,,,,
K00678.02,PROB,KIC 7509886,1.0,,6.893e-06,285.4392,860.0,,q1_q17_dr24_tce,1.0,0.91,,132.0213,,4.14,KIC,1.0,4.658e-06,,43.1685,252.0,,13.28,,,,,,,
K00679.01,PROB,KIC 7515212,1.0,,4.177e-05,287.6208,2313.0,,q1_q17_dr24_tce,1.0,0.89,,158.4495,,31.8,KIC,1.0,5.315e-06,,43.1416,351.0,,13.18,,,,,,,
K00679.02,PROB,KIC 7515212,1.0,,8.907e-05,287.6208,246.0,,q1_q17_dr24_tce,0.44,0.89,,139.6326,,16.26,KIC,1.0,5.315e-06,,43.1416,51.0,,13.18,,,,,,,
K00680.01,PROB,KIC 7529266,1.0,,6.177e-07,292.2873,37083.0,,q1_q17_dr24_tce,1.0,0.83,,134.6417,,8.6,KIC,1.0,8.636e-06,,43.1973,4521.0,,13.64,,,,,,,
K00681.01,PROB,KIC 7598128,1.0,,3.785e-07,288.542,133442.0,,q1_q17_dr24_tce,1.0,0.88,,144.2376,,44.26,KIC,1.0,5.71e-06,,43.2554,20625.0,,13.2,,,,,,,
K00683.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.73,,,,,,,,,,,,,,,,,,,
K00684.01,PROB,KIC 7730747,1.0,,9.115e-07,281.2903,5920.0,,q1_q17_dr24_tce,1.0,0.93,,131.9082,,4.03,KIC,1.0,4.281e-06,,43.4133,771.0,,13.83,,,,,,,
K00685.01,PROB,KIC 7764367,1.0,,5.315e-06,295.4757,2191.0,UKIRT 44117912025649,q1_q17_dr24_tce,1.0,0.78,,132.8379,43.4932,3.17,KIC,1.0,1.224e-05,,43.4931,290.0,295.4744,13.95,19.66,0.0,UKIRT,663413.0,,,
K00686.01,PROB,KIC 7906882,1.0,,7.703e-07,296.8408,121152.0,,q1_q17_dr24_tce,1.0,0.76,,171.6746,,52.51,KIC,1.0,1.283e-05,,43.6471,14314.0,,13.58,,,,,,,
K00687.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.75,,,,,,,,,,,,,,,,,,,
K00688.01,PROB,KIC 8161561,1.0,,9.617e-06,290.3228,2033.0,KIC 8161550,q1_q17_dr24_tce,1.0,0.86,,134.2197,44.0357,3.28,KIC,1.0,7.571e-06,,44.0358,275.0,290.3199,13.99,16.28,0.0,KIC,181482.0,,,
K00689.01,PROB,KIC 8361905,1.0,,6.503e-06,290.4713,3340.0,,q1_q17_dr24_tce,1.0,0.86,,134.7804,,15.87,KIC,1.0,7.117e-06,,44.3871,407.0,,13.77,,,,,,,
K00690.01,PROB,KIC 8409588,1.0,,1.551e-06,281.5034,11837.0,,q1_q17_dr24_tce,1.0,0.94,,131.608,,1.36,KIC,1.0,3.956e-06,,44.4095,1310.0,,13.59,,,,,,,
K00691.01,PROB,KIC 8480285,1.0,,4.166e-06,284.7883,4458.0,,q1_q17_dr24_tce,1.0,0.92,,159.7036,,29.67,KIC,1.0,5.095e-06,,44.5917,659.0,,13.96,,,,,,,
K00691.02,PROB,KIC 8480285,1.0,,6.338e-05,284.7883,696.0,,q1_q17_dr24_tce,0.95,0.92,,144.0262,,16.23,KIC,1.0,5.095e-06,,44.5917,114.0,,13.96,,,,,,,
K00692.01,PROB,KIC 8557374,1.0,,1.01e-05,290.8242,1279.0,,q1_q17_dr24_tce,1.0,0.86,,132.4476,,2.46,KIC,1.0,7.026e-06,,44.6472,174.0,,13.65,,,,,,,
K00692.02,PROB,KIC 8557374,1.0,,8.876e-06,290.8242,2546.0,,q1_q17_dr24_tce,1.0,0.86,,134.4347,,4.82,KIC,1.0,7.026e-06,,44.6472,320.0,,13.65,,,,,,,
K00693.01,PROB,KIC 8738735,1.0,,1.202e-05,284.7549,1407.0,,q1_q17_dr24_tce,1.0,0.92,,135.7379,,28.78,KIC,1.0,5.011e-06,,44.956,250.0,,13.95,,,,,,,
K00693.02,PROB,KIC 8738735,1.0,,8.925e-06,284.7549,2478.0,,q1_q17_dr24_tce,1.0,0.92,,146.3481,,15.66,KIC,1.0,5.011e-06,,44.956,395.0,,13.95,,,,,,,
K00694.01,PROB,KIC 8802165,1.0,,1.646e-06,283.8997,6313.0,,q1_q17_dr24_tce,1.0,0.92,,131.9831,,17.42,KIC,1.0,4.781e-06,,45.0169,933.0,,13.94,,,,,,,
K00695.01,PROB,KIC 8805348,1.0,,3.199e-06,285.6559,3943.0,,q1_q17_dr24_tce,1.0,0.91,,145.3848,,29.91,KIC,1.0,4.588e-06,,45.0796,590.0,,13.44,,,,,,,
K00696.01,FPWG,,,,,,,,q1_q17_dr24_tce,1.0,0.92,,,,,,0.0,,,,,,,,,,,,,
K00697.01,PROB,KIC 8878187,1.0,,3.296e-05,289.0009,3847.0,KIC 8878195,q1_q17_dr24_tce,1.0,0.88,,132.3363,45.154,3.03,KIC,1.0,6.027e-06,,45.1543,163.0,289.0036,13.68,17.18,0.0,KIC,481085.0,,,
K00698.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.83,,,,,,,,,,,,,,,,,,,
K00699.01,PROB,KIC 8908102,1.0,,9.613e-07,298.836,40373.0,,q1_q17_dr24_tce,1.0,0.74,,136.706,,5.41,KIC,1.0,1.409e-05,,45.1165,3848.0,,13.63,,,,,,,
K00700.01,PROB,KIC 8962094,1.0,,7.154e-06,294.9735,4133.0,,q1_q17_dr24_tce,1.0,0.81,,142.0714,,30.86,KIC,1.0,9.563e-06,,45.2137,559.0,,13.58,,,,,,,
K00700.02,PROB,KIC 8962094,1.0,,1.813e-05,294.9735,1755.0,,q1_q17_dr24_tce,1.0,0.81,,134.5298,,9.36,KIC,1.0,9.563e-06,,45.2137,237.0,,13.58,,,,,,,
K00700.03,PROB,KIC 8962094,1.0,,2.379e-05,294.9735,1277.0,,q1_q17_dr24_tce,1.0,0.81,,145.4222,,14.67,KIC,1.0,9.563e-06,,45.2137,203.0,,13.58,,,,,,,
K00700.04,PROB,KIC 8962094,1.0,,3.274e-05,294.9735,1780.0,,q1_q17_dr24_tce,1.0,0.81,,187.0304,,68.16,KIC,1.0,9.563e-06,,45.2137,279.0,,13.58,,,,,,,
K00701.01,PROB,KIC 9002278,1.0,,1.43e-06,283.2127,7032.0,UKIRT 44117908999211,q1_q17_dr24_tce,1.0,0.93,,144.4844,45.3495,18.16,KIC,1.0,4.33e-06,,45.3499,965.0,283.2136,13.72,17.7,8.2e-24,UKIRT,283874.0,,,
K00701.02,PROB,KIC 9002278,1.0,,2.752e-06,283.2127,3614.0,UKIRT 44117908999211,q1_q17_dr24_tce,1.0,0.93,,136.6338,45.3495,5.71,KIC,1.0,4.33e-06,,45.3499,440.0,283.2136,13.72,17.7,6.9e-13,UKIRT,146281.0,,,
K00701.03,PROB,KIC 9002278,0.99,,1.12e-05,283.2127,2232.0,UKIRT 44117908999211,q1_q17_dr24_tce,1.0,0.93,,150.412,45.3495,122.39,KIC,0.99,4.33e-06,,45.3499,742.0,283.2136,13.72,17.7,0.013,UKIRT,89473.0,,,
K00701.04,PROB,KIC 9002278,1.0,,3.862e-06,283.2127,694.0,UKIRT 44117908999211,q1_q17_dr24_tce,1.0,0.93,,322.4351,45.3495,267.28,KIC,1.0,4.33e-06,,45.3499,468.0,283.2136,13.72,17.7,0.0,UKIRT,27909.0,,,
K00701.05,PROB,KIC 9002278,0.59,,8.867e-05,283.2127,789.0,UKIRT 44117908999211,q1_q17_dr24_tce,0.22,0.93,,134.6426,45.3495,12.44,KIC,0.59,4.33e-06,,45.3499,80.0,283.2136,13.72,17.7,0.41,UKIRT,31967.0,,,
K00702.01,MATCH,,,,1.0,,,,q1_q17_dr24_tce,1.0,0.71,,131.6284,,1.27,,0.0,1.716e-05,,,123.0,,,,,,,,,
K00703.01,PROB,KIC 9162741,1.4e-13,,1.0,294.912,931.0,,q1_q17_dr24_tce,1.0,0.82,,131.6338,,1.37,KIC,1.4e-13,8.905e-06,,45.5667,127.0,,13.36,,,,,,,
K00704.01,PROB,KIC 9266431,1.0,,3.196e-06,284.3862,4084.0,,q1_q17_dr24_tce,1.0,0.92,,148.3474,,18.4,KIC,1.0,4.507e-06,,45.7197,697.0,,13.7,,,,,,,
K00705.01,PROB,UKIRT 44117909281016,1.0,,6.147e-06,298.4534,932154.0,KIC 9300285,q1_q17_dr24_tce,0.76,0.76,,131.7267,45.7461,1.01,UKIRT,0.0,1.33e-05,,45.7472,35.0,298.4532,18.34,13.79,0.0,KIC,10539.0,,,
K00706.01,PROB,KIC 9426071,1.0,,8.055e-07,299.2831,331916.0,,q1_q17_dr24_tce,1.0,0.75,,153.8944,,28.71,KIC,1.0,1.409e-05,,45.9644,44102.0,,13.77,,,,,,,
K00707.01,PROB,KIC 9458613,1.0,,4.116e-06,289.0775,5092.0,,q1_q17_dr24_tce,1.0,0.89,,146.0868,,21.78,KIC,1.0,6.307e-06,,46.0052,802.0,,13.99,,,,,,,
K00707.02,PROB,KIC 9458613,1.0,,6.035e-06,289.0775,2609.0,,q1_q17_dr24_tce,1.0,0.89,,131.5587,,41.03,KIC,1.0,6.307e-06,,46.0052,542.0,,13.99,,,,,,,
K00707.03,PROB,KIC 9458613,1.0,,1.325e-05,289.0775,2775.0,,q1_q17_dr24_tce,1.0,0.89,,135.8696,,31.78,KIC,1.0,6.307e-06,,46.0052,438.0,,13.99,,,,,,,
K00707.04,PROB,KIC 9458613,1.0,,1.115e-05,289.0775,1687.0,,q1_q17_dr24_tce,1.0,0.89,,143.6769,,13.18,KIC,1.0,6.307e-06,,46.0052,279.0,,13.99,,,,,,,
K00707.05,PROB,KIC 9458613,1.0,,4.717e-05,289.0775,641.0,,q1_q17_dr24_tce,0.95,0.89,,131.888,,5.67,KIC,1.0,6.307e-06,,46.0052,79.0,,13.99,,,,,,,
K00708.01,PROB,KIC 9530945,1.0,,8.339e-06,293.7281,3446.0,,q1_q17_dr24_tce,1.0,0.84,,136.1938,,17.41,KIC,1.0,8.9e-06,,46.1292,591.0,,14.0,,,,,,,
K00708.02,PROB,KIC 9530945,1.0,,9.93e-06,293.7281,1944.0,,q1_q17_dr24_tce,1.0,0.84,,138.0382,,7.69,KIC,1.0,8.9e-06,,46.1292,292.0,,14.0,,,,,,,
K00709.01,PROB,KIC 9578686,1.0,,4.395e-06,287.3328,4878.0,,q1_q17_dr24_tce,1.0,0.9,,136.0116,,21.39,KIC,1.0,5.542e-06,,46.2035,641.0,,13.94,,,,,,,
