koi mass mass_lo mass_hi radius radius_lo radius_hi Teff Teff_lo Teff_hi logg logg_lo logg_hi feh feh_lo feh_hi age age_lo age_hi distance distance_lo distance_hi AV AV_lo AV_hi maxAV Teff_prior_mu Teff_prior_sig logg_prior_mu logg_prior_sig feh_prior_mu feh_prior_sig
K01379.01 0.990 0.954 1.024 0.973 0.922 1.045 5731.203 5671.076 5809.012 4.459 4.396 4.504 0.015 -0.083 0.111 9.617 9.277 9.838 575.823 544.690 619.390 0.062 0.019 0.130 0.441 5637 102.0 4.439 0.07 0.0 0.14
K01380.01 0.788 0.739 0.834 0.748 0.705 0.789 4933.329 4843.860 5011.478 4.595 4.541 4.621 -0.080 -0.308 0.090 9.622 9.290 10.017 124.145 116.247 131.839 0.156 0.056 0.244 0.287 nan nan nan nan nan nan
K01381.01 0.857 0.782 0.921 0.822 0.741 0.910 5552.562 5496.438 5614.361 4.549 4.466 4.602 -0.273 -0.511 -0.061 9.593 9.200 9.978 1189.825 1065.127 1321.931 0.051 0.016 0.098 0.128 nan nan nan nan nan nan
K01382.01 0.962 0.907 1.009 0.948 0.874 1.114 5698.616 5629.226 5768.482 4.470 4.325 4.530 -0.031 -0.217 0.099 9.674 9.243 9.950 1353.700 1240.481 1588.018 0.073 0.024 0.121 0.145 nan nan nan nan nan nan
K01383.01 1.141 1.054 1.273 1.211 1.053 1.582 6127.788 5962.183 6251.684 4.325 4.137 4.423 0.039 -0.115 0.181 9.494 9.243 9.655 1175.455 1014.706 1538.224 0.218 0.098 0.297 0.332 nan nan nan nan nan nan
K01384.01 0.856 0.789 0.912 0.817 0.753 0.895 5399.403 5206.118 5540.691 4.552 4.474 4.598 -0.125 -0.336 0.041 9.637 9.215 10.015 835.331 761.169 920.460 0.481 0.281 0.615 0.683 nan nan nan nan nan nan
K01385.01 1.097 1.026 1.176 1.141 1.011 1.379 6010.954 5876.170 6109.121 4.366 4.217 4.451 0.055 -0.105 0.194 9.550 9.238 9.724 1846.794 1628.191 2238.873 0.287 0.183 0.338 0.356 nan nan nan nan nan nan
K01386.01 0.906 0.855 0.946 0.874 0.817 0.980 5495.213 5435.762 5554.233 4.517 4.404 4.562 -0.045 -0.214 0.104 9.682 9.242 10.038 1054.509 981.832 1183.265 0.075 0.025 0.116 0.133 nan nan nan nan nan nan
K01387.01 1.033 0.966 1.116 1.044 0.937 1.245 5878.376 5724.033 6034.288 4.418 4.278 4.492 0.018 -0.148 0.152 9.568 9.235 9.803 983.698 875.208 1173.781 0.197 0.070 0.312 0.373 nan nan nan nan nan nan
K01388.01 0.994 0.932 1.057 0.994 0.899 1.171 5810.943 5692.361 5926.002 4.444 4.307 4.515 -0.038 -0.225 0.115 9.619 9.242 9.870 1322.384 1185.778 1556.565 0.142 0.047 0.230 0.27 nan nan nan nan nan nan
K01389.01 0.968 0.910 1.015 0.943 0.870 1.115 5710.540 5636.670 5784.605 4.479 4.327 4.533 -0.029 -0.216 0.110 9.619 9.234 9.922 936.626 857.988 1107.154 0.082 0.028 0.133 0.152 nan nan nan nan nan nan
K01390.01 0.707 0.602 0.751 0.659 0.582 0.691 4346.590 4210.155 4483.804 4.650 4.634 4.691 0.104 -0.283 0.250 9.309 9.120 9.827 471.465 403.789 501.858 0.161 0.034 0.366 0.45 nan nan nan nan nan nan
K01392.01 1.071 0.976 1.184 1.095 0.956 1.337 5993.600 5762.432 6184.085 4.387 4.246 4.479 0.011 -0.158 0.143 9.530 9.232 9.741 1642.657 1415.964 2018.859 0.424 0.243 0.563 0.637 nan nan nan nan nan nan
K01393.01 0.585 0.561 0.605 0.560 0.539 0.576 3916.923 3883.227 3951.553 4.711 4.697 4.727 -0.007 -0.098 0.075 9.477 9.184 9.859 325.155 308.633 340.090 0.042 0.012 0.091 0.136 3744 91.0 4.741 0.03 0.12 0.14
K01394.01 0.785 0.744 0.817 0.745 0.712 0.768 4893.399 4843.813 4944.181 4.596 4.560 4.616 -0.018 -0.172 0.121 9.705 9.285 10.037 677.988 645.589 702.984 0.086 0.028 0.145 0.172 nan nan nan nan nan nan
K01395.01 0.817 0.764 0.864 0.783 0.726 0.827 5185.882 5133.750 5243.181 4.574 4.520 4.611 -0.114 -0.313 0.061 9.683 9.284 10.023 1067.729 986.407 1132.617 0.067 0.019 0.119 0.15 nan nan nan nan nan nan
K01396.01 0.948 0.906 0.985 0.928 0.866 1.096 5561.972 5494.151 5622.958 4.482 4.331 4.540 0.061 -0.088 0.198 9.720 9.241 10.029 1364.299 1266.679 1607.214 0.113 0.054 0.148 0.161 nan nan nan nan nan nan
K01396.02 0.947 0.906 0.987 0.919 0.863 1.039 5560.185 5496.912 5620.745 4.491 4.379 4.541 0.059 -0.096 0.202 9.658 9.240 9.981 1351.388 1260.531 1527.695 0.110 0.051 0.147 0.161 nan nan nan nan nan nan
K01397.01 0.527 0.505 0.554 0.510 0.488 0.533 3967.764 3924.394 4014.201 4.745 4.726 4.766 -0.362 -0.446 -0.266 9.518 9.203 9.903 251.096 236.013 267.188 0.065 0.020 0.141 1.148 3869 87.0 4.762 0.028 -0.32 0.16
K01398.01 0.887 0.845 0.925 0.851 0.801 0.925 5406.307 5344.499 5467.309 4.536 4.449 4.574 -0.034 -0.179 0.113 9.646 9.231 10.013 1203.469 1126.719 1309.668 0.082 0.031 0.125 0.144 nan nan nan nan nan nan
K01399.01 0.840 0.798 0.878 0.790 0.753 0.833 5064.040 4939.471 5140.074 4.573 4.525 4.598 0.104 -0.061 0.263 9.618 9.237 10.003 888.275 840.902 939.428 0.367 0.211 0.450 0.485 nan nan nan nan nan nan
K01400.01 1.241 1.119 1.465 1.391 1.156 2.057 6345.908 6164.013 6508.957 4.244 3.977 4.369 0.027 -0.147 0.149 9.388 9.224 9.536 947.009 777.779 1390.975 0.214 0.093 0.317 0.371 nan nan nan nan nan nan
K01402.01 0.920 0.859 0.986 0.899 0.820 1.020 5585.660 5457.554 5775.398 4.499 4.392 4.558 -0.077 -0.265 0.080 9.641 9.245 9.975 1348.629 1222.520 1541.947 0.169 0.055 0.328 0.464 nan nan nan nan nan nan
K01403.01 0.645 0.620 0.672 0.618 0.596 0.642 4339.008 4303.089 4376.454 4.668 4.647 4.685 -0.175 -0.276 -0.083 9.555 9.212 9.933 421.381 402.509 442.075 0.026 0.007 0.067 0.341 3977 105.0 4.721 0.089 -0.2 0.12
K01404.01 0.703 0.668 0.737 0.662 0.637 0.688 4554.363 4507.656 4603.018 4.644 4.627 4.661 -0.125 -0.231 -0.008 9.412 9.145 9.863 619.710 592.000 647.787 0.075 0.023 0.140 0.174 3750 315.0 4.813 0.125 -0.23 0.15
K01404.02 0.703 0.669 0.735 0.663 0.638 0.687 4552.447 4507.470 4603.611 4.643 4.625 4.661 -0.123 -0.226 -0.006 9.438 9.143 9.881 620.659 592.787 648.106 0.074 0.022 0.137 0.174 3750 315.0 4.813 0.125 -0.23 0.15
K01405.01 1.091 1.041 1.152 1.124 1.014 1.363 5952.770 5878.464 6027.182 4.377 4.221 4.453 0.086 -0.050 0.231 9.566 9.228 9.741 2034.685 1828.528 2461.931 0.087 0.033 0.123 0.138 nan nan nan nan nan nan
K01406.01 1.035 0.973 1.091 1.038 0.944 1.252 5897.409 5813.747 5974.376 4.419 4.267 4.489 -0.008 -0.185 0.132 9.599 9.243 9.799 995.884 899.582 1198.436 0.093 0.035 0.139 0.158 nan nan nan nan nan nan
K01408.01 0.637 0.608 0.656 0.609 0.586 0.626 4150.306 4105.474 4207.389 4.674 4.659 4.690 -0.045 -0.152 0.037 9.528 9.212 9.918 244.880 232.664 254.835 0.100 0.033 0.201 0.338 4084 93.0 4.682 0.03 -0.12 0.16
K01409.01 0.847 0.792 0.895 0.816 0.745 0.892 5403.349 5346.100 5461.839 4.556 4.464 4.601 -0.175 -0.373 -0.021 9.643 9.197 10.027 850.722 774.180 931.656 0.060 0.018 0.108 0.133 nan nan nan nan nan nan
K01410.01 0.980 0.920 1.027 0.968 0.887 1.121 5768.025 5701.796 5837.253 4.461 4.333 4.522 -0.044 -0.234 0.094 9.643 9.241 9.892 1218.570 1110.986 1411.074 0.070 0.024 0.110 0.129 nan nan nan nan nan nan
K01411.01 1.114 1.070 1.161 1.146 1.055 1.271 5758.918 5656.208 5855.703 4.365 4.283 4.431 0.370 0.317 0.425 9.563 9.256 9.728 538.881 494.555 596.565 0.367 0.273 0.457 0.924 5717 103.0 4.351 0.084 0.42 0.06
K01412.01 1.222 1.171 1.286 1.307 1.186 1.514 6058.802 5975.013 6151.163 4.291 4.186 4.366 0.294 0.226 0.361 9.448 9.207 9.563 831.138 752.654 960.967 0.095 0.034 0.168 0.293 5981 111.0 4.272 0.107 0.36 0.08
K01413.01 0.891 0.843 0.929 0.854 0.805 0.931 5413.775 5356.066 5469.540 4.533 4.443 4.572 -0.029 -0.190 0.125 9.665 9.226 10.032 627.436 588.256 684.447 0.079 0.029 0.117 0.132 nan nan nan nan nan nan
K01413.02 0.891 0.850 0.931 0.856 0.805 0.930 5411.781 5354.808 5468.390 4.532 4.446 4.571 -0.011 -0.178 0.136 9.657 9.240 10.019 628.886 589.227 684.730 0.078 0.030 0.116 0.132 nan nan nan nan nan nan
K01413.03 0.889 0.844 0.929 0.856 0.805 0.936 5410.586 5350.716 5467.436 4.532 4.436 4.572 -0.020 -0.181 0.126 9.674 9.224 10.043 628.862 588.170 687.372 0.077 0.028 0.116 0.132 nan nan nan nan nan nan
K01414.01 1.607 1.480 1.795 1.847 1.568 2.407 7909.587 7693.391 8326.123 4.108 3.931 4.222 -0.328 -0.512 -0.170 9.059 9.014 9.123 384.186 328.167 494.172 0.105 0.029 0.264 2.343 nan nan nan nan nan nan
K01416.01 1.043 0.971 1.114 1.057 0.945 1.312 5912.726 5763.458 6027.224 4.406 4.241 4.487 0.010 -0.168 0.147 9.598 9.245 9.803 779.326 690.526 966.702 0.226 0.104 0.308 0.346 nan nan nan nan nan nan
K01419.01 0.947 0.888 0.993 0.928 0.856 1.037 5688.264 5616.559 5757.559 4.487 4.378 4.539 -0.076 -0.264 0.073 9.630 9.237 9.930 1236.740 1135.844 1380.925 0.076 0.025 0.123 0.147 nan nan nan nan nan nan
K01420.01 0.773 0.729 0.805 0.723 0.688 0.745 4762.471 4706.692 4808.754 4.615 4.587 4.633 0.018 -0.158 0.187 9.402 9.157 9.940 711.400 674.841 738.572 0.130 0.050 0.184 0.203 nan nan nan nan nan nan
K01422.01 0.388 0.338 0.431 0.371 0.329 0.409 3560.234 3519.702 3599.034 4.888 4.848 4.933 -0.227 -0.320 -0.141 9.612 9.207 9.990 168.411 147.155 189.288 0.097 0.036 0.157 0.195 3611 95.0 4.842 0.105 -0.18 0.18
K01422.02 0.385 0.338 0.431 0.369 0.328 0.409 3558.964 3520.924 3596.792 4.889 4.848 4.934 -0.229 -0.321 -0.139 9.621 9.215 9.991 167.244 146.696 189.647 0.097 0.037 0.157 0.195 3611 95.0 4.842 0.105 -0.18 0.18
K01422.03 0.385 0.337 0.429 0.369 0.327 0.407 3558.986 3520.904 3597.162 4.890 4.851 4.935 -0.231 -0.328 -0.140 9.626 9.222 10.000 167.137 146.400 188.168 0.097 0.038 0.157 0.195 3611 95.0 4.842 0.105 -0.18 0.18
K01422.04 0.383 0.336 0.429 0.368 0.327 0.408 3558.718 3518.578 3596.958 4.891 4.849 4.936 -0.235 -0.330 -0.142 9.633 9.214 10.006 166.394 146.036 188.455 0.099 0.037 0.158 0.195 3611 95.0 4.842 0.105 -0.18 0.18
K01422.05 0.384 0.336 0.432 0.369 0.327 0.411 3558.588 3519.767 3597.447 4.891 4.848 4.935 -0.232 -0.328 -0.135 9.601 9.207 9.990 166.819 146.253 189.930 0.097 0.036 0.159 0.195 3611 95.0 4.842 0.105 -0.18 0.18
K01423.01 0.853 0.799 0.898 0.816 0.760 0.876 5325.239 5269.349 5384.053 4.556 4.481 4.595 -0.097 -0.280 0.066 9.651 9.219 10.025 1057.369 978.662 1137.416 0.078 0.025 0.126 0.149 nan nan nan nan nan nan
K01424.01 0.775 0.733 0.810 0.736 0.698 0.763 4848.989 4785.669 4911.716 4.602 4.564 4.624 -0.020 -0.192 0.134 9.674 9.277 10.037 552.970 522.952 577.258 0.134 0.046 0.212 0.245 nan nan nan nan nan nan
K01425.01 1.026 0.967 1.087 1.025 0.930 1.221 5827.014 5700.064 5931.909 4.431 4.290 4.498 0.048 -0.116 0.190 9.596 9.234 9.827 1238.353 1118.305 1472.746 0.207 0.101 0.285 0.317 nan nan nan nan nan nan
K01426.01 0.978 0.933 1.017 0.953 0.902 1.019 5803.056 5749.748 5862.830 4.474 4.413 4.513 -0.098 -0.210 0.012 9.544 9.232 9.782 746.519 703.499 799.900 0.034 0.009 0.080 0.162 5618 112.0 4.46 0.073 -0.22 0.16
K01426.02 0.977 0.934 1.017 0.952 0.902 1.022 5802.861 5747.127 5861.930 4.474 4.410 4.513 -0.094 -0.219 0.012 9.543 9.228 9.787 745.229 704.124 802.399 0.033 0.009 0.078 0.162 5618 112.0 4.46 0.073 -0.22 0.16
K01426.03 0.979 0.932 1.018 0.951 0.902 1.019 5801.343 5748.614 5860.701 4.474 4.413 4.513 -0.095 -0.217 0.011 9.551 9.248 9.786 745.538 703.431 799.621 0.034 0.010 0.078 0.162 5618 112.0 4.46 0.073 -0.22 0.16
K01427.01 0.589 0.553 0.622 0.568 0.542 0.594 4127.777 4083.920 4172.401 4.699 4.683 4.717 -0.242 -0.378 -0.120 9.557 9.218 9.936 393.987 368.087 418.229 0.040 0.012 0.095 0.17 4080 95.0 4.7 0.019 -0.28 0.18
K01427.02 0.591 0.554 0.622 0.569 0.542 0.594 4129.404 4083.614 4174.282 4.699 4.684 4.716 -0.235 -0.372 -0.118 9.540 9.216 9.912 395.011 368.138 418.170 0.041 0.011 0.098 0.17 4080 95.0 4.7 0.019 -0.28 0.18
K01428.01 0.794 0.755 0.827 0.751 0.719 0.778 4913.721 4855.343 4971.542 4.596 4.556 4.614 0.012 -0.150 0.150 9.640 9.262 10.016 471.251 449.531 490.664 0.113 0.038 0.177 0.206 nan nan nan nan nan nan
K01429.01 0.927 0.877 0.973 0.899 0.836 1.034 5554.255 5475.148 5652.531 4.503 4.373 4.553 -0.014 -0.206 0.111 9.668 9.248 10.010 1151.741 1065.423 1327.340 0.096 0.029 0.181 0.23 nan nan nan nan nan nan
K01430.01 0.694 0.667 0.721 0.650 0.631 0.670 4614.940 4577.537 4656.034 4.654 4.640 4.666 -0.215 -0.304 -0.124 9.387 9.139 9.685 503.990 486.403 521.943 0.042 0.011 0.096 0.155 4464 90.0 4.665 0.019 -0.24 0.14
K01430.02 0.694 0.667 0.722 0.650 0.632 0.671 4614.273 4578.300 4653.689 4.654 4.640 4.666 -0.212 -0.303 -0.120 9.390 9.146 9.697 503.767 486.897 522.990 0.042 0.012 0.096 0.155 4464 90.0 4.665 0.019 -0.24 0.14
K01430.03 0.694 0.665 0.722 0.650 0.631 0.671 4613.629 4577.749 4654.097 4.654 4.640 4.666 -0.211 -0.305 -0.121 9.383 9.144 9.693 503.775 485.726 522.569 0.041 0.011 0.094 0.155 4464 90.0 4.665 0.019 -0.24 0.14
K01431.01 0.995 0.969 1.022 0.916 0.894 0.940 5585.850 5524.872 5643.902 4.513 4.495 4.528 0.168 0.083 0.246 9.305 9.109 9.517 455.579 442.305 469.275 0.108 0.045 0.158 0.185 5597 93.0 4.515 0.022 0.28 0.12
K01432.01 0.950 0.916 0.985 0.964 0.898 1.063 5650.746 5590.700 5717.934 4.445 4.358 4.517 -0.015 -0.117 0.081 9.796 9.372 9.968 1024.983 952.297 1129.971 0.070 0.023 0.133 0.187 5616 104.0 4.394 0.096 -0.02 0.14
K01432.02 0.951 0.914 0.985 0.966 0.900 1.059 5649.748 5589.649 5717.678 4.444 4.361 4.513 -0.013 -0.120 0.081 9.795 9.417 9.970 1027.587 954.406 1126.151 0.070 0.023 0.134 0.187 5616 104.0 4.394 0.096 -0.02 0.14
K01432.03 0.953 0.917 0.987 0.963 0.899 1.059 5650.020 5589.339 5717.402 4.449 4.364 4.515 -0.010 -0.111 0.083 9.779 9.381 9.969 1023.816 953.310 1124.035 0.071 0.024 0.133 0.187 5616 104.0 4.394 0.096 -0.02 0.14
K01432.04 0.952 0.916 0.987 0.964 0.899 1.056 5651.992 5588.652 5716.992 4.447 4.367 4.515 -0.009 -0.115 0.083 9.782 9.409 9.962 1024.405 953.913 1122.762 0.072 0.024 0.134 0.187 5616 104.0 4.394 0.096 -0.02 0.14
K01433.01 0.939 0.891 0.978 0.914 0.852 1.055 5576.083 5498.392 5649.310 4.492 4.362 4.545 0.013 -0.159 0.137 9.693 9.245 10.003 1240.051 1149.604 1432.142 0.116 0.045 0.164 0.183 nan nan nan nan nan nan
K01434.01 0.827 0.790 0.860 0.774 0.748 0.806 4942.212 4884.656 4992.947 4.584 4.541 4.603 0.147 -0.021 0.297 9.576 9.215 10.009 528.880 507.984 552.365 0.125 0.050 0.180 0.201 nan nan nan nan nan nan
K01435.01 1.073 1.007 1.159 1.100 0.983 1.337 5972.282 5835.514 6095.226 4.388 4.236 4.468 0.035 -0.135 0.173 9.540 9.243 9.741 868.699 770.552 1057.711 0.173 0.067 0.253 0.287 nan nan nan nan nan nan
K01435.02 1.069 0.999 1.152 1.089 0.977 1.306 5973.783 5836.243 6091.879 4.395 4.251 4.470 0.019 -0.145 0.163 9.545 9.229 9.738 860.288 767.099 1034.332 0.171 0.064 0.252 0.287 nan nan nan nan nan nan
K01436.01 0.987 0.934 1.037 0.976 0.893 1.237 5713.504 5640.284 5788.693 4.454 4.256 4.520 0.028 -0.147 0.159 9.669 9.234 9.944 752.944 686.017 951.808 0.090 0.034 0.139 0.16 nan nan nan nan nan nan
K01436.02 0.981 0.928 1.035 0.964 0.892 1.139 5719.639 5641.041 5794.374 4.462 4.321 4.520 0.014 -0.169 0.156 9.652 9.244 9.907 745.125 684.495 877.352 0.094 0.034 0.140 0.16 nan nan nan nan nan nan
K01436.03 0.982 0.928 1.028 0.967 0.888 1.133 5717.621 5645.310 5793.768 4.463 4.325 4.523 0.012 -0.165 0.157 9.631 9.242 9.909 744.738 681.492 873.805 0.094 0.035 0.141 0.16 nan nan nan nan nan nan
K01437.01 1.007 0.958 1.062 1.002 0.918 1.318 5760.340 5694.729 5828.584 4.436 4.213 4.508 0.040 -0.116 0.167 9.669 9.254 9.900 1237.542 1127.367 1623.313 0.079 0.030 0.116 0.131 nan nan nan nan nan nan
K01438.01 1.013 0.969 1.068 1.255 1.066 1.476 5689.623 5607.610 5762.798 4.243 4.122 4.378 0.145 0.059 0.226 9.931 9.790 10.018 833.008 708.743 982.557 0.152 0.076 0.213 0.245 5685 112.0 4.194 0.131 0.24 0.12
K01439.01 1.226 1.140 1.371 1.624 1.331 1.958 6056.977 5988.916 6139.629 4.105 3.985 4.253 0.116 0.036 0.213 9.605 9.505 9.707 739.152 607.129 892.313 0.057 0.017 0.117 0.233 5910 114.0 4.03 0.165 0.14 0.14
K01440.01 1.061 0.995 1.132 1.083 0.971 1.338 5932.290 5835.039 6021.774 4.393 4.228 4.474 0.029 -0.141 0.170 9.585 9.250 9.776 1525.656 1364.494 1890.775 0.125 0.054 0.181 0.206 nan nan nan nan nan nan
K01441.01 0.888 0.834 0.936 0.853 0.790 0.939 5451.504 5366.698 5537.163 4.532 4.439 4.576 -0.068 -0.260 0.095 9.671 9.223 10.016 867.694 800.047 957.678 0.114 0.037 0.192 0.23 nan nan nan nan nan nan
K01442.01 0.995 0.959 1.030 0.983 0.930 1.059 5558.072 5501.685 5618.453 4.452 4.381 4.502 0.247 0.166 0.324 9.698 9.309 9.910 322.337 304.464 347.474 0.057 0.016 0.117 0.179 5475 96.0 4.426 0.069 0.34 0.1
K01443.01 0.810 0.766 0.850 0.763 0.728 0.805 4969.306 4883.507 5032.320 4.588 4.531 4.610 -0.010 -0.232 0.141 9.571 9.235 10.005 207.187 196.672 219.671 0.154 0.060 0.216 0.244 nan nan nan nan nan nan
K01444.01 1.184 1.143 1.225 1.160 1.112 1.216 6097.789 6012.632 6183.061 4.383 4.352 4.409 0.224 0.151 0.297 9.174 9.056 9.334 851.284 811.963 895.883 0.151 0.085 0.223 0.406 6109 100.0 4.411 0.04 0.36 0.1
K01445.01 1.299 1.223 1.432 1.537 1.299 1.970 6350.443 6293.347 6410.862 4.176 4.006 4.302 0.073 -0.006 0.166 9.425 9.304 9.479 604.905 511.908 771.314 0.028 0.007 0.064 0.163 6233 91.0 4.17 0.158 0.08 0.13
K01447.01 1.406 1.242 1.638 1.640 1.312 2.338 6449.510 6207.938 6658.056 4.156 3.915 4.300 0.213 0.047 0.348 9.259 9.129 9.414 863.889 686.251 1227.695 0.370 0.211 0.496 0.564 nan nan nan nan nan nan
K01447.02 1.394 1.246 1.615 1.624 1.321 2.276 6443.292 6198.892 6651.890 4.159 3.927 4.297 0.206 0.046 0.342 9.274 9.135 9.416 853.187 690.333 1191.037 0.365 0.198 0.494 0.564 nan nan nan nan nan nan
K01448.01 0.937 0.893 0.977 0.912 0.854 1.054 5533.794 5453.413 5605.501 4.494 4.357 4.546 0.044 -0.103 0.190 9.696 9.235 10.031 1103.789 1027.002 1276.439 0.117 0.044 0.171 0.195 nan nan nan nan nan nan
K01449.01 0.988 0.928 1.040 0.978 0.895 1.120 5791.424 5699.258 5887.327 4.455 4.337 4.517 -0.040 -0.223 0.102 9.604 9.227 9.870 742.469 675.631 851.221 0.107 0.039 0.176 0.206 nan nan nan nan nan nan
K01450.01 1.169 1.071 1.334 1.261 1.084 1.752 6178.030 6029.416 6284.934 4.299 4.068 4.408 0.035 -0.118 0.165 9.472 9.246 9.617 735.885 624.749 1021.303 0.233 0.128 0.292 0.317 nan nan nan nan nan nan
K01451.01 0.930 0.877 0.975 0.900 0.837 1.005 5600.158 5524.437 5678.956 4.505 4.399 4.550 -0.050 -0.232 0.084 9.614 9.226 9.965 469.657 434.977 524.745 0.092 0.030 0.150 0.18 nan nan nan nan nan nan
K01452.01 1.402 1.248 1.619 1.650 1.344 2.323 6646.944 6484.486 6819.021 4.148 3.915 4.279 0.023 -0.155 0.141 9.265 9.155 9.374 1217.161 990.465 1705.227 0.149 0.050 0.259 0.318 nan nan nan nan nan nan
K01453.01 0.778 0.718 0.834 0.747 0.680 0.802 5161.476 5103.470 5247.458 4.590 4.535 4.638 -0.251 -0.480 -0.058 9.687 9.245 10.045 732.901 663.377 792.207 0.063 0.017 0.158 1.035 nan nan nan nan nan nan
K01455.01 1.071 0.985 1.173 1.107 0.956 1.353 5981.351 5758.386 6170.107 4.384 4.234 4.480 0.030 -0.130 0.165 9.530 9.241 9.750 1792.282 1526.699 2195.053 0.418 0.240 0.550 0.617 nan nan nan nan nan nan
K01456.01 1.029 0.964 1.086 1.029 0.933 1.219 5834.720 5686.633 5926.805 4.427 4.286 4.496 0.054 -0.099 0.202 9.596 9.233 9.837 1036.995 933.798 1224.843 0.401 0.281 0.462 0.49 nan nan nan nan nan nan
K01457.01 0.961 0.918 1.007 0.935 0.871 1.106 5536.757 5453.635 5602.907 4.483 4.330 4.537 0.127 -0.008 0.279 9.674 9.234 10.006 1185.537 1099.567 1400.593 0.163 0.084 0.204 0.22 nan nan nan nan nan nan
K01458.01 0.959 0.898 1.009 0.935 0.864 1.081 5686.199 5617.386 5801.073 4.478 4.352 4.537 -0.059 -0.247 0.086 9.630 9.234 9.939 1395.894 1281.584 1621.250 0.055 0.015 0.146 0.319 nan nan nan nan nan nan
K01459.01 0.608 0.583 0.633 0.586 0.564 0.606 4062.848 4026.578 4105.350 4.688 4.671 4.705 -0.078 -0.166 0.021 9.599 9.242 9.980 355.126 337.458 372.730 0.049 0.014 0.116 0.211 4007 85.0 4.69 0.036 -0.04 0.14
K01460.01 0.850 0.803 0.892 0.811 0.765 0.868 5259.745 5156.185 5332.224 4.558 4.486 4.591 -0.031 -0.203 0.128 9.672 9.244 10.050 878.126 821.431 940.696 0.250 0.135 0.313 0.338 nan nan nan nan nan nan
K01461.01 0.767 0.723 0.802 0.724 0.686 0.749 4807.061 4758.457 4854.188 4.611 4.579 4.633 -0.042 -0.206 0.125 9.550 9.211 9.979 735.124 694.342 765.960 0.094 0.031 0.147 0.172 nan nan nan nan nan nan
K01464.01 0.943 0.888 0.992 0.915 0.844 1.054 5582.966 5408.224 5699.862 4.496 4.370 4.549 0.034 -0.129 0.167 9.647 9.225 9.980 1019.290 931.431 1182.554 0.435 0.271 0.526 0.57 nan nan nan nan nan nan
K01465.01 1.039 0.984 1.101 1.042 0.948 1.310 5857.350 5768.122 5943.161 4.420 4.237 4.489 0.040 -0.117 0.180 9.594 9.234 9.829 832.607 751.362 1043.886 0.099 0.036 0.157 0.184 nan nan nan nan nan nan
K01466.01 0.849 0.817 0.878 0.794 0.764 0.826 4955.708 4914.438 4995.985 4.575 4.528 4.597 0.262 0.083 0.376 9.555 9.179 9.993 952.148 914.011 994.525 0.082 0.034 0.113 0.126 nan nan nan nan nan nan
K01467.01 0.806 0.752 0.853 0.774 0.717 0.821 5177.575 5126.920 5252.982 4.576 4.520 4.616 -0.151 -0.347 0.008 9.705 9.271 10.035 1000.446 922.559 1066.742 0.049 0.013 0.128 0.749 nan nan nan nan nan nan
K01469.01 1.154 1.060 1.312 1.236 1.062 1.744 6144.885 5971.362 6244.729 4.309 4.067 4.420 0.046 -0.108 0.182 9.496 9.261 9.642 1448.099 1231.477 2032.216 0.477 0.350 0.531 0.552 nan nan nan nan nan nan
K01470.01 0.943 0.881 1.012 0.923 0.844 1.091 5611.824 5466.946 5814.955 4.485 4.343 4.548 -0.021 -0.200 0.117 9.644 9.232 9.969 1268.838 1149.769 1502.386 0.210 0.075 0.378 0.528 nan nan nan nan nan nan
K01471.01 0.981 0.934 1.031 0.964 0.890 1.141 5672.497 5565.892 5751.004 4.466 4.320 4.524 0.072 -0.089 0.218 9.629 9.243 9.936 1253.125 1150.779 1484.069 0.178 0.082 0.229 0.251 nan nan nan nan nan nan
K01472.01 0.990 0.926 1.058 0.984 0.888 1.152 5760.954 5582.929 5902.409 4.455 4.320 4.521 0.014 -0.159 0.150 9.607 9.221 9.880 1032.637 923.776 1213.247 0.279 0.127 0.390 0.44 nan nan nan nan nan nan
K01473.01 0.884 0.831 0.925 0.845 0.791 0.913 5392.076 5319.140 5465.995 4.539 4.458 4.578 -0.034 -0.216 0.118 9.643 9.238 10.015 1050.702 977.563 1136.379 0.096 0.032 0.163 0.198 nan nan nan nan nan nan
K01474.01 1.444 1.396 1.498 1.586 1.492 1.707 6462.216 6385.557 6554.475 4.198 4.146 4.238 0.409 0.371 0.447 9.108 9.034 9.195 871.993 816.465 941.092 0.087 0.032 0.154 0.267 6438 113.0 4.235 0.071 0.44 0.04
K01475.01 0.666 0.642 0.683 0.635 0.614 0.650 4279.934 4235.881 4339.429 4.659 4.643 4.673 -0.041 -0.129 0.023 9.523 9.238 9.883 500.108 479.695 516.734 0.093 0.027 0.193 1.21 4217 90.0 4.663 0.023 -0.18 0.14
K01475.02 0.666 0.643 0.683 0.634 0.615 0.650 4280.007 4238.280 4337.506 4.659 4.643 4.673 -0.042 -0.129 0.024 9.525 9.247 9.870 499.886 479.808 516.559 0.094 0.031 0.191 1.21 4217 90.0 4.663 0.023 -0.18 0.14
K01475.03 0.665 0.642 0.683 0.634 0.613 0.650 4281.607 4237.725 4337.533 4.659 4.643 4.673 -0.044 -0.135 0.022 9.543 9.249 9.881 499.673 478.318 516.689 0.096 0.030 0.192 1.21 4217 90.0 4.663 0.023 -0.18 0.14
