koi rprs secthresh maxrad lhood_heb pr_heb lhood_heb_Px2 pr_heb_Px2 lhood_eb pr_eb lhood_eb_Px2 pr_eb_Px2 lhood_beb pr_beb lhood_beb_Px2 pr_beb_Px2 lhood_boxy pr_boxy lhood_long pr_long lhood_pl pr_pl lhood_tot fp FPP
K00102.02 0.008 16 4.00 7.840e-85 3.950e-87 2.790e-19 4.640e-23 5.300e-19 2.040e-20 1.100e-05 2.890e-08 1.830e-02 3.920e-03 2.610e-05 4.170e-06 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.290e+01 9.960e-01 1.292e+01 0.090 3.930e-03
K00103.01 0.027 46 0.50 1.560e-122 5.550e-124 3.550e-12 8.770e-16 4.700e-03 6.430e-04 4.450e-12 9.730e-15 1.230e-03 9.820e-06 8.080e-10 4.160e-12 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.810e+00 9.990e-01 4.816e+00 0.202 6.530e-04
K00104.01 0.039 23 0.50 2.300e-05 2.560e-08 2.560e-01 1.500e-05 5.360e-02 2.550e-04 3.270e-01 1.260e-04 7.470e-07 1.110e-10 4.570e-08 5.330e-12 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.600e+01 1.000e+00 3.664e+01 0.178 3.970e-04
K00105.01 0.030 27 0.50 3.410e-02 2.920e-04 4.600e-05 3.450e-09 5.500e-01 2.150e-02 1.880e-03 1.260e-06 1.090e-03 2.340e-06 2.380e-11 3.750e-14 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.470e+01 9.780e-01 1.529e+01 0.195 2.180e-02
K00106.01 0.182 19 0.50 2.270e-250 1.230e-247 3.300e-132 3.390e-130 1.970e-73 1.230e-69 5.610e-30 8.640e-27 2.370e-88 2.120e-85 3.220e-04 2.370e-01 0.000e+00 0.000e+00 8.340e-03 7.630e-01 6.850e-270 1.970e-266 8.662e-03 0.006 1.000e+00
K00107.01 0.021 17 0.50 0.000e+00 0.000e+00 1.380e-149 8.510e-154 5.770e-05 1.970e-06 2.860e-02 1.450e-05 2.310e-12 2.170e-15 1.640e-17 1.180e-20 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.070e+01 1.000e+00 1.073e+01 0.152 1.640e-05
K00108.01 0.021 21 0.50 1.910e-167 3.850e-169 3.870e-17 2.230e-21 3.900e-02 4.010e-03 4.430e-02 4.500e-05 4.690e-04 1.270e-06 5.630e-14 1.180e-16 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.990e+00 9.960e-01 7.074e+00 0.162 4.060e-03
K00108.02 0.035 68 0.81 1.580e-177 2.390e-177 1.960e-33 1.290e-35 3.570e-05 2.480e-04 6.480e-03 6.310e-04 4.740e-07 2.320e-07 5.020e-10 1.750e-10 6.390e-05 1.180e-05 0.000e+00 0.000e+00 3.950e-01 9.990e-01 4.016e-01 0.055 8.910e-04
K00109.01 0.200 40 0.50 1.030e-22 5.670e-22 9.420e-08 1.600e-08 7.160e-11 2.180e-09 2.740e-02 2.940e-02 1.580e-01 4.330e-01 2.900e-01 5.370e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.470e-13 2.460e-12 4.754e-01 0.008 1.000e+00
K00110.01 0.021 19 0.50 0.000e+00 0.000e+00 1.690e-20 1.360e-24 1.860e-03 1.480e-04 1.060e-10 1.510e-13 5.930e-07 9.680e-10 5.250e-09 4.480e-12 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.370e+00 1.000e+00 5.372e+00 0.202 1.480e-04
K00111.01 0.021 20 0.50 0.000e+00 0.000e+00 3.950e-31 5.120e-35 5.640e-09 7.980e-10 1.170e-12 2.240e-15 1.040e-13 2.750e-16 5.800e-09 8.580e-12 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.300e+00 1.000e+00 4.300e+00 0.214 8.070e-10
K00111.02 0.021 23 0.50 8.570e-223 8.880e-223 4.140e-27 2.180e-29 1.220e-10 5.760e-10 1.910e-09 1.190e-10 3.620e-13 4.240e-14 2.910e-09 3.330e-10 1.340e-04 7.810e-06 0.000e+00 0.000e+00 1.140e-01 1.000e+00 1.141e-01 0.215 7.810e-06
K00111.03 0.024 38 0.50 7.400e-109 9.910e-109 7.870e-23 6.220e-25 1.180e-06 6.940e-06 1.790e-03 1.000e-04 1.740e-03 3.880e-04 3.480e-08 2.530e-09 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.060e-01 1.000e+00 1.095e-01 0.206 4.960e-04
K00112.01 0.025 36 0.60 7.590e-304 1.330e-304 7.140e-42 7.210e-45 2.840e-04 2.150e-04 6.610e-14 4.280e-16 1.420e-05 6.800e-07 1.730e-09 3.290e-11 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.210e-01 1.000e+00 8.213e-01 0.200 2.160e-04
K00112.02 0.010 16 0.60 6.910e-229 9.180e-232 1.500e-18 1.050e-22 1.620e-14 1.790e-16 1.000e-04 1.080e-07 1.090e-02 1.020e-05 1.830e-06 1.560e-09 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.100e+01 1.000e+00 2.101e+01 0.112 1.030e-05
K00114.01 0.183 41 0.50 3.570e-260 8.200e-259 1.350e-26 4.290e-27 1.290e-20 2.080e-18 1.270e-03 5.770e-03 4.700e-03 6.710e-02 8.040e-02 9.270e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.820e-24 1.820e-22 8.637e-02 0.009 1.000e+00
K00115.01 0.025 22 0.50 0.000e+00 0.000e+00 5.230e-78 7.060e-83 2.850e-04 2.200e-06 1.440e-01 3.070e-05 1.090e-03 2.040e-07 2.220e-12 3.910e-16 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.390e+01 1.000e+00 3.405e+01 0.198 3.310e-05
K00115.02 0.015 24 0.63 1.490e-150 7.740e-153 8.240e-54 4.480e-58 3.530e-05 1.240e-06 8.820e-05 5.900e-08 5.990e-03 8.350e-06 5.460e-06 5.820e-09 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.010e+01 1.000e+00 1.011e+01 0.173 9.650e-06
K00115.03 0.005 11 2.79 2.370e-243 8.040e-243 1.130e-30 1.700e-31 9.190e-13 2.660e-11 3.040e-05 8.580e-05 8.050e-04 2.450e-02 1.270e-02 4.170e-01 1.770e-03 8.090e-04 2.260e-03 1.040e-03 5.430e-01 5.570e-01 5.606e-01 0.001 4.430e-01
K00116.01 0.024 42 0.50 6.780e-76 6.860e-78 4.310e-09 2.780e-13 8.490e-02 5.260e-03 4.780e-03 4.240e-06 3.660e-03 1.300e-05 2.210e-07 5.330e-10 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.610e+00 9.950e-01 8.703e+00 0.202 5.280e-03
K00116.02 0.026 45 0.63 8.350e-109 1.210e-109 1.880e-18 1.700e-21 2.540e-04 1.710e-04 2.830e-03 2.250e-05 4.970e-04 5.110e-05 2.660e-07 1.380e-08 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.080e+00 1.000e+00 1.084e+00 0.194 2.450e-04
K00116.03 0.007 20 3.30 1.840e-124 2.050e-125 2.690e-18 1.050e-20 1.030e-15 8.400e-16 2.430e-04 1.130e-05 1.580e-02 4.540e-02 7.990e-02 1.930e-01 9.030e-04 8.300e-06 1.710e-06 1.580e-08 9.150e-01 7.610e-01 1.012e+00 0.057 2.390e-01
K00116.04 0.012 37 2.01 4.510e-141 2.020e-140 1.160e-16 3.470e-18 5.420e-11 1.040e-09 1.430e-09 3.650e-10 1.270e-05 2.750e-04 2.160e-07 3.980e-06 5.270e-03 1.140e-03 0.000e+00 0.000e+00 4.870e-02 9.990e-01 5.398e-02 0.131 1.420e-03
K00117.01 0.019 32 0.78 2.670e-312 3.710e-313 1.160e-29 8.720e-33 3.540e-06 1.980e-06 1.320e-02 7.880e-05 8.520e-05 2.820e-06 1.850e-10 3.590e-12 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.090e+00 1.000e+00 1.103e+00 0.196 8.360e-05
K00117.02 0.011 13 0.66 2.820e-265 1.150e-267 7.290e-42 9.530e-46 5.210e-17 1.540e-18 3.360e-06 2.780e-09 1.100e-04 1.670e-07 3.130e-07 5.460e-10 1.520e-04 4.470e-08 0.000e+00 0.000e+00 8.630e+00 1.000e+00 8.630e+00 0.170 2.150e-07
K00117.03 0.010 16 0.78 0.000e+00 0.000e+00 2.840e-53 3.240e-57 3.510e-16 1.120e-17 8.580e-06 1.870e-08 4.030e-05 1.530e-07 1.460e-07 4.830e-10 0.000e+00 0.000e+00 1.120e-04 4.640e-08 5.250e+00 1.000e+00 5.250e+00 0.150 2.190e-07
K00117.04 0.007 21 2.10 1.430e-133 2.400e-134 5.070e-19 8.710e-22 1.300e-15 1.820e-15 2.210e-05 5.180e-07 5.790e-04 1.990e-04 1.170e-04 3.310e-05 3.300e-03 2.280e-05 0.000e+00 0.000e+00 8.450e-01 1.000e+00 8.490e-01 0.100 2.560e-04
K00118.01 0.016 25 0.63 4.310e-173 5.670e-174 8.070e-19 4.170e-22 3.820e-04 2.250e-04 2.270e-08 1.140e-10 4.470e-06 1.090e-07 1.770e-12 3.740e-14 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.090e+00 1.000e+00 1.090e+00 0.212 2.250e-04
K00119.01 0.037 37 1.29 1.380e-184 2.470e-185 1.780e-48 1.270e-51 5.700e-05 4.710e-05 5.100e-10 2.980e-12 1.540e-05 3.460e-06 2.990e-16 2.500e-17 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.640e+00 1.000e+00 2.640e+00 0.053 5.060e-05
K00119.02 0.035 65 1.17 3.900e-54 6.830e-54 5.670e-32 6.070e-34 3.660e-03 3.390e-02 1.590e-04 1.820e-05 3.670e-04 3.830e-04 1.510e-12 1.210e-12 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.910e-01 9.660e-01 2.952e-01 0.052 3.430e-02
K00120.01 0.017 60 2.04 7.560e-05 2.640e-06 6.290e-03 1.460e-06 4.080e-01 7.080e-02 6.000e-03 1.900e-05 2.400e-03 2.280e-04 1.610e-05 1.120e-06 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.630e+00 9.290e-01 3.053e+00 0.210 7.110e-02
K00121.01 0.243 51 0.50 2.790e-156 8.230e-155 5.860e-24 2.210e-24 5.010e-14 9.140e-12 4.410e-03 2.180e-02 3.490e-02 3.780e-01 8.250e-02 6.010e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.270e-11 4.860e-11 1.218e-01 0.001 1.000e+00
K00122.01 0.020 21 0.50 3.610e-44 2.020e-45 7.690e-11 2.400e-14 1.010e-01 3.000e-02 6.630e-03 2.440e-05 4.910e-05 1.490e-07 3.230e-16 5.600e-19 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.500e+00 9.700e-01 2.608e+00 0.191 3.010e-02
K00123.01 0.018 10 0.50 5.580e-170 1.650e-172 6.650e-25 3.090e-29 1.710e-05 3.660e-07 3.290e-03 1.440e-06 1.950e-03 1.750e-06 7.240e-08 4.700e-11 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.200e+01 1.000e+00 1.201e+01 0.206 3.550e-06
K00123.02 0.017 27 0.51 0.000e+00 0.000e+00 3.370e-83 1.760e-84 9.590e-09 6.160e-07 1.730e-03 1.530e-03 1.720e-40 4.410e-40 7.230e-41 1.410e-40 1.660e-03 1.200e-03 0.000e+00 0.000e+00 7.450e-03 9.970e-01 1.084e-02 0.208 2.730e-03
K00124.01 0.014 57 0.66 0.000e+00 0.000e+00 1.650e-83 6.710e-86 1.000e-05 3.720e-05 4.070e-04 1.720e-05 1.340e-06 1.660e-07 1.770e-13 1.370e-14 5.030e-04 1.440e-05 0.000e+00 0.000e+00 1.940e-01 1.000e+00 1.949e-01 0.166 6.900e-05
K00124.02 0.017 35 0.63 3.080e-268 4.780e-269 1.400e-24 1.270e-27 1.850e-03 1.490e-03 1.060e-02 6.930e-05 1.650e-06 6.930e-08 2.580e-13 5.250e-15 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.300e-01 9.980e-01 6.425e-01 0.204 1.560e-03
K00125.01 0.138 172 0.50 6.090e-107 2.470e-108 1.450e-31 5.280e-35 2.550e-04 5.520e-05 9.400e-05 3.570e-07 1.420e-04 7.220e-07 2.590e-20 7.150e-23 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.060e+00 1.000e+00 7.060e+00 0.074 5.630e-05
K00126.01 0.106 169 0.50 0.000e+00 0.000e+00 4.860e-171 4.050e-172 6.460e-21 4.080e-19 1.500e-06 9.060e-07 6.570e-19 3.750e-18 3.660e-41 1.200e-40 4.450e-03 3.180e-03 0.000e+00 0.000e+00 2.660e-02 9.970e-01 3.105e-02 0.074 3.180e-03
K00126.02 0.004 15 2.46 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
K00127.01 0.096 33 0.50 1.930e-298 5.040e-300 1.170e-50 1.690e-53 1.590e-05 3.170e-06 7.800e-06 1.190e-07 7.290e-08 6.820e-10 5.680e-25 4.770e-27 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.240e+00 1.000e+00 2.240e+00 0.067 3.280e-06
K00128.01 0.099 31 0.50 9.610e-276 1.760e-276 1.600e-30 7.220e-33 1.000e-05 1.220e-05 3.340e-05 1.290e-06 5.400e-05 2.520e-06 9.400e-23 4.730e-24 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.390e-01 1.000e+00 4.391e-01 0.072 1.600e-05
K00129.01 0.076 133 0.50 0.000e+00 0.000e+00 8.410e-84 3.100e-86 7.590e-07 3.340e-06 2.230e-05 1.450e-06 5.880e-20 7.390e-21 7.020e-41 6.660e-42 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.100e-01 1.000e+00 3.100e-01 0.071 4.790e-06
K00130.01 0.113 53 0.50 1.400e-78 1.450e-79 2.470e-25 2.280e-28 4.800e-02 3.420e-02 5.630e-07 6.160e-09 4.590e-04 3.000e-05 9.070e-19 4.120e-20 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.150e+00 9.660e-01 2.198e+00 0.062 3.420e-02
K00131.01 0.074 39 0.50 0.000e+00 0.000e+00 4.740e-55 2.170e-58 1.230e-11 1.510e-12 7.000e-04 2.430e-06 5.710e-26 4.590e-28 3.080e-21 2.390e-23 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.500e+00 1.000e+00 5.501e+00 0.073 2.430e-06
K00132.01 0.100 157 0.50 5.780e-47 1.130e-46 3.750e-08 6.970e-10 3.080e-04 3.460e-03 5.310e-02 1.890e-02 6.970e-02 2.380e-02 2.610e-03 5.000e-04 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.230e-01 9.530e-01 2.487e-01 0.077 4.670e-02
K00133.01 0.066 134 0.84 0.000e+00 0.000e+00 1.190e-106 1.360e-106 2.520e-58 7.520e-56 7.710e-08 9.020e-07 2.830e-26 9.170e-25 1.760e-16 3.990e-15 0.000e+00 0.000e+00 8.490e-03 2.440e-02 3.260e-03 9.760e-01 1.175e-02 0.053 2.440e-02
K00134.01 0.064 229 1.20 0.000e+00 0.000e+00 4.190e-134 1.140e-136 9.430e-07 2.280e-06 3.200e-04 1.200e-05 2.630e-11 1.880e-11 1.670e-16 3.440e-17 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.130e-01 1.000e+00 8.133e-01 0.058 1.420e-05
K00135.01 0.082 28 0.50 1.780e-275 4.650e-278 9.700e-90 1.120e-93 1.020e-04 2.320e-06 2.810e-09 5.330e-12 1.530e-13 9.200e-17 5.930e-22 3.290e-25 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.800e+01 1.000e+00 1.800e+01 0.066 2.320e-06
K00136.01 0.113 94 0.50 5.090e-13 1.680e-14 7.680e-02 4.500e-05 2.390e+00 4.190e-01 2.630e-01 1.460e-03 3.800e-01 2.340e-03 3.250e-04 1.420e-06 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.950e+00 5.770e-01 7.060e+00 0.070 4.230e-01
K00137.01 0.043 29 0.50 7.260e-167 6.740e-169 9.560e-37 1.070e-40 2.170e-04 1.150e-05 7.640e-03 8.250e-06 7.220e-04 1.340e-06 1.090e-14 1.490e-17 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.410e+01 1.000e+00 2.411e+01 0.078 2.110e-05
K00137.02 0.052 41 0.50 1.620e-68 1.210e-69 9.130e-12 5.250e-15 5.580e-02 2.010e-02 3.160e-02 1.860e-04 9.920e-03 1.350e-04 4.630e-18 4.110e-20 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.140e+00 9.800e-01 7.237e+00 0.051 2.040e-02
K00137.03 0.018 25 0.50 3.420e-105 3.830e-106 8.870e-13 4.590e-15 3.430e-04 3.210e-04 6.100e-06 5.270e-07 2.460e-08 1.730e-09 3.490e-17 2.200e-18 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.660e-01 1.000e+00 1.663e-01 0.204 3.210e-04
K00138.01 0.126 95 0.50 1.540e-35 1.790e-35 3.290e-09 6.050e-11 4.200e-02 2.050e-01 6.970e-02 5.530e-03 1.640e-02 1.050e-02 8.360e-04 2.240e-04 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.100e-01 7.780e-01 3.389e-01 0.064 2.220e-01
K00139.01 0.057 173 0.50 4.020e-177 2.190e-177 6.380e-50 4.850e-52 8.580e-05 2.400e-04 8.740e-06 5.670e-07 3.160e-03 3.020e-04 9.070e-12 4.790e-13 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.240e-01 9.990e-01 7.273e-01 0.051 5.430e-04
K00139.02 0.012 15 0.51 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.330e-29 1.370e-25 1.660e-20 1.530e-17 0.000e+00 0.000e+00 5.230e-243 3.480e-240 4.720e-03 1.000e+00 0.000e+00 0.000e+00 8.430e-193 5.700e-188 4.720e-03 0.140 1.000e+00
K00140.01 0.033 125 0.50 0.000e+00 0.000e+00 1.400e-89 3.320e-89 5.480e-43 7.850e-40 7.060e-07 2.090e-05 3.180e-03 6.700e-01 1.550e-11 1.920e-09 0.000e+00 0.000e+00 9.610e-03 2.480e-01 4.270e-05 8.180e-02 1.283e-02 0.104 9.180e-01
K00141.01 0.052 35 0.50 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
K00143.01 0.052 462 0.50 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
K00144.01 0.036 24 0.50 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
K00145.01 0.050 251 0.57 4.460e-96 5.030e-96 6.680e-24 5.450e-26 5.660e-02 7.900e-01 1.370e-02 1.750e-03 1.730e-03 5.850e-04 1.060e-07 1.350e-08 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.410e-02 2.080e-01 1.361e-01 0.030 7.920e-01
K00146.01 0.327 101 2.34 1.380e-24 1.500e-23 2.130e-07 6.720e-08 5.090e-05 3.590e-03 1.820e-02 6.700e-02 1.230e-04 7.520e-03 2.140e-02 9.220e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.040e-05 7.980e-06 3.978e-02 0.001 1.000e+00
K00147.01 0.336 448 0.50 3.250e-20 1.040e-20 5.610e-05 6.160e-07 5.420e-01 9.580e-01 2.870e-01 2.190e-02 2.810e-01 1.590e-02 5.530e-02 2.340e-03 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.940e-02 1.760e-03 1.265e+00 0.001 9.980e-01
K00148.01 0.019 24 0.50 9.860e-118 1.760e-120 1.210e-19 7.910e-24 5.110e-17 5.180e-19 1.400e-02 6.860e-06 1.180e-03 1.790e-06 9.550e-06 1.460e-08 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.310e+01 1.000e+00 2.312e+01 0.184 8.660e-06
K00148.02 0.028 36 0.50 3.820e-55 2.930e-57 5.630e-10 2.600e-14 7.640e-05 2.780e-06 2.100e-10 1.170e-13 3.630e-03 1.030e-05 8.060e-11 1.170e-13 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.940e+01 1.000e+00 1.940e+01 0.205 1.310e-05
K00148.03 0.021 61 0.50 6.660e-25 6.850e-26 9.540e-14 7.000e-17 1.430e-06 5.990e-07 7.700e-10 3.660e-12 3.720e-03 1.920e-04 5.650e-07 1.690e-08 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.870e+00 1.000e+00 1.874e+00 0.201 1.920e-04
K00149.01 0.028 29 0.50 0.000e+00 0.000e+00 5.460e-44 1.380e-46 1.120e-20 2.360e-20 8.590e-09 2.300e-10 4.340e-14 2.240e-15 1.530e-34 5.180e-36 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.440e-01 1.000e+00 3.440e-01 0.168 2.300e-10
K00150.01 0.026 30 0.50 4.410e-305 5.030e-307 1.180e-28 1.280e-32 3.210e-11 2.370e-12 8.460e-05 1.070e-07 1.260e-02 3.470e-05 4.140e-08 1.150e-10 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.980e+00 1.000e+00 6.993e+00 0.213 3.480e-05
K00150.02 0.026 49 0.50 1.390e-279 8.390e-281 7.230e-23 2.700e-26 5.290e-06 1.230e-06 2.100e-03 5.480e-06 8.620e-05 1.220e-06 6.460e-09 6.460e-11 2.170e-05 6.960e-08 0.000e+00 0.000e+00 2.610e+00 1.000e+00 2.612e+00 0.212 8.000e-06
K00151.01 0.046 113 0.50 2.270e-38 4.000e-39 1.090e-06 3.200e-09 1.040e+00 8.980e-01 6.510e-01 1.690e-02 5.220e-01 2.580e-02 2.230e-02 7.560e-04 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.650e-02 5.820e-02 2.332e+00 0.070 9.420e-01
K00152.01 0.049 129 0.50 0.000e+00 0.000e+00 9.980e-151 4.630e-152 6.450e-09 2.120e-07 1.630e-03 7.360e-04 6.070e-09 2.540e-08 1.650e-18 2.190e-18 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.890e-02 9.990e-01 6.053e-02 0.051 7.360e-04
K00152.02 0.025 98 0.50 0.000e+00 0.000e+00 2.490e-42 9.650e-42 7.480e-14 2.470e-10 4.610e-06 2.210e-04 6.530e-06 1.590e-03 2.410e-09 4.240e-07 4.460e-03 1.990e-01 0.000e+00 0.000e+00 1.400e-04 7.990e-01 4.611e-03 0.193 2.010e-01
K00152.03 0.023 67 0.50 0.000e+00 0.000e+00 9.220e-279 2.920e-280 3.270e-10 6.010e-09 4.960e-04 1.600e-04 1.660e-19 2.120e-19 1.070e-28 8.400e-29 1.990e-03 3.940e-04 0.000e+00 0.000e+00 2.490e-02 9.990e-01 2.739e-02 0.200 5.540e-04
K00152.04 0.021 172 1.50 5.390e-20 6.110e-21 2.270e-08 3.140e-11 2.220e-01 1.290e-01 5.680e-03 1.260e-04 2.670e-03 1.980e-03 1.240e-04 3.210e-05 9.080e-04 1.590e-05 0.000e+00 0.000e+00 7.170e-01 8.690e-01 9.484e-01 0.210 1.310e-01
K00153.01 0.031 39 0.50 9.740e-23 6.960e-25 3.770e-07 3.230e-11 3.300e-08 9.350e-10 1.680e-04 9.380e-08 1.490e-02 8.190e-06 3.630e-09 1.300e-12 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.910e+01 1.000e+00 1.912e+01 0.211 8.290e-06
K00153.02 0.026 29 0.50 1.930e-41 1.880e-43 7.020e-08 2.720e-11 4.090e-23 1.840e-24 3.520e-06 6.400e-09 1.720e-02 2.200e-05 3.730e-08 5.410e-11 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.710e+00 1.000e+00 4.727e+00 0.210 2.200e-05
K00155.01 0.025 18 0.50 0.000e+00 0.000e+00 1.790e-129 2.510e-131 9.750e-33 3.970e-32 6.840e-05 7.140e-06 6.490e-05 8.050e-06 2.790e-17 3.350e-18 0.000e+00 0.000e+00 8.530e-03 3.990e-04 6.530e-02 1.000e+00 7.396e-02 0.202 4.140e-04
K00156.01 0.022 39 0.50 4.360e-76 4.080e-78 8.920e-20 1.260e-23 1.060e-27 2.970e-29 7.330e-10 2.350e-13 2.410e-03 3.190e-06 8.080e-09 1.030e-11 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.490e+01 1.000e+00 1.490e+01 0.147 3.190e-06
K00156.02 0.017 41 0.50 0.000e+00 0.000e+00 3.020e-33 2.290e-35 3.080e-22 3.360e-22 7.510e-07 2.830e-08 1.220e-03 7.760e-05 7.990e-09 5.520e-10 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.630e-01 1.000e+00 3.642e-01 0.106 7.760e-05
K00156.03 0.035 60 0.50 2.240e-67 2.140e-69 8.340e-16 9.690e-20 1.570e-12 6.620e-14 2.100e-04 1.520e-07 1.860e-02 2.340e-05 3.710e-09 2.840e-12 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.560e+01 1.000e+00 1.562e+01 0.214 2.360e-05
K00157.01 0.025 41 0.50 0.000e+00 0.000e+00 5.410e-70 1.120e-73 7.230e-07 7.720e-08 5.680e-03 1.070e-05 1.820e-04 1.660e-06 2.150e-10 1.260e-12 4.790e-07 5.260e-10 0.000e+00 0.000e+00 4.510e+00 1.000e+00 4.516e+00 0.198 1.240e-05
K00157.02 0.028 55 0.50 3.640e-212 5.800e-214 2.360e-29 3.260e-33 2.680e-06 2.240e-07 4.120e-03 5.150e-06 6.680e-05 6.380e-07 1.820e-09 1.560e-11 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.920e+00 1.000e+00 5.924e+00 0.181 6.010e-06
K00157.03 0.036 109 0.50 3.760e-65 3.620e-66 3.350e-14 2.520e-17 1.790e-01 9.320e-02 9.480e-02 5.640e-04 1.240e-02 8.180e-04 7.070e-09 2.190e-10 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.950e+00 9.050e-01 2.236e+00 0.100 9.460e-02
K00157.04 0.022 76 0.50 8.440e-214 5.870e-213 6.140e-36 3.280e-37 5.870e-07 2.110e-05 1.410e-04 6.030e-05 5.430e-07 3.300e-06 1.740e-10 4.890e-10 4.360e-03 3.440e-03 0.000e+00 0.000e+00 1.370e-02 9.960e-01 1.820e-02 0.209 3.530e-03
K00157.05 0.030 146 0.50 2.090e-171 7.330e-172 1.230e-40 3.560e-43 5.080e-06 8.050e-06 2.140e-03 6.020e-05 1.260e-04 2.290e-05 8.070e-10 6.880e-11 2.560e-05 1.590e-06 0.000e+00 0.000e+00 4.040e-01 1.000e+00 4.063e-01 0.162 9.270e-05
K00157.06 0.016 41 0.60 0.000e+00 0.000e+00 2.010e-109 1.620e-110 7.190e-11 3.890e-09 1.390e-16 1.610e-16 2.460e-09 2.170e-08 3.430e-09 1.550e-08 3.100e-03 1.520e-03 0.000e+00 0.000e+00 9.140e-03 9.980e-01 1.224e-02 0.182 1.520e-03
K00158.01 0.020 37 0.50 1.700e-98 1.310e-98 1.060e-17 3.270e-19 3.770e-12 2.090e-11 1.480e-03 3.680e-04 5.230e-03 1.420e-03 1.380e-03 3.530e-04 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.920e-02 9.980e-01 5.729e-02 0.208 2.140e-03
K00159.01 0.022 26 0.50 0.000e+00 0.000e+00 9.980e-28 1.660e-31 5.910e-07 7.810e-08 2.200e-04 5.600e-07 6.740e-04 3.540e-06 1.060e-09 3.870e-12 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.870e+00 1.000e+00 3.871e+00 0.207 4.180e-06
K00159.02 0.010 21 1.50 2.890e-76 1.150e-77 4.480e-16 5.000e-19 1.210e-03 3.410e-04 1.030e-01 2.150e-03 1.680e-02 2.620e-03 1.660e-02 2.050e-03 8.090e-04 1.950e-06 0.000e+00 0.000e+00 1.290e+00 9.930e-01 1.428e+00 0.107 7.170e-03
