,FPP,L_beb,L_beb_Px2,L_boxy,L_eb,L_eb_Px2,L_heb,L_heb_Px2,L_long,L_pl,fp,fpV,lhood_beb,lhood_beb_Px2,lhood_boxy,lhood_eb,lhood_eb_Px2,lhood_heb,lhood_heb_Px2,lhood_long,lhood_pl,pr_beb,pr_beb_Px2,pr_boxy,pr_eb,pr_eb_Px2,pr_heb,pr_heb_Px2,pr_long,pr_pl
K00094.03,0.0031612,3.919416e-17,9.68981e-38,0.0,4.4352e-08,1.412e-07,4.66466e-12,1.43950005283e-25,0.0,5.644e-05,0.05,0.031876,3.99456e-15,3.018386e-35,0.0,8.6936e-06,0.003328,4.09257e-09,2.02770006475e-20,0.0,0.03498,7.212056e-13,1.722156e-33,0.0,0.00080056,0.002355,8.48908e-08,2.54540010625e-21,0.0,0.9968
K00094.04,0.0002942,1.851e-05,1.0547e-08,1.46e-08,2.908e-20,3.075e-10,9.8831e-17,1.2623e-09,0.0,0.06299,0.163,0.009527,0.014479,9.979e-06,0.000293,7.767e-18,1.215e-06,1.3961e-13,3.353e-05,0.0,2.94,0.0002939,1.6887e-07,2.325e-07,4.631e-19,4.867e-09,1.5694e-15,2.01e-08,0.0,1.0
K00097.01,1.6995e-07,2.65266e-35,3.80191110001e-48,0.0,2.498e-08,9.261e-14,7.98681e-11,3.07239e-16,0.0,0.1481,0.05,1.7039e-06,1.076236e-31,1.86959730001e-44,0.0,4.0514e-06,1.4418e-09,5.424885e-08,1.14393e-11,0.0,17.66,1.808709e-34,2.55411360001e-47,0.0,1.6941e-07,6.319e-13,5.39662e-10,2.10727e-15,0.0,1.0
K00098.01,2.557559e-10,5.85388380016e-65,2.62962456844e-98,0.0,6.772493e-12,1.66497e-20,2.36900506474e-15,6.1277e-16,0.0,0.02628,0.077,3.92547e-09,3.92931550011e-61,3.2892646853e-94,0.0,8.1836557e-10,2.84258e-16,9.7090208604e-13,3.3007e-11,0.0,2.462,2.26640732006e-63,9.9689326649e-97,0.0,2.55698493e-10,6.3241e-19,8.9780197564e-14,2.35177e-14,0.0,1.0
K00100.01,0.598,4.096e-06,2.0025e-07,0.0,0.004271,2.2638e-05,0.0003003,1.657e-06,0.0,0.00309,0.062,18.26,0.009247,0.0008721,0.0,0.2494,0.14953,0.0793,0.05534,0.0,0.3486,0.0005324,2.6255e-05,0.0,0.555,0.0029745,0.03917,0.0002158,0.0,0.402
K00102.01,3.5952e-05,7.993e-06,4.7150041283e-28,0.0,2.8831618e-12,1.9961e-09,4.1610000301e-17,2.7963e-11,0.0,0.2249,0.167,0.001196,0.00066031,5.8930051407e-26,0.0,6.4823628e-10,8.281e-06,3.5110000259e-14,7.4205e-07,0.0,7.221,3.5951e-05,2.02280182185e-27,0.0,1.2940703e-11,8.799e-09,1.88130001319e-16,1.2339e-10,0.0,1.0
K00102.02,0.08876,0.0001777,1.2092e-05,0.0,8.403e-23,1.4914e-09,5.71038e-18,1.3417e-10,9.72e-10,0.001947,0.087,1.68,0.01434,0.0014159,0.0,1.7418e-20,8.523e-06,6.67322e-15,4.661e-06,1.94e-05,0.2136,0.08314,0.005652,0.0,3.9371e-20,6.984e-07,2.66453e-15,6.295e-08,4.552e-07,0.9111
K00103.01,0.7332,9.35e-06,6.3407e-08,0.0,1.4533e-06,6.905e-07,1.2885e-08,1.3768e-07,0.0,5.1901e-06,0.202,192.89,0.02805,0.00027566,0.0,0.0002987,0.010688,8.618e-06,0.0088526,0.0,0.00061949,0.5871,0.0044153,0.0,0.0897,0.04214,0.0008253,0.0090617,0.0,0.26676
K00104.01,0.0024644,5.152673e-11,5.722e-14,0.0,0.0019719,3.2393e-05,7.735e-06,2.189e-06,0.0,0.8152,0.191,0.09379,4.985596e-07,6.591e-10,0.0,0.64281,0.13284,0.009287,0.04228,0.0,39.29,6.273292e-11,7.048e-14,0.0,0.0024119,3.921e-05,9.382e-06,2.704e-06,0.0,0.9977
K00105.01,0.007908,3.6308e-07,7.0904e-14,0.0,0.0010318,2.6793e-11,0.00015746,7.62887e-09,0.0,0.1492,0.185,0.2935,0.0008325,2.213e-10,0.0,0.13396,3.4032e-07,0.07873,0.000438811,0.0,12.05,2.4206e-06,4.7548e-13,0.0,0.006855,1.7844e-10,0.0010468,5.05337e-08,0.0,0.9921
K00106.01,1.0,3.595234e-72,2.26000000394e-10,0.0,2.758228e-28,9.357e-08,3.583e-26,5.964e-11,0.0,3.0618e-39,0.001,1.0657e+31,4.899781e-69,6.12200001064e-07,0.0,4.175098e-26,0.0001939,2.1941e-23,5.92e-07,0.0,8.034e-36,4.389521e-65,0.00272500000487,0.0,3.594935e-21,0.9966,4.4748e-19,0.0006703,0.0,3.531e-32
K00107.01,3.8857e-10,1.42318e-30,1.25243800002e-44,0.0,2.91554e-11,2.3982e-20,1.897200917e-18,1.98957e-12,0.0,0.07967,0.161,1.24712e-08,8.9572e-27,1.07447700001e-40,0.0,3.9727e-09,2.541e-16,1.038000509e-15,7.1635e-08,0.0,4.821,1.8273e-29,1.56376900002e-43,0.0,3.6425e-10,2.9611e-19,2.36740115e-17,2.47894e-11,0.0,1.0
K00108.01,0.0005989,6.1088e-08,1.73000000001e-15,0.0,4.459e-05,2.63300000167e-06,1.1766e-08,1.5878e-10,0.0,0.07892,0.181,0.02159,0.000334004,1.27000000001e-11,0.0,0.007263,0.0469700000289,6.541e-06,1.3572e-05,0.0,7.745,7.7169e-07,2.18700000001e-14,0.0,0.0005648,3.33200000212e-05,1.4835e-07,2.003e-09,0.0,0.9993
K00108.02,8.959e-05,5.433e-10,2.12759e-16,0.0,4.074e-08,1.1426e-17,8.078e-12,1.90358001507e-22,0.0,0.0004591,0.058,0.0010325,4.1726e-06,2.25451e-12,0.0,2.517e-05,8.0682e-13,1.5634e-08,8.3308000529e-17,0.0,0.6941,1.2156e-06,4.62931e-13,0.0,8.832e-05,2.5007e-14,1.7503e-08,3.9090000341e-19,0.0,1.0
K00109.01,1.0,0.000161,3.572e-05,0.0,0.00023861,1.9339e-05,7.383e-12,1.49469e-06,0.0,1.9605e-09,0.001,254780.0,0.2953,0.10938,0.0,0.03509,0.10353,5.181e-09,0.050062,0.0,1.3348e-05,0.398,0.08926,0.0,0.4613,0.04772,1.829e-08,0.0037055,0.0,4.38978e-06
K00110.01,0.00014107,2.48053538e-08,1.2399e-16,0.0,6.299e-06,5.69000000003e-06,6.0726e-07,2.0784e-12,0.0,0.08889,0.193,0.005421,0.000202984442,1.923e-12,0.0,0.0005837,0.0450100000003,0.000262953,1.1454e-07,0.0,5.905,2.78137631e-07,1.4027e-15,0.0,7.093e-05,6.31600000004e-05,6.7854e-06,2.3403e-11,0.0,1.0
K00111.01,5.6129e-07,1.88518e-08,2.86000000023e-18,0.0,1.45646e-15,1.3131444e-18,1.852132018e-19,5.994e-13,0.0,0.03364,0.214,2.39019e-05,0.000126004,3.49100000028e-14,0.0,1.54026e-13,1.7082638e-14,8.61161584e-17,5.041e-08,0.0,2.43,5.6128e-07,8.55200000066e-17,0.0,4.3402e-14,3.914218e-17,5.49639479e-18,1.7923e-11,0.0,1.0
K00111.02,5.946e-08,1.006e-09,1.0925e-14,2.42e-11,2.1051e-11,8.0313658794e-13,8.976636e-15,6.12083e-16,0.0,0.01757,0.215,2.5396e-06,1.009e-05,1.0948e-10,4.84e-07,4.601e-09,2.4981097238e-08,7.492303e-12,1.017096e-10,0.0,2.138,5.676e-08,6.216e-13,1.375e-09,1.1886e-09,4.5482074449e-11,5.099734e-13,3.46666e-14,0.0,1.0
K00111.03,2.797e-05,1.2142e-07,7.307e-12,4.9e-11,1.28425e-08,4.0027e-17,1.3526e-13,8.4596e-17,0.0,0.004786,0.206,0.0011466,0.0011324,1.9616e-07,9.79e-07,3.7978e-06,1.0261e-12,1.5729e-10,1.44889e-11,0.0,1.0165,2.526e-05,1.5283e-09,1.024e-08,2.695e-06,8.285e-15,2.8227e-11,1.76912e-14,0.0,1.0
K00112.01,1.7873e-05,3.5836e-10,5.103131e-15,0.0,2.333e-07,3.36e-18,1.1361e-11,4.308e-16,0.0,0.01314,0.199,0.0007072,2.9534e-06,1.0500268e-10,0.0,6.944e-05,1.1946e-13,1.1938e-08,7.718e-11,0.0,2.904,2.7558e-08,3.8281994e-13,0.0,1.7854e-05,2.5659e-16,8.636e-10,3.261e-14,0.0,1.0
K00112.02,8.312e-06,2.0592e-06,2.3939e-11,0.0,5.212e-17,8.131e-09,4.5713e-15,8.851e-09,0.0,0.2502,0.115,0.00018992,0.012454,1.5719e-07,0.0,1.8645e-14,3.95e-05,1.0389e-11,0.000332,0.0,20.41,8.248e-06,9.539e-11,0.0,2.09e-16,3.231e-08,1.8415e-14,3.541e-08,0.0,1.0
K00114.01,1.0,1.1315e-06,2.317e-05,0.0,8.518e-09,5.235e-06,2.8987e-12,2.5798e-07,0.0,4.9962e-13,0.001,46014000.0,0.0018986,0.04746,0.0,7.768e-07,0.019008,1.2403e-09,0.005249,0.0,3.4687e-09,0.039413,0.7775,0.0,0.00029383,0.1743,1.0112e-07,0.008579,0.0,1.74108e-08
K00115.01,0.0001628,1.240200676e-08,7.83013481e-20,0.0,4.91095e-05,3.21601482e-06,2.768971e-07,1.024567e-10,0.0,0.3213,0.195,0.0063277,0.0001145100619,7.56076459e-16,0.0,0.00782852,0.01263005902,0.0002885063,3.92303e-06,0.0,16.64,3.88000203e-08,2.46259148e-19,0.0,0.0001520218,9.910047e-06,8.554005e-07,3.18579e-10,0.0,1.0
K00115.02,0.0002277,6.914e-07,1.26484e-10,4.97e-11,1.2586e-05,8.675e-10,8.65e-06,6.276e-08,0.0,0.09621,0.166,0.007507,0.003887,8.9846e-07,9.95e-07,0.001757,4.1828e-06,0.006531,0.002353,0.0,6.848,7.2e-06,1.32295e-09,5.171e-10,0.00013021,8.982e-09,8.97e-05,6.533e-07,0.0,1.0
K00116.01,0.0008925,2.607e-06,1.24775e-12,0.0,0.00010914,1.449965e-09,4.1571e-06,1.4901e-09,0.0,0.1298,0.212,0.03772,0.007706,5.4927e-09,0.0,0.013865,1.606093e-05,0.0025802,8.92e-05,0.0,11.32,2.01e-05,9.6017e-12,0.0,0.0008399,1.12274e-08,3.2155e-05,1.1492e-08,0.0,0.999
K00116.02,5.665e-05,5.0661e-09,1.38844e-14,2.28e-09,2.35644e-07,5.99800000084e-10,1.27011e-11,9.33447e-16,0.0,0.004285,0.204,0.0023064,1.05243e-05,5.55107e-11,4.56e-05,5.83858e-05,1.52760000022e-05,1.26469e-08,1.155222e-10,0.0,0.791,1.17777e-06,3.23912e-12,5.313e-07,5.49163e-05,1.39410000019e-07,2.9549e-09,2.167901e-13,0.0,1.0
K00116.03,0.02915,0.0001535,0.0002349,1.56e-08,3.0202e-17,3.198e-08,3.82374e-15,1.2028e-08,4.29e-11,0.01293,0.067,0.3975,0.01768,0.0325,0.000312,6.6451e-15,0.0001784,3.8665e-12,0.0003298,8.57e-07,2.402,0.011523,0.01763,1.17e-06,2.261e-15,2.401e-06,2.87008e-13,9.026e-07,3.218e-09,0.9709
K00116.04,0.001893,7.965e-09,1.518304e-11,2.54e-07,3.1843e-13,1.98302913e-13,5.68074e-15,4.4146328e-12,0.0,0.000138,0.096,0.03608,2.1073e-06,4.566892e-09,0.00507,6.81e-11,4.1400615e-09,4.38194e-12,3.7830337e-07,0.0,0.03873,5.805e-05,1.087257e-07,0.001834,2.2805e-09,1.41002139e-09,4.08479e-11,3.1871241e-08,0.0,0.998
K00117.01,0.00010798,6.234e-07,1.420503097e-16,0.0,1.7062e-09,6.681e-15,1.7773e-12,3.9406e-12,0.0,0.005816,0.19,0.004072,0.0026261,9.71002121e-13,0.0,2.449e-07,9.203e-11,7.9083e-10,2.23437e-07,0.0,0.521,0.00010774,2.43150528e-14,0.0,2.93e-07,1.1418e-12,3.0649e-10,6.8131e-10,0.0,1.0
K00117.02,6.236e-08,1.456845e-11,4.45025e-11,7.42e-09,8.7881e-28,3.5296e-13,2.0581616e-16,4.433e-10,0.0,0.1272,0.185,2.294e-06,9.12128e-09,2.40701e-08,0.000148,1.84312e-25,3.6474e-09,1.9327486e-13,1.654e-05,0.0,5.858,1.1422155e-10,3.4943e-10,5.842e-08,6.9184e-27,2.7674e-12,1.6219261e-15,3.484e-09,0.0,1.0
K00117.03,0.01492,2.47963079e-11,3.483e-10,0.0,2.0122e-24,1.343e-10,7.14969e-19,2.163e-10,2.57e-07,1.735e-05,0.152,0.4592,1.060200766e-07,1.6334e-06,0.0,6.0384e-22,8.081e-07,1.020981e-15,6.266e-06,0.00515,0.0007425,1.45095022e-06,2.1232e-05,0.0,1.1672e-19,7.733e-06,4.15333e-14,1.2269e-05,0.01486,0.9851
K00117.04,0.00183,7.565e-06,1.1877e-06,1.08e-08,5.001e-20,6.366e-11,1.024598e-15,9.176e-10,2.66e-08,0.004788,0.1,0.03662,0.0012746,0.00023648,0.000217,5.97e-18,6.771e-07,5.41478e-13,3.37e-05,0.000532,0.5501,0.0015747,0.0002474,2.263e-06,1.0485e-17,1.3328e-08,2.12515e-13,1.912e-07,5.547e-06,0.9984
K00118.01,2.2806e-05,5.2146e-08,8.349751e-14,0.0,3.904e-07,5.0419e-14,8.835e-12,6.3e-11,0.0,0.01946,0.215,0.0009782,0.000151719,2.6574655e-10,0.0,7.337e-05,1.6426e-09,5.3088e-09,8.548e-06,0.0,2.218,2.69374e-06,4.270193e-12,0.0,2.011e-05,2.6008e-12,4.5534e-10,3.219e-09,0.0,1.0
K00119.01,0.000457,1.87413296e-06,3.79170068332e-25,0.0,3.1278e-07,7.1840014803e-15,1.0005000055e-15,4.60000002206e-23,0.0,0.004754,0.058,0.0052911,0.00110167811,5.78990105512e-22,0.0,5.734e-05,3.1750007667e-10,7.1710000389e-13,8.88000003167e-18,0.0,2.015,0.000391628053,7.92300140703e-23,0.0,6.582e-05,1.5188003154e-12,2.0940000117e-13,9.71000004611e-21,0.0,0.9997
K00119.02,0.03562,1.7965e-07,1.64028e-12,0.0,3.975e-06,2.7469e-15,1.8963e-11,1.4777013e-28,0.0,0.00011286,0.053,0.3911,0.0007538,8.7823e-09,0.0,0.0015002,1.4734e-10,2.7575e-08,3.8203914e-23,0.0,0.1285,0.0015341,1.39305e-08,0.0,0.03407,2.3991e-11,1.61347e-07,1.23304975e-24,0.0,0.9644
K00120.01,0.9988,0.00529,0.0008356,0.0,0.004471,9.807e-05,0.001434,3.606e-05,0.0,1.689e-05,0.001,144.2,0.904,0.1853,0.0,0.5236,0.3968,0.681,0.6867,0.0,0.2216,0.4346,0.06864,0.0,0.3667,0.008039,0.118,0.00295,0.0,0.001388
K00121.01,1.0,1.608e-05,1.773e-05,0.0,0.00011008,2.511e-05,3.871e-07,3.296e-06,0.0,1.56614e-08,0.001,9828.0,0.03171,0.0542,0.0,0.007674,0.10774,0.00012541,0.06355,0.0,7.2974e-05,0.0965,0.10629,0.0,0.6221,0.15217,0.002355,0.020291,0.0,9.741e-05
K00122.01,0.010075,2.21772908e-21,4.952e-18,0.0,0.00023962,1.112e-06,7.242481e-16,2.3402e-12,0.0,0.02368,0.189,0.3832,2.13407874e-17,8.066e-14,0.0,0.026105,0.02027,3.002034e-13,1.5062e-07,0.0,1.81,9.3880373e-20,2.089e-16,0.0,0.010021,4.625e-05,3.020207e-14,9.756e-11,0.0,0.9899
K00123.01,2.1411e-07,3.891e-08,1e-13,0.0,2.01001e-09,1.15879e-13,5.1124e-11,1.7567e-09,0.0,0.2001,0.214,9.116e-06,0.00017188,6.704e-10,0.0,4.134213e-07,1.15916e-09,3.9344e-08,9.545e-05,0.0,9.89,1.9502e-07,5.001e-13,0.0,9.951466e-09,5.84336e-13,2.5295e-10,8.803e-09,0.0,1.0
K00123.02,3.452e-06,3.3210961e-35,1.8324761e-46,8.95e-11,5.1847e-15,6.4411e-23,6.2896000003e-17,7.1819e-15,0.0,2.607e-05,0.207,0.0001423,1.6881785e-31,1.1935206e-42,1.79e-06,1.2868e-12,2.5094e-18,5.03350000024e-14,6.917e-10,0.0,0.002857,1.2616384e-30,7.128686e-42,3.451e-06,1.9663e-10,2.50449e-18,2.42814000011e-12,2.7584e-10,0.0,1.0
K00124.01,0.006818,9.52000000032e-19,7.8753115126e-32,5.37e-10,7.963e-06,8.116796e-22,3.4776e-07,4.162336e-10,0.0,0.00122,0.212,0.2895,6.57750000022e-15,8.5764216502e-28,1.07e-05,0.0005398,8.8644682e-18,0.000133552,1.873941e-05,0.0,0.0708,7.85500000027e-16,6.2890712509e-29,4.382e-07,0.006539,6.5589476e-19,0.0002834,3.367278e-07,0.0,0.9933
K00124.02,0.009598,2.972596e-09,5.504398e-15,0.0,6.057e-05,1.7248e-18,1.354e-06,4.13682e-11,0.0,0.006393,0.196,0.3792,1.923676e-05,7.177959e-11,0.0,0.007854,3.9947e-14,0.0007492,3.318928e-06,0.0,0.6833,4.615073e-07,8.43341e-13,0.0,0.009386,2.7102e-16,0.00020861,6.46336e-09,0.0,0.9905
K00125.01,9.332e-07,1.062e-08,3.0630169294e-25,0.0,3.686e-10,1.41941465e-16,8.091225e-16,2.64280041966e-25,0.0,0.01178,0.073,1.3607e-05,0.00017815,9.360052062e-21,0.0,1.6089e-07,4.4537495e-12,1.0710467e-12,3.33640056146e-20,0.0,7.041,9.018e-07,2.5950141769e-23,0.0,3.1212e-08,1.20841233e-14,6.953602e-14,2.23190034813e-23,0.0,1.0
K00126.01,5.332e-05,2.37334e-09,2.249082233e-20,0.0,1.932e-14,2.3946e-09,1.6232158e-25,2.6949e-12,0.0,9.464e-05,0.044,0.00047197,6.1112e-06,9.53730771e-17,0.0,2.7206e-12,4.032e-05,1.0296053e-22,1.83298e-07,0.0,0.04242,2.5606e-05,2.208834875e-16,0.0,2.0273e-10,2.7682e-05,1.8191965e-21,2.90343e-08,0.0,1.0
K00126.02,0.8558,0.01557,0.01944,1.79e-07,0.0001732,3.087e-05,6.599e-05,1.735e-05,0.0,0.005949,0.119,141.0,0.3411,0.5468,0.00358,0.1238,0.05716,0.0524,0.1523,0.0,0.124,0.3775,0.4713,4.338e-06,0.004197,0.0007492,0.001599,0.0004202,0.0,0.1442
K00127.01,3.4749e-08,9.9878e-16,4.43989e-28,0.0,1.5211e-09,3.671e-12,3.594065e-18,2.3414e-15,0.0,0.04393,0.071,4.908e-07,6.57888e-12,2.995646e-24,0.0,4.239e-07,1.1319e-08,5.579454e-15,5.0127e-11,0.0,5.365,2.34264e-14,1.028251e-26,0.0,3.4674e-08,8.354e-11,8.378092e-17,5.2609e-14,0.0,1.0
K00128.01,3.479e-06,1.27762e-10,1.1575723e-25,0.0,9.479e-09,5.618e-09,3.0227e-11,6.6241e-16,0.0,0.00434,0.073,5.064e-05,9.4448e-07,7.614137e-22,0.0,2.3158e-06,3.018e-05,3.4693e-08,2.0308e-11,0.0,0.6328,2.9713e-08,2.940176e-23,0.0,2.1355e-06,1.3083e-06,7.038e-09,1.454e-13,0.0,1.0
K00129.01,0.0002614,1.5137011377e-13,1.609018e-22,0.0,3.072e-07,7.29852e-27,2.628680244e-18,7.9770066727e-27,0.0,0.001172,0.057,0.002951,1.1025008286e-09,1.467073e-18,0.0,2.588e-05,7.34043e-23,1.166600106e-15,8.3898078137e-22,0.0,0.3074,1.2656010041e-10,1.386488e-19,0.0,0.0002614,6.26017e-24,2.188880205e-15,6.6850058092e-24,0.0,1.0
K00130.01,0.4069,6.983e-09,5.695e-25,0.0,0.0005109,2.25e-11,2.41e-05,1.5161e-13,0.0,0.0007762,0.015,2.023,2.061e-05,2.3955e-21,0.0,0.08618,2.618e-07,0.018949,1.1205e-08,0.0,0.999,5.3207e-06,4.3677e-22,0.0,0.3884,1.7252e-08,0.018491,1.1606e-10,0.0,0.5931
K00131.01,6.73046e-07,1.33500009768e-26,3.57293201e-55,0.0,1.475684e-10,1.5542000274e-15,2.503379e-13,2.984000831e-08,0.0,0.04499,0.054,7.25888e-06,3.64200026861e-23,1.023314543e-51,0.0,1.911803e-08,6.773000132e-12,1.355746e-10,0.0005488001839,0.0,5.25,2.96200020298e-25,8.09330629e-54,0.0,3.29546e-09,3.44840006307e-14,5.585018e-12,6.700001818e-07,0.0,1.0
K00132.01,0.7115,1.32e-05,2.3469e-07,0.0,0.009144,4.819e-05,0.0006647,1.1812e-05,0.0,0.003998,0.044,21.73,0.05733,0.0018008,0.0,0.5428,0.2225,0.2108,0.3023,0.0,0.8218,0.0009533,1.7009e-05,0.0,0.6581,0.003478,0.04815,0.0008497,0.0,0.2885
K00133.01,2.462567e-12,1.09500217712e-15,1.2112e-22,0.0,3.5545500204e-27,6.57333e-21,9.848e-31,2.9006617e-17,0.0,0.0004303,0.066,3.22698e-11,1.9223038162e-12,2.8863e-19,0.0,6.2345760375e-25,2.490245e-17,7.91e-28,8.8802238e-13,0.0,0.05607,2.41470761026e-12,3.4696e-19,0.0,8.6343930399e-24,1.630997e-17,2.747e-27,4.7118226e-14,0.0,1.0
K00135.01,3.869369e-08,7.2920019145e-19,1.35696e-25,0.0,4.8377343e-09,5.553e-12,3.09615259e-09,7.3857e-16,0.0,0.2035,0.077,5.934098e-07,8.042002109e-15,1.5559e-21,0.0,1.12467086e-06,2.2071e-08,3.49016986e-06,1.67214e-11,0.0,16.68,3.5400009316e-18,6.67944e-25,0.0,2.3573472e-08,2.7e-11,1.508075e-08,3.6008e-15,0.0,1.0
K00136.01,0.9618,2.408e-05,3.6292e-08,0.0,0.02267,0.00011959,0.006479,2.715e-05,0.0,0.0011594,0.029,147.0,0.1561,0.00033331,0.0,2.162,0.4385,2.861,0.49,0.0,0.4427,0.0007952,1.17608e-06,0.0,0.7435,0.003954,0.2128,0.0008871,0.0,0.0382
K00137.01,0.00019523,8.317e-07,8.74001786001e-12,0.0,6.281e-06,9.773e-13,2.03412424e-11,7.487e-14,0.0,0.0364,0.072,0.002815,0.0031097,4.27700878601e-08,0.0,0.0008214,8.091e-09,1.29387837e-08,3.2746e-09,0.0,6.311,2.2785e-05,2.389004841e-10,0.0,0.00017245,2.6774e-11,5.5763467e-10,2.052e-12,0.0,1.0
K00137.02,0.009462,4.0668e-07,8.43355e-21,0.0,0.0001905,2.0529661e-08,1.8403e-07,2.97300001174e-06,0.0,0.02042,0.05,0.09576,0.0015594,4.924301e-17,0.0,0.02722,0.00024172949,0.00010687,0.193300000764,0.0,7.469,1.9768e-05,4.083687e-19,0.0,0.009274,1.0072098e-06,8.891e-06,0.000145200000549,0.0,0.9904
K00137.03,0.01608,8.823e-05,1.2762e-07,0.0,4.4872e-08,3.186e-06,1.03434541e-07,1.5436e-08,0.0,0.005618,0.216,0.7033,0.3106,0.0004799,0.0,1.405877e-05,0.00941,0.0001822140728,0.0004,0.0,0.2197,0.01547,2.258e-05,0.0,8.04381e-06,0.0005583,1.785210731e-05,2.691e-06,0.0,0.9838
K00138.01,0.9662,1.2511e-05,1.4367e-07,0.0,0.004511,6.666e-05,0.0004474,7.281e-06,0.0,0.0001755,0.006,32.99,0.04535,0.0012801,0.0,0.6914,0.4616,0.3142,0.3594,0.0,0.632,0.0024,2.7832e-05,0.0,0.8638,0.012782,0.08579,0.0013931,0.0,0.03367
K00139.01,0.01879,8.389e-08,3.19018e-14,0.0,2.601e-06,1.5759337e-11,3.7498e-08,9.89300522e-15,0.0,0.0001423,0.054,0.2052,0.002854,1.95832e-09,0.0,0.001566,3.746874e-07,0.0001122,1.738000938e-09,0.0,0.2477,0.0005747,2.17277e-10,0.0,0.01795,1.0983104e-07,0.00025929,6.876003583e-11,0.0,0.9813
K00139.02,8.733e-08,7.7081e-09,5.967e-11,0.0,1.7147e-15,1.0307e-09,5.717734e-10,1.3709e-08,0.0,0.2652,0.189,3.276e-06,2.63348e-05,1.8807e-07,0.0,4.86e-13,3.9467e-06,9.392906e-07,0.0002999,0.0,10.69,2.91645e-08,2.2629e-10,0.0,6.477e-15,3.9175e-09,2.1490502e-09,5.174e-08,0.0,1.0
K00140.01,0.21145,6.737e-08,5.5280586e-12,0.0,6.293376e-13,3.192075e-07,8.8260001988e-15,5.545e-11,0.0,3.094796e-06,0.053,89.3348,0.00016201,2.2627238e-08,0.0,1.1971482e-10,0.002692992,7.0490001618e-12,2.7982e-06,0.0,0.00097165,0.02689,1.96704632e-06,0.0,3.117163e-07,0.18466526,5.1489000525e-09,2.458e-05,0.0,0.78849
K00141.01,0.02574,5.6546484e-09,7.265e-15,0.0,0.002001,0.00012707,0.000194786,5.812e-06,0.0,0.08726,0.067,0.3519,5.0343343e-05,7.304e-11,0.0,0.5195,0.3308,0.233726,0.0993,0.0,10.622,6.4289988e-08,8.206e-14,0.0,0.022079,0.001416,0.00217309,6.506e-05,0.0,0.9743
K00143.01,0.2866,3.444e-06,9.78e-13,0.0,0.0006824,2.33e-06,0.0002601,1.4792e-07,0.0,0.002356,0.076,6.123,0.01959,6.754e-09,0.0,0.07057,0.01646,0.1308,0.006218,0.0,0.4529,0.0010502,2.97e-10,0.0,0.2058,0.0007021,0.07913,4.494e-05,0.0,0.7134
K00144.01,0.006272,8.71e-06,4.81300014932e-14,0.0,7.0994e-47,4.084e-18,4.3884e-54,1.29747e-16,4.13e-07,0.0017879,0.18,0.22857,0.023899,1.52200004716e-10,0.0,2.9531e-44,3.859e-14,6.4649e-51,4.5063e-12,0.00827,0.12484,0.006011,2.63200008873e-11,0.0,3.8326e-44,2.6401e-15,3.0108e-51,7.2105e-14,0.0002652,0.9937
K00145.01,0.949,1.5084e-07,3.62e-12,0.0,0.0001701,2.768e-06,4.783092e-31,8.37466e-14,0.0,9.287e-06,0.004,16.39,0.0009433,5.774e-08,0.0,0.02819,0.02934,7.580365e-28,1.424574e-08,0.0,0.03377,0.0008206,1.9628e-08,0.0,0.9329,0.01531,2.5000871e-27,4.79227e-10,0.0,0.05115
K00146.01,0.9941,0.000424,0.0002713,0.0,0.0006538,0.0001557,4.509e-05,5.854e-06,0.0,9.121e-06,0.001,34.75,0.03964,0.04068,0.0,0.04089,0.4965,0.014215,0.09546,0.0,0.05555,0.2707,0.17218,0.0,0.4178,0.1011,0.02893,0.003756,0.0,0.005805
K00147.01,0.999,1.668e-05,9.06e-07,0.0,0.001846,3.674e-05,0.0003502,7.796e-06,0.0,1.804e-06,0.001,250.0,0.3739,0.028,0.0,0.5803,0.4024,0.5109,0.4694,0.0,0.0668,0.0074,0.0004023,0.0,0.8166,0.01636,0.155,0.003454,0.0,0.0008012
K00148.01,0.0006313,3.706e-05,5.60382e-12,0.0,2.4031e-21,4.3769e-10,3.14401210107e-17,4.751e-10,0.0,0.05879,0.193,0.02422,0.07027,1.075462e-08,0.0,7.386e-19,3.8016e-06,4.23001640145e-14,2.5911e-05,0.0,3.766,0.0006313,9.52069e-11,0.0,4.08e-20,7.3492e-09,5.23602090184e-16,8.027e-09,0.0,0.9992
K00148.02,2.8346e-06,4.6096e-07,1.68100000054e-08,0.0,2.1987e-08,1.961254e-18,6.573757e-17,1.0482e-12,0.0,0.1763,0.205,0.00011555,0.0007055,5.00700000159e-05,0.0,2.88e-06,1.972726e-14,3.191362e-14,6.5882e-08,0.0,14.85,2.6145e-06,9.50000000309e-08,0.0,1.2462e-07,1.111559e-17,3.732335e-16,5.9751e-12,0.0,1.0
K00148.03,0.00014981,9.731e-07,8.502e-11,0.0,7.389e-09,4.75235e-12,2.5717e-13,2.7192e-13,0.0,0.006534,0.207,0.006163,0.002332,3.455e-07,0.0,2.4759e-06,2.06177e-07,2.8538e-10,5.6346e-08,0.0,1.423,0.00014875,1.3004e-08,0.0,1.1316e-06,7.20108e-10,3.9239e-11,4.1206e-11,0.0,1.0
